#{"t_start": 1779905750.466214, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-183.719039,125,0.074616
-357.993076,96,0.317807
-176.381882,88,0.575264
-229.035472,132,0.950735
-583.215252,208,1.470762
-253.397558,106,1.738
-271.898369,149,2.160144
-110.398086,124,2.560293
-46.517179,129,2.943642
-262.519971,140,3.31597
-486.312925,107,3.591648
-279.369823,133,3.95255
-438.163119,135,4.324732
-172.26942,108,4.643264
-202.711981,139,5.014395
68.092755,156,5.425858
-51.876133,218,6.000303
-145.866613,305,6.831492
-53.552844,238,7.51769
-94.753742,284,8.25277
-108.502448,658,9.905844
-226.168031,325,10.708011
-154.085251,228,11.274725
-183.712898,265,11.926391
-146.841875,345,12.82004
-93.424841,180,13.281688
-105.811377,590,14.783942
-109.960204,293,15.509472
-70.495575,564,16.990895
87.867296,829,19.06958
-107.334036,556,20.512245
216.127378,621,22.234331
-87.605894,485,23.612177
-94.077827,356,24.548924
-92.812203,430,25.741194
-13.523878,271,26.492708
-86.771917,535,28.055702
170.61386,691,29.809536
91.6953,1000,32.430798
-84.535727,1000,35.051316
-62.662681,480,36.306826
186.160596,847,38.508018
-96.213113,1000,41.26239
-18.699703,1000,44.02441
-11.50122,1000,46.890807
-52.874923,1000,49.741822
-159.517979,720,51.551867
-50.214336,1000,54.015056
-48.676291,1000,56.483895
158.243812,475,57.654856
-194.756466,463,58.813271
-117.069389,363,59.713383
158.606525,480,60.905672
-118.568325,215,61.43803
141.825518,413,62.456247
-77.603916,386,63.412936
149.664063,617,64.939945
-32.709384,1000,67.404577
174.838098,865,69.538589
175.189034,806,71.521168
5.652813,1000,74.172406
-31.434789,1000,76.636654
-55.234048,1000,79.112552
-34.638888,1000,85.022815
-26.520223,1000,87.513963
-51.377527,1000,89.972355
-65.152976,1000,92.438064
-25.534195,1000,94.900046
-11.376575,1000,97.373936
-37.192691,121,97.672158
162.683988,902,99.877703
-58.196679,1000,102.334607
-80.285097,1000,104.790072
-71.938695,1000,107.237731
-53.326391,1000,109.69902
215.61154,646,111.284508
-54.637646,1000,113.748327
-28.915123,1000,116.200902
-33.220727,1000,118.682426
224.550075,631,120.225807
-20.988634,1000,122.661184
142.519721,916,124.909563
137.117788,989,127.351518
164.325567,766,129.24136
251.089648,437,375.372602
