episode,reward,length,global_step
0,-180.919911,120,120
1,-366.0919,126,246
2,-237.487617,103,349
3,-244.211014,254,603
4,-235.891871,181,784
5,-23.577704,151,935
6,-63.902809,1000,1935
7,-46.793187,432,2367
8,-60.508093,1000,3367
9,-264.360406,312,3679
10,-260.530053,160,3839
11,-258.096874,302,4141
12,-29.129487,261,4402
13,-302.650851,268,4670
14,-179.290106,446,5116
15,-206.129663,953,6069
16,-92.624878,1000,7069
17,-47.329218,1000,8069
18,-68.522036,128,8197
19,-106.015751,132,8329
20,12.539838,256,8585
21,-45.123584,823,9408
22,-122.79281,826,10234
23,17.591644,182,10416
24,6.359134,187,10603
25,-125.553666,1000,11603
26,-80.47706,76,11679
27,-160.365847,267,11946
28,-49.606604,215,12161
29,-180.756961,135,12296
30,19.762617,130,12426
31,-58.079959,150,12576
32,-26.425865,110,12686
33,-74.02443,128,12814
34,-132.360111,188,13002
35,-108.743611,1000,14002
36,42.568749,129,14131
37,-161.45577,289,14420
38,35.287727,117,14537
39,-91.330277,1000,15537
40,13.474698,77,15614
41,-35.148695,177,15791
42,-139.901189,144,15935
43,-223.851489,128,16063
44,-261.119839,243,16306
45,11.121499,253,16559
46,-261.920456,999,17558
47,-172.200711,1000,18558
48,-215.845889,165,18723
49,-259.012435,582,19305
50,-124.553913,1000,20305
51,-184.150081,215,20520
52,-81.622637,1000,21520
53,-20.682709,1000,22520
54,-42.230825,127,22647
55,-1.610327,1000,23647
56,-37.510289,1000,24647
57,-0.121678,1000,25647
58,1.146683,1000,26647
59,-44.164129,1000,27647
60,-17.946302,1000,28647
61,12.225728,1000,29647
62,-190.519185,332,29979
63,-10.271699,1000,30979
64,-31.156929,1000,31979
65,-13.495057,1000,32979
66,-57.403246,1000,33979
67,-32.715837,1000,34979
68,-39.917652,1000,35979
69,-69.027559,1000,36979
70,-62.705941,1000,37979
71,-9.827699,1000,38979
72,-44.527311,1000,39979
73,-33.116887,567,40546
74,-8.62187,473,41019
75,146.332415,453,41472
76,12.912455,270,41742
77,-37.036128,363,42105
78,-17.12246,202,42307
79,-13.267506,1000,43307
80,-26.762095,1000,44307
81,-0.981224,1000,45307
82,73.9922,120,45427
83,-24.265514,1000,46427
84,-106.516837,89,46516
85,-54.541311,1000,47516
86,-84.235929,126,47642
87,-2.753345,91,47733
88,-57.170571,1000,48733
89,42.634616,110,48843
90,-169.584661,103,48946
91,-9.420954,129,49075
92,1.852836,192,49267
93,31.403538,151,49418
