#{"t_start": 1779908766.93133, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-180.919911,120,0.070377
-366.0919,126,0.423275
-237.487617,103,0.711862
-244.211014,254,1.424571
-235.891871,181,1.936134
-23.577704,151,2.35838
-63.902809,1000,5.150907
-46.793187,432,6.355229
-60.508093,1000,9.159657
-264.360406,312,10.033096
-260.530053,160,10.482526
-258.096874,302,11.32647
-29.129487,261,12.059418
-302.650851,268,12.810093
-179.290106,446,14.061068
-206.129663,953,16.723955
-92.624878,1000,19.516133
-47.329218,1000,22.313606
-68.522036,128,22.671079
-106.015751,132,23.04043
12.539838,256,23.756625
-45.123584,823,26.063831
-122.79281,826,28.376863
17.591644,182,28.888631
6.359134,187,29.412017
-125.553666,1000,32.211536
-80.47706,76,32.423511
-160.365847,267,33.173812
-49.606604,215,33.774348
-180.756961,135,34.152655
19.762617,130,34.515834
-58.079959,150,34.936349
-26.425865,110,35.245091
-74.02443,128,35.633385
-132.360111,188,36.186446
-108.743611,1000,38.993519
42.568749,129,39.357628
-161.45577,289,40.170147
35.287727,117,40.498699
-91.330277,1000,43.299645
13.474698,77,43.517559
-35.148695,177,44.012735
-139.901189,144,44.415046
-223.851489,128,44.773669
-261.119839,243,45.452736
11.121499,253,46.164298
-261.920456,999,48.966145
-172.200711,1000,51.805559
-215.845889,165,52.273178
-259.012435,582,53.908285
-124.553913,1000,56.713561
-184.150081,215,57.317456
-81.622637,1000,60.121056
-20.682709,1000,62.929051
-42.230825,127,63.287106
-1.610327,1000,66.090908
-37.510289,1000,68.906595
-0.121678,1000,71.716123
1.146683,1000,74.519516
-44.164129,1000,77.321986
-17.946302,1000,80.124083
12.225728,1000,82.928914
-190.519185,332,83.858703
-10.271699,1000,86.664909
-31.156929,1000,89.811826
-13.495057,1000,93.2877
-57.403246,1000,96.475007
-32.715837,1000,99.543089
-39.917652,1000,102.406451
-69.027559,1000,105.25989
-62.705941,1000,108.108916
-9.827699,1000,111.45088
-44.527311,1000,114.323103
-33.116887,567,115.948212
-8.62187,473,117.30168
146.332415,453,118.602819
12.912455,270,119.37584
-37.036128,363,120.418394
-17.12246,202,120.996572
-13.267506,1000,123.916513
-26.762095,1000,126.841115
-0.981224,1000,129.708888
73.9922,120,130.053631
-24.265514,1000,132.926016
-106.516837,89,133.181218
-54.541311,1000,136.046389
-84.235929,126,136.407631
-2.753345,91,136.667508
-57.170571,1000,139.535239
42.634616,110,139.851589
-169.584661,103,140.146522
-9.420954,129,140.51684
1.852836,192,141.069058
31.403538,151,141.504729
