#{"t_start": 1780052932.99747, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-360.954166,74,0.014035
-152.694176,153,0.036568
-481.235814,101,0.051961
-167.682593,157,0.074869
-517.172834,92,0.088293
-320.496746,129,0.107173
-149.304372,95,0.121142
-424.738486,100,0.135676
-158.327365,144,0.156613
-121.252489,161,0.180022
-158.443514,102,0.194979
-165.765881,133,0.214514
-330.95718,114,0.23138
-475.919107,100,0.246037
-36.650671,81,0.258047
-310.448762,98,0.272388
-213.76227,115,0.289057
-414.402249,84,0.301254
-101.475928,88,0.416882
-282.952718,95,0.430994
-69.937844,79,0.442724
-34.959964,93,0.456699
-449.326753,110,0.47273
-301.307887,99,0.487862
-54.061689,79,0.502071
-236.749745,108,0.518436
-112.640312,98,0.533096
-253.181054,105,0.548617
-77.84939,81,0.560769
-162.957056,70,0.571183
-54.215679,96,0.585213
-120.688976,105,0.600572
-103.758113,93,0.614974
-371.181003,127,0.633767
-112.626842,82,0.645808
-67.455567,85,0.658376
-220.744291,120,0.675958
-320.866765,195,0.704376
-380.884173,196,0.836836
-231.787469,134,0.856707
-156.367864,77,0.868249
-199.373428,82,0.880488
-174.439271,98,0.894927
-268.045298,112,0.911429
-124.659962,171,0.936329
-156.025261,145,0.957598
-217.213519,145,0.978554
-212.748032,103,0.993597
-273.656236,165,1.017677
-210.789107,109,1.033448
-63.647149,75,1.044903
-78.502323,99,1.059739
-149.319175,92,1.073399
-292.395281,128,1.092381
-316.803095,180,1.221833
-454.046317,182,1.248789
-203.803375,145,1.27022
-136.617276,105,1.285649
-158.246496,128,1.304402
-162.919117,82,1.316662
-31.213094,103,1.33182
-461.850983,175,1.357252
-268.925385,144,1.378126
-302.750627,96,1.392225
-68.771511,81,1.404249
-390.221191,84,1.416598
-191.67111,119,1.433928
-220.839018,103,1.448789
-143.922618,118,1.466004
-72.496708,109,1.482106
-80.089601,132,1.501515
-206.973063,114,1.518159
-39.262344,77,1.631408
