episode,reward,length,global_step
0,-261.028538,198,198
1,-72.05581,90,288
2,-363.989354,160,448
3,-341.904908,84,532
4,-191.116052,144,676
5,-147.764361,117,793
6,-88.166531,116,909
7,-77.144148,90,999
8,-231.398945,147,1146
9,-258.721707,141,1287
10,-28.032294,91,1378
11,-113.183805,143,1521
12,-170.356119,180,1701
13,-133.202885,180,1881
14,-374.838734,175,2056
15,-133.105669,185,2241
16,-7.218544,230,2471
17,-16.863142,145,2616
18,44.719304,171,2787
19,-291.37114,201,2988
20,95.566115,1000,3988
21,-52.059982,301,4289
22,-98.37107,1000,5289
23,-91.172645,1000,6289
24,-58.562169,1000,7289
25,-1.956031,1000,8289
26,-19.605809,1000,9289
27,-93.468621,1000,10289
28,-34.520108,1000,11289
29,-60.973812,1000,12289
30,-68.209584,1000,13289
31,32.351757,1000,14289
32,-53.414643,1000,15289
33,-29.984469,1000,16289
34,-26.014896,1000,17289
35,-57.599257,1000,18289
36,-40.895491,1000,19289
37,-43.161951,1000,20289
38,1.386643,1000,21289
39,-80.751625,1000,22289
40,-33.00308,1000,23289
41,-63.274283,1000,24289
42,22.374589,1000,25289
43,-58.623109,1000,26289
44,-44.023676,1000,27289
45,-38.819797,1000,28289
46,-52.660775,1000,29289
47,-19.765461,1000,30289
48,-40.69702,1000,31289
49,71.47774,261,31550
50,-10.189137,1000,32550
51,194.120902,472,33022
52,251.596526,442,33464
53,-80.61688,1000,34464
54,-211.669787,712,35176
55,-110.882,351,35527
56,-120.146373,391,35918
57,-99.580293,252,36170
58,-134.919031,332,36502
59,-98.866003,174,36676
60,-104.616341,223,36899
61,-148.538924,542,37441
62,-153.16247,373,37814
63,-180.383297,714,38528
64,-87.33523,1000,39528
65,-76.300376,1000,40528
66,-7.383904,1000,41528
67,-91.517012,107,41635
68,-136.396432,125,41760
69,-18.472511,1000,42760
70,-88.336082,1000,43760
71,-32.853582,1000,44760
72,-95.347234,1000,45760
73,-41.951087,1000,46760
74,-62.884043,1000,47760
75,-42.696096,105,47865
76,-79.173203,128,47993
77,-126.31946,1000,48993
78,-157.601177,576,49569
79,-83.973905,157,49726
