#{"t_start": 1779910808.404238, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-261.028538,198,0.231869
-72.05581,90,0.43206
-363.989354,160,0.786284
-341.904908,84,0.972257
-191.116052,144,1.29101
-147.764361,117,1.554369
-88.166531,116,1.81173
-77.144148,90,2.011046
-231.398945,147,2.338252
-258.721707,141,2.651116
-28.032294,91,2.852531
-113.183805,143,3.169331
-170.356119,180,3.56823
-133.202885,180,3.966324
-374.838734,175,4.355319
-133.105669,185,4.765998
-7.218544,230,5.27604
-16.863142,145,5.597
44.719304,171,5.976731
-291.37114,201,6.420965
95.566115,1000,8.67463
-52.059982,301,9.342711
-98.37107,1000,11.558967
-91.172645,1000,13.772311
-58.562169,1000,15.983362
-1.956031,1000,18.201229
-19.605809,1000,20.418265
-93.468621,1000,22.639525
-34.520108,1000,24.859162
-60.973812,1000,27.077825
-68.209584,1000,29.29823
32.351757,1000,31.516762
-53.414643,1000,33.734375
-29.984469,1000,35.948316
-26.014896,1000,38.169328
-57.599257,1000,40.388384
-40.895491,1000,42.608654
-43.161951,1000,44.835009
1.386643,1000,47.054832
-80.751625,1000,49.271537
-33.00308,1000,51.49201
-63.274283,1000,53.714732
22.374589,1000,55.934915
-58.623109,1000,58.153802
-44.023676,1000,60.373172
-38.819797,1000,62.592574
-52.660775,1000,64.810368
-19.765461,1000,67.030651
-40.69702,1000,69.253676
71.47774,261,69.834594
-10.189137,1000,72.055471
194.120902,472,73.110747
251.596526,442,74.095365
-80.61688,1000,76.318042
-211.669787,712,77.90325
-110.882,351,78.68259
-120.146373,391,79.554725
-99.580293,252,80.11436
-134.919031,332,80.852197
-98.866003,174,81.241156
-104.616341,223,81.737424
-148.538924,542,82.942806
-153.16247,373,83.773841
-180.383297,714,85.36004
-87.33523,1000,87.580748
-76.300376,1000,89.80177
-7.383904,1000,92.02331
-91.517012,107,92.261576
-136.396432,125,92.538977
-18.472511,1000,94.761369
-88.336082,1000,96.984655
-32.853582,1000,99.211931
-95.347234,1000,101.433022
-41.951087,1000,103.663617
-62.884043,1000,105.882968
-42.696096,105,106.116896
-79.173203,128,106.401524
-126.31946,1000,108.623937
-157.601177,576,109.917417
-83.973905,157,110.266167
