#{"t_start": 1779913240.332086, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-154.779112,128,0.054388
-363.534457,99,0.244827
-335.990658,146,0.556981
-359.794603,88,0.726654
-81.037077,73,0.97664
-136.998568,56,1.188888
-302.980918,61,1.315672
-374.53694,66,1.444139
-310.534391,68,1.571803
-209.033708,120,1.862523
-383.638365,107,2.046724
-465.43548,149,2.294938
-542.169132,144,2.515653
-448.379064,132,2.747867
-687.654746,87,2.876511
-396.24764,87,3.025128
-434.457807,84,3.164642
-291.591201,104,3.329528
-313.001702,112,3.514004
-46.381932,93,3.661443
-280.542168,100,3.828688
-244.906629,84,3.963132
-237.747033,96,4.11544
-242.636987,139,4.342598
-366.804967,91,4.480903
-270.506798,157,4.705843
-311.3439,164,4.936265
-299.890937,172,5.179403
-313.107847,147,5.388201
-224.370393,100,5.52884
-300.406285,126,5.730866
-290.758875,94,5.881788
-319.426488,112,6.0546
-245.803889,120,6.227954
-203.568086,99,6.368436
-31.048108,194,6.642098
-184.890443,229,6.964779
-64.089407,97,7.103168
-111.74238,178,7.354159
-272.802333,125,7.529898
-98.273808,188,7.809991
-283.097785,147,8.016627
-101.792392,164,8.24653
-253.731844,268,8.621152
-187.574468,93,8.751729
-160.137677,219,9.058357
-46.31315,190,9.32481
-212.8428,153,9.540193
-78.421673,212,9.838303
-240.872623,258,10.199757
-243.36412,160,10.423429
-413.004768,262,10.790702
-218.198817,200,11.071428
-317.891161,259,11.436131
-240.670193,227,11.757616
-176.615363,246,12.102131
-462.253064,242,12.446028
-167.505353,269,12.826119
-182.861311,330,13.289365
-102.444489,279,13.689207
-54.347259,304,14.117856
-88.410986,210,14.412599
14.845452,193,14.682761
-231.745256,228,15.002768
-64.791811,314,15.446393
-229.918907,330,15.91034
202.223254,359,16.418052
-50.872196,382,16.967046
-107.49183,307,17.40505
-328.516426,314,17.869037
-260.145994,476,18.552455
-245.925546,89,18.676657
-320.364131,229,18.999584
-219.885875,59,19.082711
-212.738628,74,19.186887
-244.988276,181,19.440603
-345.204102,87,19.561949
-127.677633,460,20.210459
-203.05956,79,20.321859
-342.550358,113,20.479754
-94.347986,231,20.807015
-428.597664,113,20.963724
-129.575182,217,21.267638
-215.665459,86,21.389464
-204.164483,90,21.516142
-41.787645,283,21.912298
-100.418163,538,22.669642
-199.642149,128,22.849027
-234.408944,304,23.273156
-162.613335,101,23.414934
-236.36854,123,23.58655
-285.946836,122,23.756935
-252.017639,85,23.875413
-265.246357,126,24.050503
-272.119255,88,24.173073
-174.703221,167,24.406047
-156.017735,132,24.590346
-412.310302,104,24.73559
-913.121765,94,24.866732
-406.483787,107,25.016629
-417.147993,115,25.176447
-508.267453,112,25.332672
-206.440555,90,25.457922
-671.418522,95,25.590578
-247.733682,103,25.734226
-423.196065,100,25.873508
-202.744067,138,26.067838
-162.261207,95,26.201367
-145.505124,128,26.379821
-166.940152,89,26.505546
-131.02141,90,26.631532
58.422886,146,26.835117
-24.481536,116,26.996963
-127.550522,68,27.091784
-98.936458,95,27.224571
-92.605777,95,27.356729
-34.796207,115,27.517027
-116.010273,107,27.66545
-172.42821,394,28.217578
-124.751768,238,28.548841
-138.910114,93,28.680747
-103.021425,224,28.992386
-158.633502,224,29.303637
-229.73537,612,30.15479
-162.821758,1000,31.546179
-163.487398,147,31.750491
-142.775042,147,31.955276
-152.860065,150,32.163969
-128.592028,143,32.362453
-168.887231,175,32.606285
-49.881712,278,32.996852
-195.173474,260,33.35787
-190.863402,339,33.829691
-223.634104,724,34.837771
-189.545532,359,35.339279
-45.160353,557,36.117912
16.041357,273,36.499516
-82.504399,1000,37.894927
-126.123428,251,38.242785
-166.890663,309,38.689188
-159.80519,608,39.625913
-72.061003,172,39.879849
-146.90197,327,40.344906
-151.352693,198,40.621765
-187.303221,599,41.470276
-153.503255,360,41.976557
-95.397111,151,42.188519
-136.687827,315,42.629415
-123.335206,166,42.863065
-136.012842,177,43.1109
-138.696313,236,43.442484
-125.043822,145,43.648483
-185.934054,116,43.81137
-162.031423,131,43.995304
-179.165146,136,44.18603
-145.684719,115,44.347643
-114.92899,76,44.453997
-135.972396,119,44.619991
-128.874242,103,44.765129
-142.850183,123,44.936828
-112.583398,74,45.040717
-130.157245,124,45.214598
-135.332989,72,45.315801
-120.559799,64,45.40592
-148.71117,108,45.557191
-125.687668,134,45.750536
-78.667265,174,45.995339
-152.413913,109,46.150024
-63.906001,208,46.442344
-45.513523,195,46.716917
-106.98826,152,46.931203
-112.115144,99,47.071373
-96.393357,146,47.276794
-88.836748,153,47.49099
-110.016264,126,47.668161
-122.795553,111,47.829185
-107.282275,74,47.93443
-101.466518,78,48.044633
-126.588392,133,48.231768
-93.492305,101,48.373542
-105.2602,78,48.483246
-104.962417,111,48.639076
-113.650546,91,48.767187
-133.804364,91,48.895123
-120.603219,127,49.073185
-94.388163,148,49.280826
-22.618527,139,49.47519
-89.980986,96,49.610097
-95.702129,114,49.769882
-29.557689,102,49.915021
-92.445516,114,50.07622
-84.427546,109,50.230236
-115.845161,355,50.747048
-118.976853,334,51.260564
2.353079,219,51.587963
-59.039877,102,51.773963
22.654241,141,52.039934
189.136,411,52.684465
40.045713,142,52.918559
-46.606914,186,53.228031
-35.621132,178,53.47948
-49.279504,771,54.664599
-25.014237,186,54.927799
-40.979208,314,55.369448
-53.069061,346,55.855447
-95.683919,281,56.253614
-28.625016,358,56.758977
-198.724804,77,56.867295
-220.855828,981,58.241291
-77.652526,372,58.76626
-135.995303,585,59.587342
-111.753282,427,60.246073
-142.075538,551,61.111417
-7.243616,1000,62.539061
8.269134,1000,63.955344
0.676767,1000,65.368927
-89.861447,749,66.541796
17.249202,1000,67.976349
-25.410628,1000,69.559978
-21.934874,1000,71.119992
