#{"t_start": 1779908910.106057, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-106.561271,100,0.014522
-143.448676,114,0.352416
-233.84028,165,0.835645
-270.104479,90,1.095837
-257.659442,92,1.361108
-206.784648,114,1.702751
-283.47149,127,2.063694
-233.189001,197,2.62908
-4.426114,235,3.297818
-345.979558,299,4.148919
-168.208548,335,5.150124
-214.615813,318,6.066331
-135.010936,813,8.379013
-90.997179,523,9.867983
-46.994193,383,10.956238
-303.060339,105,11.255767
-140.08979,166,11.727625
-383.116295,96,12.004486
-64.905005,207,12.621948
-119.231323,269,13.41725
-101.774014,469,14.75406
-26.039759,190,15.298566
-125.911339,324,16.220841
-141.732422,213,16.826834
-43.607853,196,17.390731
-99.044004,223,18.027372
-73.650194,261,18.77109
-75.310417,175,19.269705
-61.733451,137,19.661373
-19.567731,110,19.974222
-85.362624,472,21.318292
-73.688884,610,23.063909
-130.635087,392,24.183529
-101.666565,136,24.568068
-81.270135,253,25.298171
-127.333227,578,26.951544
-188.626118,598,28.656743
-44.841996,1000,31.508676
-63.462186,1000,34.361317
-69.9244,1000,37.212917
-87.213389,1000,40.064373
-67.634404,1000,42.920439
-164.601605,888,45.456556
-15.786859,1000,48.317999
-68.533688,1000,51.172389
-41.672847,1000,54.03456
13.643303,1000,56.928525
7.643611,1000,59.791267
-25.590213,1000,62.646201
-7.572951,1000,65.511587
11.793328,1000,68.36931
-32.254854,1000,71.231602
-14.213254,1000,74.088828
-41.13236,1000,76.956754
-61.244769,1000,79.815817
-48.496063,1000,82.676427
-16.910674,1000,85.538123
-43.101862,1000,88.404904
-19.223573,1000,91.266361
-28.130682,1000,94.133431
16.019172,1000,97.008289
-6.642863,1000,99.879307
-6.934386,1000,102.750653
-8.925654,1000,105.625261
19.832441,1000,108.495539
-24.691505,1000,111.369496
-4.768753,1000,114.238082
168.527426,804,116.549823
-29.441409,1000,119.424932
-112.659863,129,119.794521
-58.4359,1000,122.65929
167.071115,806,124.986367
260.393497,353,126.003537
207.018728,425,127.221976
-605.446787,532,128.748946
-65.604939,80,128.980132
256.007345,466,130.319832
143.275073,665,132.236895
-100.430828,1000,135.109431
-55.999522,1000,137.98477
233.797161,586,139.668344
-354.526471,661,141.567413
