#{"t_start": 1779911145.125674, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-224.496327,74,0.011739
-352.910091,167,0.332919
-86.582007,71,0.491538
-281.838313,79,0.668158
-86.510219,87,0.862422
-425.133358,115,1.119459
-296.392852,96,1.339439
-440.584792,92,1.5495
-512.592547,241,2.090298
-461.273644,121,2.362582
-189.576667,116,2.621774
-16.129521,93,2.831291
-208.927953,105,3.065613
-251.447591,110,3.311379
-110.81961,121,3.581131
-205.33597,87,3.775607
-107.29547,84,3.963325
9.823756,132,4.259873
-268.27559,109,4.502892
-192.885634,153,4.845161
-208.602327,108,5.085643
-4.852595,317,5.798312
-32.088814,182,6.205413
-78.442,140,6.519851
-57.680108,104,6.752754
-118.281019,138,7.061003
-200.520824,205,7.518859
-55.992864,144,7.840179
15.48085,117,8.100574
-37.093959,151,8.439056
-149.093952,97,8.656242
-69.151318,185,9.068689
20.531948,145,9.393608
-7.306271,160,9.751371
-41.709093,191,10.177807
17.431693,172,10.563627
9.682231,179,10.964471
-1.985983,223,11.46416
-42.023095,236,11.9907
-8.839753,214,12.468795
-13.242308,241,13.009488
97.3138,1000,15.258377
4.178343,268,15.856856
51.019411,220,16.34756
22.34686,196,16.784857
11.417535,290,17.438794
109.007012,1000,19.685527
219.024312,939,21.797686
205.546852,771,23.528092
248.553122,786,25.289029
268.908865,455,26.310567
143.994667,811,28.12394
203.585776,660,29.601276
249.525559,622,30.994793
195.963592,625,32.394674
238.295062,575,33.679418
226.901234,559,34.933698
153.937138,945,37.055285
138.936004,985,39.263069
206.648797,801,41.059771
211.416328,504,42.188921
255.609048,417,43.126711
234.171807,452,44.14668
181.8905,733,45.798233
252.420762,503,46.932114
255.573461,479,48.00526
245.776246,505,49.13601
229.876807,468,50.183857
211.060137,661,51.667545
203.282426,619,53.054273
215.205706,477,54.125253
150.086137,785,55.888195
259.450531,338,56.646091
231.954892,488,57.741959
177.887739,804,59.544211
235.700498,405,60.45171
205.033264,484,61.533071
204.97075,672,63.045479
198.076314,450,64.05654
217.634302,496,65.165891
216.109212,588,66.491562
99.09068,1000,68.741895
195.629737,454,69.759993
240.385922,594,71.093478
233.876574,649,72.554963
192.647727,573,73.841886
138.799209,859,75.774528
231.207675,461,76.813798
-16.909398,1000,79.058442
-39.286813,1000,81.305752
-51.61973,1000,83.549063
-62.572787,1000,85.79373
241.366177,541,87.007595
-167.317274,746,88.682162
221.085452,346,89.464885
-243.115673,1000,91.710802
229.059026,434,92.686037
233.488252,467,93.73882
213.273062,541,94.953404
194.162684,636,96.384478
227.050581,591,97.712081
199.083707,657,99.191375
-35.888298,1000,101.435514
-56.490995,1000,103.679803
-54.719695,1000,105.932501
-76.523823,1000,108.180252
-92.333345,1000,110.429169
