#{"t_start": 1779913090.294624, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-399.957579,180,0.141472
-118.513241,105,0.296446
-351.034114,87,0.418442
-295.547635,244,0.766847
-255.293563,99,0.906635
-385.013724,86,1.032412
-493.955988,126,1.216288
-111.948149,51,1.288186
-123.965435,84,1.416848
-148.538502,96,1.55689
-253.55227,164,1.786711
-167.519484,90,1.912929
-230.41711,104,2.057272
-811.259617,171,2.328141
-243.012026,153,2.640617
-329.595694,216,2.935757
-299.00518,191,3.212094
-431.226537,174,3.466466
-465.639403,247,3.849429
-63.473889,327,4.32723
-34.918403,118,4.545695
-169.438631,134,4.779119
-236.073855,265,5.518053
-125.873614,188,5.813493
-45.093567,170,6.098179
-93.0567,169,6.419845
-190.375335,278,6.890358
-230.922802,263,7.318187
-164.059381,142,7.540003
-124.62096,1000,9.348771
-604.07011,341,9.9741
-389.486566,324,10.444355
-377.073435,318,10.892189
-318.721339,252,11.239873
-447.968914,348,11.720159
-408.241855,237,12.047865
-368.957709,195,12.317895
-306.628506,256,12.67161
-81.298889,76,12.776307
-302.915523,137,12.969056
-143.845241,87,13.094887
-158.888206,90,13.230931
-222.744655,96,13.373825
-17.377324,104,13.538051
-118.720405,66,13.630057
-84.547823,80,13.763945
-596.502206,189,14.105705
-190.317161,233,14.530784
-93.520665,174,14.772786
-153.437152,135,14.982787
-143.099423,62,15.074307
-292.97265,102,15.226434
-106.583517,84,15.349496
-196.366591,141,15.592485
-692.497733,207,15.886001
-665.639597,107,16.061187
-212.659894,153,16.294306
-298.469513,205,16.60907
-184.267157,117,16.785615
-125.34232,103,16.938559
-295.745141,268,17.3504
-325.073303,252,17.727346
-231.199383,209,18.04323
-375.155109,383,18.601867
-183.317838,120,18.779904
-170.114588,92,18.930429
-186.005941,272,19.3479
-316.912145,379,19.947513
-44.317672,1000,21.570875
-346.349586,361,22.071513
-302.845795,312,22.504894
-216.944341,294,22.912374
-199.625869,253,23.261271
-193.109824,249,23.607068
-251.009636,271,23.981702
-247.026419,291,24.384105
-252.324118,295,24.791123
-138.291707,89,24.914249
8.979449,112,25.068287
-279.387724,300,25.481934
-322.125923,120,25.650157
6.074881,88,25.772923
-167.292696,106,25.919101
-161.397118,90,26.043725
-274.41438,317,26.481614
-384.617993,106,26.627953
-35.42719,109,26.779706
-179.13697,126,26.952874
-368.782403,99,27.089248
-171.358662,96,27.222221
-153.74952,102,27.363204
20.620431,1000,28.754175
-237.525441,336,29.216999
-161.279151,231,29.536441
-82.382067,103,29.678757
-232.18255,192,29.947636
-204.286854,94,30.077978
-226.933454,141,30.274339
-96.475686,96,30.406917
-177.221331,168,30.635691
-195.390402,118,30.797227
-223.779256,127,30.96984
-65.35388,93,31.102666
-227.021458,113,31.258767
-122.754418,120,31.422587
-218.473768,109,31.572187
-203.003795,88,31.69317
-90.395064,140,31.886552
-178.649775,162,32.110947
-214.951045,106,32.258053
-173.083729,167,32.487478
-273.038679,168,32.720214
-280.430218,300,33.134689
159.500012,556,33.988035
-264.854152,96,34.132957
-290.541224,196,34.464445
-24.160337,109,34.646457
-87.695179,68,34.743826
-265.277616,231,35.123857
-313.280534,116,35.288185
-137.26813,104,35.433068
-126.931547,201,35.711369
-62.562205,124,35.884761
-278.140652,99,36.023687
-257.835413,90,36.148605
-298.880333,85,36.269199
-311.303963,113,36.425273
-95.705571,81,36.537956
-137.506585,83,36.652521
-282.887402,166,36.881214
-311.015557,122,37.049158
-306.626464,103,37.191972
-37.069342,105,37.336855
-300.535163,107,37.484654
-72.31768,84,37.60068
-150.512913,177,37.844276
-280.041304,122,38.011993
-308.297663,102,38.152828
