episode,reward,length,global_step
0,-399.957579,180,180
1,-118.513241,105,285
2,-351.034114,87,372
3,-295.547635,244,616
4,-255.293563,99,715
5,-385.013724,86,801
6,-493.955988,126,927
7,-111.948149,51,978
8,-123.965435,84,1062
9,-148.538502,96,1158
10,-253.55227,164,1322
11,-167.519484,90,1412
12,-230.41711,104,1516
13,-811.259617,171,1687
14,-243.012026,153,1840
15,-329.595694,216,2056
16,-299.00518,191,2247
17,-431.226537,174,2421
18,-465.639403,247,2668
19,-63.473889,327,2995
20,-34.918403,118,3113
21,-169.438631,134,3247
22,-236.073855,265,3512
23,-125.873614,188,3700
24,-45.093567,170,3870
25,-93.0567,169,4039
26,-190.375335,278,4317
27,-230.922802,263,4580
28,-164.059381,142,4722
29,-124.62096,1000,5722
30,-604.07011,341,6063
31,-389.486566,324,6387
32,-377.073435,318,6705
33,-318.721339,252,6957
34,-447.968914,348,7305
35,-408.241855,237,7542
36,-368.957709,195,7737
37,-306.628506,256,7993
38,-81.298889,76,8069
39,-302.915523,137,8206
40,-143.845241,87,8293
41,-158.888206,90,8383
42,-222.744655,96,8479
43,-17.377324,104,8583
44,-118.720405,66,8649
45,-84.547823,80,8729
46,-596.502206,189,8918
47,-190.317161,233,9151
48,-93.520665,174,9325
49,-153.437152,135,9460
50,-143.099423,62,9522
51,-292.97265,102,9624
52,-106.583517,84,9708
53,-196.366591,141,9849
54,-692.497733,207,10056
55,-665.639597,107,10163
56,-212.659894,153,10316
57,-298.469513,205,10521
58,-184.267157,117,10638
59,-125.34232,103,10741
60,-295.745141,268,11009
61,-325.073303,252,11261
62,-231.199383,209,11470
63,-375.155109,383,11853
64,-183.317838,120,11973
65,-170.114588,92,12065
66,-186.005941,272,12337
67,-316.912145,379,12716
68,-44.317672,1000,13716
69,-346.349586,361,14077
70,-302.845795,312,14389
71,-216.944341,294,14683
72,-199.625869,253,14936
73,-193.109824,249,15185
74,-251.009636,271,15456
75,-247.026419,291,15747
76,-252.324118,295,16042
77,-138.291707,89,16131
78,8.979449,112,16243
79,-279.387724,300,16543
80,-322.125923,120,16663
81,6.074881,88,16751
82,-167.292696,106,16857
83,-161.397118,90,16947
84,-274.41438,317,17264
85,-384.617993,106,17370
86,-35.42719,109,17479
87,-179.13697,126,17605
88,-368.782403,99,17704
89,-171.358662,96,17800
90,-153.74952,102,17902
91,20.620431,1000,18902
92,-237.525441,336,19238
93,-161.279151,231,19469
94,-82.382067,103,19572
95,-232.18255,192,19764
96,-204.286854,94,19858
97,-226.933454,141,19999
98,-96.475686,96,20095
99,-177.221331,168,20263
100,-195.390402,118,20381
101,-223.779256,127,20508
102,-65.35388,93,20601
103,-227.021458,113,20714
104,-122.754418,120,20834
105,-218.473768,109,20943
106,-203.003795,88,21031
107,-90.395064,140,21171
108,-178.649775,162,21333
109,-214.951045,106,21439
110,-173.083729,167,21606
111,-273.038679,168,21774
112,-280.430218,300,22074
113,159.500012,556,22630
114,-264.854152,96,22726
115,-290.541224,196,22922
116,-24.160337,109,23031
117,-87.695179,68,23099
118,-265.277616,231,23330
119,-313.280534,116,23446
120,-137.26813,104,23550
121,-126.931547,201,23751
122,-62.562205,124,23875
123,-278.140652,99,23974
124,-257.835413,90,24064
125,-298.880333,85,24149
126,-311.303963,113,24262
127,-95.705571,81,24343
128,-137.506585,83,24426
129,-282.887402,166,24592
130,-311.015557,122,24714
131,-306.626464,103,24817
132,-37.069342,105,24922
133,-300.535163,107,25029
134,-72.31768,84,25113
135,-150.512913,177,25290
136,-280.041304,122,25412
137,-308.297663,102,25514
138,-278.862595,156,25670
139,-278.051923,87,25757
140,-69.837897,130,25887
141,-375.55303,148,26035
142,-304.765393,294,26329
143,-239.427492,100,26429
144,-303.019072,127,26556
145,-317.989661,360,26916
146,-231.728499,155,27071
147,-250.553577,153,27224
