episode,reward,length,global_step
0,-224.496327,74,74
1,-182.591385,114,188
2,-118.534922,54,242
3,-22.510459,72,314
4,-744.664903,89,403
5,-564.131079,60,463
6,-629.132552,72,535
7,-427.248246,101,636
8,-1.568726,99,735
9,-362.526147,98,833
10,-96.716616,114,947
11,-270.476267,140,1087
12,-639.720928,128,1215
13,-405.787549,96,1311
14,-470.65244,76,1387
15,-279.585691,103,1490
16,-175.258864,135,1625
17,-257.088633,152,1777
18,-218.916758,104,1881
19,-251.968166,122,2003
20,-433.366482,126,2129
21,-367.790447,117,2246
22,-122.772779,113,2359
23,-131.341166,174,2533
24,-258.621181,350,2883
25,-335.275423,99,2982
26,-357.345796,85,3067
27,-155.688148,107,3174
28,-43.832864,225,3399
29,-207.243904,203,3602
30,-159.840744,198,3800
31,-320.098487,904,4704
32,-127.406281,137,4841
33,-23.953185,137,4978
34,-86.016297,92,5070
35,-254.99455,238,5308
36,-48.84771,98,5406
37,-56.704398,143,5549
38,-47.546127,109,5658
39,-22.623928,144,5802
40,-285.329328,143,5945
41,-86.659616,136,6081
42,-190.392879,161,6242
43,-186.522604,138,6380
44,-491.743799,234,6614
45,-153.495817,97,6711
46,-227.55005,209,6920
47,-171.344868,162,7082
48,-116.359045,161,7243
49,-173.615743,143,7386
50,-178.83008,98,7484
51,-118.843528,123,7607
52,-139.875601,130,7737
53,-130.562589,131,7868
54,-69.847281,102,7970
55,-18.639154,124,8094
56,-98.293632,99,8193
57,-113.915811,154,8347
58,-206.100682,152,8499
59,-135.383722,113,8612
60,-123.373448,107,8719
61,-132.109059,110,8829
62,-113.668944,104,8933
63,-101.384798,134,9067
64,-157.424066,116,9183
65,-123.040862,156,9339
66,-100.453446,146,9485
67,-87.035272,168,9653
68,-197.679837,142,9795
69,-190.096746,135,9930
70,-137.309221,129,10059
71,-216.544451,243,10302
72,-96.356985,155,10457
73,-172.535234,181,10638
74,-163.674222,194,10832
75,-157.991192,153,10985
76,-202.146549,139,11124
77,-61.370164,189,11313
78,-120.922125,160,11473
79,-318.184425,281,11754
80,-85.527498,226,11980
81,-212.361073,267,12247
82,-50.747594,116,12363
83,-649.640876,146,12509
84,-158.336522,231,12740
85,-90.332879,114,12854
86,-220.070873,255,13109
87,-132.219341,312,13421
88,-139.18697,99,13520
89,-161.162478,307,13827
90,-127.039063,205,14032
91,-92.91764,179,14211
92,-407.894737,264,14475
93,-246.974985,236,14711
94,-157.799599,182,14893
95,-657.26058,238,15131
96,-144.506473,129,15260
97,-622.15865,215,15475
98,-112.117178,272,15747
99,-229.008104,203,15950
100,-225.358768,235,16185
101,-180.788317,175,16360
102,-119.636337,233,16593
103,-240.847642,437,17030
104,-178.001036,281,17311
105,-115.634127,555,17866
106,-56.011424,186,18052
107,-98.609637,179,18231
108,-136.783727,178,18409
109,-178.828963,156,18565
110,-161.191078,154,18719
111,-112.474625,137,18856
112,-225.599956,526,19382
113,-100.443072,360,19742
114,-205.34416,574,20316
115,-49.510011,210,20526
116,-154.656449,366,20892
117,-95.233302,592,21484
118,-73.205683,523,22007
119,-173.925062,548,22555
120,-338.032185,548,23103
121,-226.616582,356,23459
122,-164.920897,331,23790
123,-171.572169,266,24056
124,-180.399115,321,24377
125,-92.439065,299,24676
126,-280.409716,351,25027
127,-130.311091,269,25296
128,-104.929645,252,25548
129,-95.324138,275,25823
130,-48.41369,1000,26823
131,-190.8184,168,26991
132,-128.280505,353,27344
133,-218.489548,207,27551
134,-186.531498,160,27711
135,-122.236117,238,27949
136,-202.110756,744,28693
137,-156.717176,337,29030
138,-118.523084,120,29150
139,-179.525041,278,29428
140,-138.748127,181,29609
141,-148.338065,220,29829
142,-125.654878,153,29982
143,-128.368387,126,30108
144,-122.381535,174,30282
145,-105.321428,438,30720
146,-170.392549,281,31001
147,-116.357026,116,31117
148,-247.807661,433,31550
149,117.354975,998,32548
150,-149.502481,311,32859
151,-168.14986,459,33318
152,-150.690649,218,33536
153,-156.610939,333,33869
154,-130.103005,159,34028
155,-90.582908,152,34180
156,-156.264124,345,34525
157,-145.075898,575,35100
158,-128.832366,119,35219
159,-121.947081,251,35470
160,-85.823107,178,35648
161,-169.283593,380,36028
162,-81.979607,274,36302
163,-184.175958,392,36694
164,-128.491619,253,36947
165,-158.919312,204,37151
166,-93.633022,126,37277
167,-169.754028,102,37379
168,-177.593868,110,37489
169,-202.920495,133,37622
170,-197.559915,137,37759
171,-200.717411,257,38016
172,-135.986085,276,38292
173,-38.501797,312,38604
174,2.104132,1000,39604
175,-289.724684,504,40108
176,-122.977882,832,40940
177,-10.279691,1000,41940
178,-186.4559,640,42580
179,-59.569892,178,42758
180,-285.598985,662,43420
181,24.324323,247,43667
182,-143.899218,450,44117
183,-193.023542,437,44554
184,27.192303,1000,45554
185,-7.985553,1000,46554
186,31.865525,1000,47554
187,-144.293017,277,47831
188,-144.831394,243,48074
189,-162.068613,380,48454
190,-95.134509,243,48697
191,-110.612466,442,49139
192,-175.37342,502,49641
