#{"t_start": 1779906498.694108, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-106.561271,100,0.015715
-390.034518,97,0.252623
-73.386657,74,0.43559
-73.314075,61,0.584991
-266.242452,140,0.927529
-79.68826,99,1.173533
-258.301198,67,1.337636
-82.496421,89,1.560191
-224.749227,154,1.938786
-323.80947,89,2.15607
-276.956975,122,2.454783
-429.761185,114,2.735199
-441.216478,100,2.98067
-211.090463,143,3.333073
-89.499844,192,3.805846
-47.90151,145,4.159346
-248.589247,174,4.621786
-52.169658,129,4.955865
-90.811086,177,5.395811
-354.70475,153,5.772361
-63.60566,150,6.147088
-359.386855,165,6.566129
-19.318756,139,6.910092
-351.8134,135,7.243746
-411.776245,139,7.58507
-107.084235,251,8.209284
-93.57624,170,8.625453
-325.286871,261,9.264658
-192.639719,250,9.884646
-119.773518,226,10.43698
-113.058989,354,11.30736
196.445922,548,12.652015
118.470962,699,14.376388
-146.257101,631,15.930704
-178.458943,403,16.921473
-43.41099,429,17.979224
-88.092074,265,18.632488
-99.116847,355,19.502098
-43.976564,169,19.927906
-156.030593,452,21.044664
-236.202071,859,23.161444
-100.006936,367,24.059604
226.100951,319,24.84889
-188.586012,616,26.361283
-216.278804,687,28.053008
-83.110919,1000,30.508701
-63.595025,1000,32.973495
-75.097001,1000,35.437355
-51.960881,464,36.640395
163.800784,515,37.985529
-57.078703,1000,40.465563
-144.806099,523,41.753891
-248.499199,676,43.415972
-213.594431,726,45.212451
101.814119,987,47.659042
-131.316868,1000,50.140889
-69.937622,1000,52.604215
-96.35723,1000,55.074924
150.106124,786,57.013346
145.525323,835,59.085146
-32.949798,341,59.927639
25.061595,1000,62.399901
35.591331,1000,64.884223
-88.902232,450,65.998141
-142.158296,620,67.527242
-244.441216,675,69.191008
78.962267,761,71.08381
-124.696111,1000,73.548676
-219.401097,971,75.938281
-164.175828,917,78.198405
-98.999345,1000,80.668311
-57.585426,1000,83.148936
-60.268329,1000,85.62803
-80.713154,1000,88.179085
-91.061194,1000,90.667635
106.934887,729,92.482613
-49.350515,1000,94.962243
-72.876138,1000,97.442454
-111.014822,616,99.060929
11.461197,1000,101.694546
-71.319695,1000,104.257541
-36.412372,1000,106.740304
-74.211006,1000,109.209103
-151.040894,785,111.149786
-66.248543,1000,113.607981
-128.267834,1000,116.068406
-32.618368,1000,118.542195
-54.511288,1000,121.012377
-71.877574,435,122.090151
