#{"t_start": 1779911031.241493, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-106.561271,100,0.014234
-360.932766,100,0.237439
-91.094703,110,0.482977
-318.436402,83,0.667724
-159.148559,79,0.843545
-134.936438,83,1.028564
-81.781046,70,1.186907
-372.535865,116,1.447254
-118.843541,107,1.68947
-183.555197,86,1.881818
-138.289392,123,2.156071
-213.416088,74,2.321183
-239.583933,74,2.486483
-383.587341,158,2.838837
-174.593029,153,3.181332
-95.027278,91,3.385103
-300.18726,127,3.668478
-172.613497,126,3.949006
-91.99846,79,4.125407
-106.200262,67,4.27446
-64.5637,88,4.470542
-261.169799,108,4.711665
-193.30026,202,5.160695
-229.613407,149,5.494992
-155.34144,136,5.799036
-224.447373,202,6.249871
-298.448849,149,6.582891
-34.921492,139,6.892303
-252.36375,171,7.273383
-327.357306,183,7.68347
-95.38609,179,8.083252
-245.050236,187,8.500154
-154.052239,213,8.975853
-101.982531,123,9.250478
-2.729755,169,9.630864
-62.62581,192,10.064319
-218.668394,177,10.45901
-296.147536,251,11.019328
-133.143754,181,11.419885
-267.576314,247,11.971254
-72.787478,182,12.37686
-145.782007,180,12.7787
-225.894387,151,13.115204
-40.43713,248,13.668379
-84.075784,177,14.065612
-247.557111,233,14.585822
-96.859267,355,15.376181
-23.489119,164,15.741529
-258.129743,377,16.583923
-8.110162,348,17.35997
50.657875,146,17.685182
-66.825283,1000,19.916088
-68.337054,1000,22.150146
-6.833141,1000,24.377531
-6.001945,1000,26.610629
68.235127,1000,28.854445
18.563081,1000,31.08958
47.647087,1000,33.325571
-78.821521,174,33.713211
73.420044,1000,35.953188
-62.109392,156,36.301234
-52.157896,521,37.465137
-77.259679,401,38.715456
166.185476,444,40.058201
188.689535,651,41.721235
-75.138947,458,42.934318
-103.351655,125,43.253647
-43.413841,113,43.548442
11.732098,130,43.877104
-92.452129,131,44.17904
151.122169,642,45.625549
4.182722,1000,47.878991
248.433105,269,48.48683
-38.64849,1000,50.800574
-87.053375,1000,53.050509
-75.927824,1000,55.297105
8.569063,153,55.669879
-42.431244,1000,58.311416
-50.586129,1000,60.570468
-67.329419,1000,62.830441
-96.147399,1000,65.082289
-63.977521,1000,67.336895
-59.497059,1000,69.591596
-136.238308,1000,71.844647
6.239935,1000,74.096664
-56.280622,1000,76.349247
-14.757593,1000,78.602375
-78.199617,1000,80.853941
-46.085802,1000,83.113054
-71.28493,1000,85.366882
-76.935784,1000,87.625955
-35.579159,1000,89.88119
-32.30297,1000,92.142832
-139.027631,915,94.214638
-17.681377,1000,96.473823
14.329061,1000,98.742264
-97.015865,1000,101.000383
-80.220002,1000,103.263071
-41.021617,1000,105.523442
-50.538479,1000,107.780551
-86.784178,1000,110.035003
-50.728095,1000,112.291934
