episode,reward,length,global_step
0,-286.050027,147,147
1,-98.186943,75,222
2,-37.900028,147,369
3,-533.529314,168,537
4,-125.411363,101,638
5,-118.659007,152,790
6,-160.624635,124,914
7,-173.508273,98,1012
8,-203.436227,152,1164
9,-152.451983,106,1270
10,164.097225,268,1538
11,-40.887966,206,1744
12,-7.820748,191,1935
13,13.619771,249,2184
14,-22.826924,329,2513
15,-20.049544,160,2673
16,27.199242,373,3046
17,-55.174319,287,3333
18,-357.470151,312,3645
19,196.653478,853,4498
20,-13.88626,1000,5498
21,-164.13411,159,5657
22,-9.343057,145,5802
23,-92.324148,395,6197
24,-122.542244,374,6571
25,-42.994176,208,6779
26,-167.673322,494,7273
27,-166.079552,369,7642
28,-254.241127,520,8162
29,-326.404483,941,9103
30,5.008823,1000,10103
31,-229.187698,834,10937
32,-126.287835,589,11526
33,-261.963664,483,12009
34,-110.45585,393,12402
35,-137.202306,537,12939
36,150.873209,722,13661
37,208.233185,565,14226
38,-31.532751,402,14628
39,20.234193,307,14935
40,119.784074,850,15785
41,-8.734561,349,16134
42,56.081332,1000,17134
43,33.801158,1000,18134
44,207.990723,543,18677
45,-182.275104,79,18756
46,-57.176454,233,18989
47,-9.536846,318,19307
48,17.920158,1000,20307
49,-39.239908,1000,21307
50,-6.373862,70,21377
51,-70.544821,98,21475
52,-21.219043,141,21616
53,-51.037418,168,21784
54,-94.558175,84,21868
55,-78.828333,110,21978
56,-221.361949,94,22072
57,-6.654466,86,22158
58,-49.822564,83,22241
59,-92.013508,83,22324
60,-14.872494,104,22428
61,-15.510676,81,22509
62,-44.854562,95,22604
63,16.724748,87,22691
64,-18.442803,94,22785
65,-51.725635,68,22853
66,-116.960616,56,22909
67,-116.649143,60,22969
68,-94.19911,94,23063
69,31.650897,103,23166
70,-62.215065,85,23251
71,-147.189006,82,23333
72,-98.16589,79,23412
73,-97.496425,75,23487
74,-88.805192,97,23584
75,-72.397071,92,23676
76,1.183332,116,23792
77,-52.961093,102,23894
78,11.768026,104,23998
79,-80.943776,131,24129
80,-61.079321,111,24240
81,-118.23824,94,24334
82,-43.809032,105,24439
83,-23.606803,98,24537
84,-56.909947,89,24626
85,-64.554692,83,24709
86,-113.056765,102,24811
87,-104.669787,106,24917
88,-63.976236,89,25006
89,-124.997298,91,25097
90,-54.278479,93,25190
91,-99.808019,124,25314
92,-56.253312,94,25408
93,-103.104207,124,25532
94,-128.147975,114,25646
95,-62.482579,108,25754
96,-215.533688,111,25865
97,-82.813371,147,26012
98,-298.349623,113,26125
99,-314.492578,118,26243
100,-229.30546,106,26349
101,-95.358158,93,26442
102,-284.358632,117,26559
103,-239.686313,96,26655
104,-1383.69856,210,26865
105,-87.079248,109,26974
106,-345.825635,122,27096
107,-86.619514,84,27180
108,-376.263784,143,27323
109,-267.059983,105,27428
110,-59.515992,115,27543
111,-59.726286,72,27615
112,-74.565324,91,27706
113,-47.190776,97,27803
114,-181.882913,132,27935
115,-5.389518,119,28054
116,-56.406114,86,28140
117,-84.558331,113,28253
118,-245.75354,110,28363
119,-292.471361,129,28492
120,244.007366,400,28892
121,-207.576493,107,28999
122,-82.798136,103,29102
123,-217.851296,114,29216
124,-188.053624,113,29329
125,-87.055973,194,29523
126,-16.17756,188,29711
127,-66.067288,513,30224
128,-111.528684,109,30333
129,-76.807455,162,30495
