#{"t_start": 1780052443.729548, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-99.127333,133,0.023422
-337.804175,86,0.037028
-188.462644,109,0.053318
-347.458816,115,0.070864
-43.315708,80,0.082922
-142.109444,141,0.103607
-495.712405,99,0.118515
-149.59918,66,0.128433
-17.077722,102,0.143633
-111.128488,96,0.158019
-153.716534,77,0.169498
-305.616343,102,0.184575
-40.866896,67,0.194553
-440.622334,116,0.212313
-349.707111,174,0.240514
-567.796685,143,0.262893
-217.296735,84,0.277864
-243.117775,96,0.292919
-100.37895,113,0.31098
-200.878104,139,0.439209
-330.494958,80,0.451162
-65.697254,124,0.471447
-156.564056,91,0.485552
-232.333927,80,0.497977
-243.347783,88,0.511118
-129.736839,120,0.52888
-131.143715,99,0.543965
-274.062479,138,0.564405
-146.523475,105,0.580457
-483.244746,123,0.598852
-392.052388,111,0.615057
-31.130243,69,0.625649
-474.89623,136,0.645724
-190.815812,111,0.662443
-311.983362,118,0.679896
-23.830508,107,0.696302
-32.516444,133,0.716476
-135.469992,134,0.844454
-200.279638,123,0.863043
-97.662236,94,0.877472
-112.167186,86,0.890428
-228.870312,101,0.905835
-318.820198,96,0.920636
-206.188108,97,0.935223
-93.034944,97,0.949718
-56.807915,103,0.965478
-106.07846,75,0.976706
-81.810306,67,0.986772
-124.197878,70,0.997309
-42.944678,72,1.008149
-336.951925,136,1.028065
-180.059825,107,1.044295
-412.550822,129,1.063326
-491.565625,140,1.084547
-164.221351,147,1.106177
-298.196583,184,1.133751
-126.597713,105,1.149395
-270.191041,142,1.279165
-277.154031,176,1.309325
-78.315202,110,1.328727
-20.169908,77,1.341082
-244.925209,99,1.356693
-93.776952,114,1.374237
-139.246677,151,1.39735
-169.354235,149,1.421314
-65.191987,107,1.437982
-72.078617,110,1.455754
-27.516492,118,1.474366
-133.978483,72,1.485416
-198.759126,112,1.502215
-185.239705,143,1.523567
-86.856813,118,1.541231
-67.65977,79,1.553073
-266.309534,108,1.569043
-192.08342,156,1.698093
-59.267215,78,1.71042
-210.79455,123,1.729312
-69.123822,111,1.747116
-199.43674,100,1.762137
-298.582346,184,1.789734
-92.205141,102,1.805126
-104.372009,86,1.817927
10.503627,150,1.840464
-435.293101,152,1.863371
-142.292167,139,1.884152
-108.682882,154,1.906988
-68.364754,76,1.919008
-142.545586,131,1.93851
-279.843255,122,1.957042
-31.187932,123,1.975328
-291.717702,94,1.989206
-113.809082,103,2.112909
-164.828175,116,2.130344
-387.373949,182,2.157725
-157.913624,83,2.170841
-54.055311,83,2.183346
-119.360013,131,2.203132
-223.210318,98,2.217988
-322.563556,159,2.241579
-277.763904,148,2.264815
-71.622553,84,2.277569
-173.856633,183,2.304931
-70.984214,83,2.317578
-73.688453,147,2.340058
-68.076177,120,2.358024
-203.723014,141,2.379179
-27.78062,91,2.393649
-144.15423,134,2.416339
-334.736912,173,2.550137
-246.134365,173,2.576251
-244.687209,232,2.611132
-162.193132,90,2.624956
-236.547296,122,2.643092
-46.711324,179,2.670545
-159.156966,113,2.688116
-71.665116,97,2.702968
-58.472398,115,2.720237
-5.07914,130,2.739774
-62.255129,175,2.765536
-9.897682,148,2.787856
-169.842815,126,2.806649
-136.524019,163,2.831077
-43.872239,84,2.949433
-94.227097,141,2.97087
-37.986545,100,2.986061
-380.602386,156,3.009689
-88.660007,156,3.032708
-98.661618,106,3.048852
-48.211098,72,3.059782
-161.914123,136,3.080618
-66.903687,122,3.098907
-30.700187,157,3.122275
-22.662804,90,3.135891
-57.651491,94,3.149944
-50.592619,150,3.172477
-157.220168,111,3.189411
-47.097908,103,3.205691
-67.358838,133,3.225655
-47.347639,157,3.354092
-82.399329,78,3.366089
-92.994636,150,3.388949
-20.641151,137,3.409491
-54.248673,77,3.421568
-7.250868,185,3.448981
-115.003113,108,3.465509
-93.222972,123,3.484366
-68.423795,127,3.503516
-59.493436,124,3.522045
-46.689714,137,3.542812
-104.887223,105,3.558481
-87.28856,148,3.580959
-312.138617,154,3.605097
-116.090125,158,3.62895
-22.967682,100,3.644144
-7.764462,190,3.789754
-10.559071,117,3.808983
-77.027345,108,3.82655
-66.909733,91,3.841097
-177.339097,130,3.86153
-17.83243,128,3.881643
-60.745976,108,3.898412
-72.473559,119,3.917921
-28.519714,105,3.934363
-67.536398,142,3.956775
-59.654587,135,3.977058
-15.268682,165,4.001939
-105.910866,133,4.021739
-212.352262,108,4.038245
-65.122312,102,4.053658
-48.936594,156,4.076876
-37.653915,138,4.097395
-65.530379,113,4.223379
-96.352533,108,4.239896
-284.402846,178,4.266957
-54.020311,100,4.282003
-59.884769,93,4.296322
-21.486464,112,4.313013
-128.368201,156,4.337028
-194.145737,195,4.367015
-208.485652,168,4.391975
-317.763807,772,4.512496
-71.514561,189,4.650568
8.217102,90,4.66456
-41.078019,173,4.690925
-25.368799,98,4.705878
-30.794912,129,4.725029
-71.215622,169,4.750703
-77.87104,168,4.775654
-70.227546,128,4.794991
-20.5347,111,4.811783
-63.382302,143,4.833192
-61.649388,123,4.851592
-61.101632,171,4.877323
-41.167804,166,4.901808
-9.209561,138,4.92265
7.414044,99,4.93744
-7.16381,177,5.070696
-217.331172,157,5.094972
20.599706,133,5.114826
-25.068474,143,5.136538
-16.908827,98,5.151492
-23.611215,120,5.169883
-7.73692,154,5.192871
-61.095053,166,5.21786
-49.335061,162,5.241956
-3.707673,152,5.265061
-51.66445,187,5.292851
-7.849441,151,5.315484
-33.742733,144,5.337105
9.117265,1000,5.603031
18.213981,103,5.618923
-290.972497,199,5.648949
-33.760226,135,5.669207
-18.140437,118,5.687236
8.398443,128,5.707581
-87.155651,175,5.734064
37.907845,101,5.749704
23.324878,104,5.765349
-1.568828,107,5.887545
11.450161,125,5.906509
16.771309,136,5.927434
11.745805,1000,6.086122
5.536265,97,6.1008
-254.442782,188,6.129623
40.694525,102,6.145177
-37.021352,96,6.159683
-22.779889,147,6.182044
23.130075,145,6.203884
-27.035575,154,6.332711
-26.340058,135,6.352968
13.462465,1000,6.508212
27.169995,135,6.528408
37.605372,1000,6.797994
3.286204,117,6.816151
5.972608,163,6.84085
1.372348,163,6.864993
-28.231801,155,6.888734
6.745537,160,6.913107
-14.355612,179,6.939649
-27.383561,167,6.964541
8.340489,1000,7.228516
-63.353525,182,7.256183
8.306882,115,7.273633
-40.242314,147,7.295862
-222.83421,439,7.362732
34.145127,1000,7.626804
-124.520277,351,7.680419
19.617152,1000,7.836829
3.66073,1000,8.099455
15.719241,1000,8.257582
-44.323713,263,8.296873
23.001316,1000,8.560264
13.933128,157,8.584714
-75.074375,465,8.656484
-33.162075,141,8.677801
80.040609,1000,8.951133
58.318675,156,8.975064
-8.447788,257,9.013843
-77.177751,288,9.057
-3.314559,1000,9.338887
44.810727,176,9.366256
-38.770611,147,9.389025
-110.051037,224,9.424206
52.780835,1000,9.586807
-44.490578,208,9.6179
-20.256621,170,9.749732
12.216642,1000,9.904757
-97.930076,475,9.977279
-12.316531,207,10.0085
-129.079546,271,10.050147
-52.329423,275,10.19647
25.206061,298,10.241788
