#{"t_start": 1779972446.385386, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-178.806852,120,0.06275
-442.792695,118,0.361029
-110.884613,77,0.551035
-135.510019,81,0.755447
-223.228975,84,0.966266
-70.411063,102,1.228168
-334.850976,125,1.54344
-290.819823,179,1.989476
-418.094568,102,2.246772
-410.378412,167,2.663175
-307.982514,97,2.910046
-309.147063,160,3.309578
-48.922231,104,3.568417
-245.825145,162,3.974494
-395.675686,103,4.230879
-124.234348,169,4.651667
-286.048081,147,5.022915
18.329816,214,5.566477
-164.643097,174,6.000708
-274.445428,177,6.443584
-328.829461,389,7.414521
-175.25451,278,8.109689
-232.314571,587,9.615001
-109.020259,248,10.237047
-169.233734,634,11.829715
-101.572273,408,12.84415
-102.71115,297,13.600115
-226.047139,479,14.800185
-30.050919,1000,17.312763
-160.476236,405,18.328561
-209.613563,314,19.118975
-253.517771,468,20.286993
-251.0053,966,22.721998
-266.528593,530,24.047941
-135.559812,447,25.174874
-108.118385,1000,27.674043
-390.874574,793,29.68451
-394.293678,822,31.744995
-98.908912,368,32.666928
-165.084827,478,33.8768
-129.173537,434,34.967185
-160.222287,622,36.529012
-175.013168,495,37.777843
-70.012601,315,38.567992
-177.435596,534,39.913798
-160.63665,761,41.846752
-149.316792,1000,44.353333
-83.099165,1000,46.875616
-25.981507,1000,49.405587
-45.079004,1000,51.915608
-25.237808,1000,54.439296
-48.889747,1000,56.969577
2.60181,1000,59.506085
-0.996975,1000,62.018763
-44.978549,1000,64.546213
-53.539599,1000,67.067026
-40.845952,1000,69.598877
5.866203,1000,72.109241
-33.496405,1000,74.650101
-27.881849,1000,77.168241
31.393345,1000,79.696232
-117.080003,1000,82.240686
-75.761884,1000,84.783949
-82.750479,1000,87.311451
9.337032,1000,89.849213
-66.481429,1000,92.382597
-105.781216,1000,94.934286
-51.145834,1000,97.459294
-79.619653,1000,99.981895
-105.937735,1000,102.508662
-44.910101,1000,105.027362
-40.994842,1000,107.551653
17.340128,1000,110.097405
-90.76301,317,110.894977
0.947456,1000,113.412442
-20.335806,1000,115.941761
-5.478776,1000,118.478096
-33.075182,1000,121.001882
-103.469372,514,122.311245
6.997061,1000,124.836435
-37.399799,1000,127.377023
0.540377,1000,129.907608
-22.75189,1000,132.425932
-47.966021,1000,134.960439
-53.718394,1000,137.507623
-38.018826,1000,140.10725
-2.095071,1000,142.643588
-7.367765,1000,145.169122
-2.457537,1000,147.704329
16.05873,1000,150.241725
-84.437223,778,152.212258
-11.23853,1000,154.762883
-8.725563,1000,157.304352
-53.190906,1000,159.840258
-75.681525,332,160.680607
-59.732895,1000,163.209097
-146.410304,669,164.893573
-48.489266,1000,167.439612
-7.210763,1000,169.988826
-15.249709,1000,172.51902
-162.822075,709,174.342601
-66.159818,1000,176.875341
-70.2986,1000,179.413442
-56.553739,1000,181.997728
-85.087763,1000,184.528649
-11.76494,1000,187.081048
-39.391368,1000,189.635968
-64.770229,1000,192.161734
-10.645608,1000,194.694111
-49.928755,1000,197.232348
-57.635802,1000,199.771008
28.693074,1000,202.325534
-40.435776,1000,204.858082
-9.760795,1000,207.404808
-6.530765,1000,209.935429
-52.340235,1000,212.457749
28.897283,1000,215.008233
-35.50696,1000,217.551604
-22.924675,1000,220.080452
-16.259225,1000,222.623208
-22.004615,1000,225.142582
-32.805718,1000,227.689191
-103.871067,531,229.039711
9.612097,1000,231.567297
-7.695892,1000,234.098677
-29.937917,1000,236.630182
4.100343,1000,239.180816
-2.189916,1000,241.732623
-28.816621,1000,244.252359
-11.98896,1000,246.817936
8.765048,1000,249.398147
15.888265,1000,251.935586
-14.18176,1000,254.492618
-53.995125,1000,257.036572
-47.956663,1000,259.585836
-127.910781,641,261.214427
-54.243234,1000,263.750775
23.839679,1000,266.294952
-25.13498,1000,268.827955
18.506083,1000,271.377649
15.670635,1000,273.913278
-38.414482,1000,276.4483
-24.889241,1000,278.994356
-19.870944,1000,281.530921
-27.92812,1000,284.065675
-55.304969,1000,286.605158
0.357437,1000,289.138883
-40.046026,1000,291.676632
20.15806,1000,294.214386
-34.811105,1000,296.752448
4.857349,1000,299.294543
-54.654908,1000,301.846715
-109.99483,677,303.563293
-8.920745,1000,306.104472
-61.941953,1000,308.633832
22.141043,1000,311.174564
-44.19844,1000,313.732553
7.218425,1000,316.275952
-76.649812,1000,318.812519
-69.610437,1000,321.34141
-53.137316,1000,323.885198
-27.378739,1000,326.426448
-6.614355,1000,328.958165
-52.244251,1000,331.497514
