#{"t_start": 1779912086.166539, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-159.658123,75,0.01389
-235.633843,93,0.134492
-144.995921,63,0.249838
-258.784391,98,0.421619
-1100.193469,116,0.625602
-127.650067,100,0.800282
-104.754909,55,0.895966
-139.425512,63,1.006699
-515.716969,162,1.292428
-137.079565,71,1.419657
-247.255421,316,1.980098
-148.751639,189,2.313252
-470.493167,200,2.66452
-310.792635,101,2.840918
-265.442332,121,3.053715
-400.424754,73,3.181058
-86.686353,131,3.410007
-249.638033,141,3.657085
-21.940594,296,4.175616
-528.115952,283,4.672398
-82.746538,112,4.867835
-55.482109,101,5.044128
-330.274741,180,5.358943
-610.310068,90,5.516581
-167.618562,124,5.734713
-455.3697,177,6.043063
-285.694715,133,6.278364
-52.55199,100,6.454168
-29.842503,114,6.65467
-38.210299,160,6.934944
-75.455453,221,7.324923
-55.155273,130,7.553893
-36.906538,143,7.804032
-247.486288,270,8.276044
-192.405638,348,8.889579
-461.494645,383,9.563448
-228.209437,153,9.830166
-162.055904,155,10.102102
-224.356153,163,10.387395
-355.818971,187,10.718205
-260.22937,238,11.141381
-238.412792,152,11.408313
-393.305828,311,11.953507
-160.525422,131,12.184762
-223.80301,201,12.538863
-248.003466,195,12.883109
-246.407362,241,13.305458
-156.280487,396,13.997226
-5.296769,266,14.464012
-45.043312,127,14.689541
17.725972,179,15.002953
-32.64029,176,15.31202
-171.244463,155,15.585505
160.248138,592,16.632803
-109.648744,129,16.861036
-64.303846,123,17.078592
-18.347409,94,17.24458
-145.609367,149,17.506401
-105.193289,113,17.70621
-218.275806,122,17.920047
-186.221963,109,18.112741
-113.368616,128,18.33675
-132.471542,146,18.593132
-89.22197,150,18.856166
-104.80925,146,19.116337
-61.361085,136,19.354942
-119.829374,104,19.537675
-128.087776,90,19.696112
-129.153279,137,19.936587
-110.864716,148,20.196992
-244.629038,179,20.511098
-127.307767,211,20.883002
-179.24127,139,21.129691
-289.142158,108,21.319542
-272.447455,95,21.486658
-248.684952,119,21.695411
-41.726711,152,21.962004
210.781368,705,23.206577
-266.855875,97,23.377223
-227.692145,464,24.192873
-65.504351,182,24.511353
-93.030692,184,24.835029
-156.079083,291,25.349986
-44.308511,183,25.673968
-188.834876,260,26.130143
-106.31699,170,26.428829
-107.027059,174,26.73462
-146.972425,193,27.073011
-120.285404,179,27.386894
-143.439541,316,27.943461
-94.369534,188,28.273771
-126.98537,208,28.638194
-208.492671,173,28.942797
-108.966475,125,29.163226
213.037203,502,30.052494
-97.802864,297,30.575663
-82.729824,252,31.01789
96.863514,638,32.148093
-157.370068,501,33.03491
49.81633,1000,34.806122
-30.814342,88,34.961347
175.437548,393,35.65525
144.806887,432,36.41977
-57.418729,107,36.608657
205.421001,297,37.134479
-2.623979,1000,38.907773
-0.749106,1000,40.675229
-38.760491,1000,42.43915
-76.221048,331,43.024246
-70.975443,343,43.629931
-44.653475,122,43.844735
-163.038839,368,44.493065
-23.093079,1000,46.257271
-141.466007,291,46.77183
-30.90123,1000,48.534538
-92.065261,432,49.296738
-164.496046,526,50.226118
-126.890461,387,50.91034
-192.306452,303,51.444526
-195.616154,415,52.17617
-76.468373,503,53.067415
-213.135668,296,53.590595
-111.28637,372,54.251197
-123.01059,407,54.967925
-66.449483,185,55.297558
-112.106701,235,55.711831
-136.937467,377,56.375614
-142.523672,216,56.75755
-142.159938,236,57.173832
155.575665,588,58.219397
-185.687123,194,58.561426
-163.119463,247,58.998843
-189.536328,158,59.280155
-200.336087,153,59.553014
-229.564671,161,59.840587
-214.818684,173,60.153051
-207.887327,130,60.383365
-182.025291,208,60.751901
-206.573653,238,61.173099
-185.128099,127,61.397616
-218.68129,163,61.689069
-202.039386,241,62.116194
-216.591881,217,62.500334
-172.189902,236,62.91894
-163.634405,256,63.372475
-163.114008,325,63.951491
-181.134595,450,64.747745
-155.772366,481,65.5974
-169.501563,405,66.318761
-52.009115,1000,68.095663
-11.546383,1000,69.873319
98.821018,704,71.122469
-79.02187,1000,72.899878
-24.87035,1000,74.678137
-19.416487,1000,76.455512
-71.585449,1000,78.226745
-181.378333,1000,80.002262
-134.962579,1000,81.780621
144.763881,838,83.276653
172.837059,850,84.787078
28.820375,875,86.344122
190.77748,513,87.259658
302.975787,320,87.830088
