episode,reward,length,global_step
0,-353.887971,147,147
1,-53.939449,91,238
2,-350.176412,105,343
3,-209.111839,77,420
4,-230.421606,101,521
5,-420.762575,267,788
6,-344.719812,140,928
7,-152.872553,178,1106
8,-134.358122,190,1296
9,-70.840436,127,1423
10,-208.968923,215,1638
11,-295.398374,170,1808
12,-89.633644,102,1910
13,-248.860663,195,2105
14,-63.591226,143,2248
15,-117.910496,205,2453
16,-177.661504,133,2586
17,-177.237608,298,2884
18,-88.602958,138,3022
19,8.770612,443,3465
20,2.825616,303,3768
21,2.468474,180,3948
22,6.471179,182,4130
23,-44.387472,227,4357
24,-14.511419,468,4825
25,201.279596,673,5498
26,-124.795839,339,5837
27,-329.525051,399,6236
28,-182.581684,393,6629
29,-150.265115,585,7214
30,-150.12859,588,7802
31,-78.51738,397,8199
32,-131.216976,903,9102
33,-144.800408,543,9645
34,-124.430359,437,10082
35,-41.766672,367,10449
36,-75.968802,536,10985
37,-94.985771,1000,11985
38,-89.191535,442,12427
39,-147.050233,459,12886
40,-76.870612,677,13563
41,-90.604607,1000,14563
42,-89.910748,1000,15563
43,-46.410713,1000,16563
44,-61.617651,1000,17563
45,-23.780326,1000,18563
46,-129.604742,670,19233
47,-44.868376,1000,20233
48,-18.643923,1000,21233
49,-15.875172,1000,22233
50,-46.599806,1000,23233
51,-35.597255,1000,24233
52,-50.880945,1000,25233
53,-90.717554,1000,26233
54,-41.093037,1000,27233
55,-71.925184,1000,28233
56,-27.122495,1000,29233
57,-30.729393,1000,30233
58,-19.077814,1000,31233
59,-23.394627,1000,32233
60,-74.600114,1000,33233
61,-222.622656,983,34216
62,-6.47064,1000,35216
63,-91.775224,222,35438
64,-72.73829,1000,36438
65,-110.008745,1000,37438
66,-9.713371,1000,38438
67,-118.256456,93,38531
68,-14.57817,1000,39531
69,-128.717432,296,39827
70,-23.218794,1000,40827
71,-9.929095,1000,41827
72,-27.763834,1000,42827
73,-24.824585,1000,43827
74,2.12099,1000,44827
75,-7.962321,1000,45827
76,-53.206332,1000,46827
77,6.179387,1000,47827
78,-8.406464,1000,48827
79,168.461092,906,49733
