#{"t_start": 1780053285.583667, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-350.416079,150,0.025943
-44.476533,86,0.039103
-246.559741,117,0.056438
-298.448767,91,0.070208
-468.005997,95,0.084362
-173.541252,110,0.100588
-306.116182,98,0.11516
-325.042496,121,0.132755
-87.535681,100,0.147533
-441.141251,231,0.181326
-333.76437,135,0.201338
-89.469641,124,0.219863
-320.37429,193,0.248354
-233.028861,151,0.270612
-181.67989,142,0.291464
-224.163524,78,0.303152
-142.638992,125,0.3924
-93.078376,120,0.410933
-93.311775,99,0.425619
-302.403954,87,0.438403
-422.960401,177,0.464495
-299.464041,101,0.479287
-345.823825,104,0.495103
-126.920917,104,0.511299
-349.705792,115,0.52897
-255.602526,90,0.542432
-428.62363,140,0.562947
-86.068413,124,0.581731
-191.219425,103,0.596914
-70.618224,77,0.608518
-331.489482,86,0.621307
-133.357114,80,0.633098
-30.106245,95,0.647109
-335.460549,139,0.667822
-386.742066,155,0.760419
-32.708841,92,0.774768
-45.590322,76,0.786214
-141.252255,127,0.804892
-232.435093,122,0.822998
-131.14508,117,0.840623
-74.556014,76,0.852013
-73.817928,112,0.868795
-271.705251,104,0.883997
-237.951077,186,0.911273
18.742506,117,0.929003
-196.831795,118,0.946775
-140.114012,93,0.960693
-353.499134,109,0.978492
-83.260061,124,0.998112
-121.1288,128,1.017178
-79.588067,110,1.033957
-189.775603,119,1.051433
-355.993238,120,1.138668
-344.090633,172,1.16504
-27.63294,118,1.182756
-66.837846,130,1.202385
-146.421675,86,1.215261
-51.732652,128,1.234338
9.576049,109,1.250574
-94.034364,80,1.262385
-208.440826,137,1.282776
-309.241431,138,1.303436
-261.023332,111,1.320064
-246.439281,128,1.339179
-93.756316,78,1.350806
-5.119212,87,1.364216
-114.800499,114,1.381119
-53.428218,72,1.391827
-458.210725,164,1.416234
-63.513208,144,1.437434
-233.351096,101,1.527034
-34.080274,94,1.541947
-89.389132,833,1.670803
-198.907422,91,1.684475
-282.985743,138,1.705136
-115.856257,120,1.722815
-245.175965,143,1.743976
-158.800634,118,1.761337
-359.364819,200,1.790781
-76.837088,94,1.804628
-188.740617,167,1.899986
-120.210077,116,1.91733
-241.940702,131,1.936642
-234.016794,106,1.952623
-248.994565,136,1.972663
-335.669187,131,1.991939
-57.412917,75,2.003086
-160.512324,77,2.014594
-220.650715,133,2.034338
-240.227588,109,2.050766
