episode,reward,length,global_step
0,-903.812533,263,263
1,-271.966352,64,327
2,-87.966014,61,388
3,-435.407476,112,500
4,46.069508,80,580
5,-754.115943,91,671
6,-664.340172,88,759
7,-485.540939,84,843
8,-419.569903,57,900
9,-487.768547,69,969
10,-336.005864,150,1119
11,-387.107094,159,1278
12,-535.368044,84,1362
13,-422.623955,169,1531
14,-366.120521,87,1618
15,-294.631628,124,1742
16,-175.12366,292,2034
17,-210.346074,122,2156
18,-285.4705,100,2256
19,-230.295384,79,2335
20,-225.953082,99,2434
21,-430.331449,196,2630
22,184.603502,306,2936
23,-34.40563,284,3220
24,-39.031342,126,3346
25,-43.133493,202,3548
26,-351.055283,151,3699
27,-138.773101,119,3818
28,-358.75037,93,3911
29,-133.791161,121,4032
30,-248.428347,110,4142
31,-91.858026,126,4268
32,-17.795591,231,4499
33,-36.094969,134,4633
34,-379.259709,248,4881
35,-455.472835,193,5074
36,-427.617963,197,5271
37,-456.792442,198,5469
38,-502.876895,161,5630
39,-243.069117,120,5750
40,-46.193966,113,5863
41,-624.130681,171,6034
42,-93.053203,121,6155
43,-360.729888,137,6292
44,-189.052216,254,6546
45,-13.496636,390,6936
46,-76.676605,181,7117
47,27.403202,134,7251
48,-0.006028,118,7369
49,-505.673173,156,7525
50,-473.954969,206,7731
51,-66.808878,201,7932
52,-91.872722,205,8137
53,-114.326534,177,8314
54,-367.006555,184,8498
55,-84.769608,182,8680
56,-66.710749,222,8902
57,-274.457011,175,9077
58,-291.320716,190,9267
59,-298.147338,133,9400
60,-366.222955,238,9638
61,-135.104419,218,9856
62,-173.561732,253,10109
63,-173.198924,281,10390
64,-40.275164,165,10555
65,-126.450306,228,10783
66,-81.726025,207,10990
67,-17.036994,162,11152
68,23.191158,135,11287
69,-143.765447,225,11512
70,-161.802318,251,11763
71,-194.723118,190,11953
72,-150.761017,176,12129
73,-101.255223,172,12301
74,-278.876177,333,12634
75,-211.41285,153,12787
76,-307.039838,233,13020
77,123.489278,319,13339
78,-132.690156,227,13566
79,-84.123335,188,13754
80,-100.359081,159,13913
81,-52.692569,170,14083
82,-120.749,225,14308
83,-36.91705,212,14520
84,-176.630005,501,15021
85,-256.037652,185,15206
86,-127.715,457,15663
87,-70.253846,283,15946
88,-236.649739,197,16143
89,-264.737953,204,16347
90,-48.750162,188,16535
91,-62.127347,204,16739
92,-41.944675,227,16966
93,-130.555227,284,17250
94,-6.626029,175,17425
95,-8.852059,151,17576
96,-262.047186,315,17891
97,-94.747623,270,18161
98,-306.959198,227,18388
99,-105.913817,264,18652
100,-126.828386,192,18844
101,-77.044331,184,19028
102,-28.22657,242,19270
103,-211.578945,377,19647
104,-62.815745,189,19836
105,-44.196024,175,20011
106,-104.7278,340,20351
107,-84.807265,177,20528
108,-106.772277,183,20711
109,-178.391382,220,20931
110,-140.220266,187,21118
111,-140.028304,208,21326
112,-32.935649,213,21539
113,-101.156047,254,21793
114,-81.916303,174,21967
115,-90.327324,163,22130
116,-56.244206,380,22510
117,-95.187015,163,22673
118,-189.110446,185,22858
119,220.342345,364,23222
120,-116.53403,216,23438
121,-134.568828,208,23646
122,-44.655434,204,23850
123,-44.86442,186,24036
124,-73.375164,234,24270
125,-4.211269,157,24427
126,-72.371862,205,24632
127,-55.394211,203,24835
128,-132.838998,443,25278
129,-3.999415,212,25490
130,-29.059858,147,25637
131,-148.293605,658,26295
132,4.806079,247,26542
133,-9.531934,139,26681
134,-60.038677,327,27008
135,-106.3444,171,27179
136,-134.860721,309,27488
137,-66.443751,245,27733
138,-134.011669,334,28067
139,-108.090642,209,28276
140,-85.778818,278,28554
141,-10.275104,390,28944
142,-65.006501,564,29508
143,-219.721525,918,30426
144,-113.257678,152,30578
145,-149.157284,442,31020
146,-135.604953,415,31435
147,-36.21977,461,31896
148,-189.250445,246,32142
149,-131.67451,230,32372
150,-159.570049,204,32576
151,-110.964424,183,32759
152,-84.748377,125,32884
153,-159.893084,245,33129
154,-214.738886,431,33560
155,-211.946132,478,34038
156,-185.720752,471,34509
157,-139.608719,192,34701
158,-133.570413,344,35045
159,-161.030734,423,35468
160,-107.544843,138,35606
161,-224.570871,517,36123
162,-129.154733,298,36421
163,-164.937376,188,36609
164,-235.469193,609,37218
165,-171.418929,119,37337
166,-53.43778,499,37836
167,-214.890036,185,38021
168,-212.68311,189,38210
169,-236.691663,426,38636
170,-258.035082,551,39187
171,-297.289517,976,40163
172,-128.578252,1000,41163
173,-103.349514,1000,42163
174,-103.041725,1000,43163
175,-87.523235,204,43367
176,-161.54182,1000,44367
177,-115.2542,1000,45367
178,-115.142597,652,46019
179,-70.804247,1000,47019
180,-91.96983,1000,48019
181,-72.814138,1000,49019
182,-195.998245,591,49610
