#{"t_start": 1780053942.939938, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-284.542808,153,0.025156
-100.516746,77,0.036483
-99.283728,116,0.053472
-43.142991,107,0.069121
-149.935521,74,0.080012
-17.729659,153,0.102459
-335.659532,134,0.121961
-269.949131,99,0.136346
-61.795073,73,0.147084
-260.129596,133,0.166502
-163.069552,98,0.180883
-242.193196,86,0.193581
-49.641694,92,0.207109
-327.075819,112,0.223614
-307.716264,89,0.236629
20.771599,102,0.251673
-311.791093,122,0.269451
-96.364841,114,0.286135
-96.517782,132,0.374323
-189.938932,131,0.394211
-45.391552,129,0.413585
-363.61042,150,0.435529
-211.345768,97,0.449797
-410.718567,115,0.466558
-398.240718,110,0.48274
-265.885747,90,0.495992
-49.650438,202,0.525483
-376.138218,90,0.538808
-460.021797,120,0.556391
-471.347807,157,0.579458
-368.07619,78,0.590931
-448.930469,73,0.60171
-281.856331,122,0.619638
-93.855342,131,0.638756
-131.906343,117,0.655936
-29.028314,123,0.74166
-254.426616,105,0.757291
-117.357474,137,0.77737
-46.220941,102,0.792478
-148.503423,103,0.8077
-301.012407,131,0.826881
-263.130303,146,0.848156
-258.328764,168,0.872674
-34.164208,92,0.88623
-129.066623,68,0.896235
-41.785514,81,0.908178
-137.791135,115,0.924966
-179.120848,88,0.937927
-348.453697,96,0.951871
-377.586675,178,0.97785
-86.455499,80,0.989559
-139.059808,98,1.00385
-333.028834,93,1.017415
-55.190868,146,1.039328
-424.980575,122,1.124935
-205.819024,99,1.139788
-72.24843,102,1.154885
-273.066204,151,1.177208
-185.62504,133,1.196434
-59.719585,76,1.207621
-379.095377,99,1.222018
-340.982829,127,1.240612
-162.269508,118,1.257785
-305.441029,85,1.270171
-405.830404,83,1.282254
-211.732566,102,1.29719
-78.869962,83,1.309344
-133.174524,120,1.326949
-76.346466,159,1.35006
-88.324073,102,1.365042
-202.963685,148,1.386459
-84.031801,135,1.406639
-47.434734,87,1.493471
-217.687444,143,1.515237
-295.877846,142,1.536687
-46.228312,1000,1.692772
-31.089208,91,1.706848
-146.170721,144,1.727862
-76.515919,86,1.740594
-326.56568,161,1.76469
-104.471345,98,1.779151
-279.620065,146,1.871409
-76.254183,275,1.913327
-108.000959,166,1.938035
-229.901978,116,1.955482
-124.716844,237,1.990194
-265.137149,167,2.015131
-164.846675,189,2.042854
-335.044641,143,2.063707
-300.134469,188,2.091722
-68.906714,129,2.110802
