#{"t_start": 1780054052.006287, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-360.954166,74,0.013756
-152.694176,153,0.036808
-481.235814,101,0.051897
-167.682593,157,0.074999
-517.172834,92,0.088888
-320.496746,129,0.107965
-149.304372,95,0.122389
-424.738486,100,0.137218
-158.327365,144,0.158367
-121.252489,161,0.182113
-158.443514,102,0.197115
-165.765881,133,0.217125
-330.95718,114,0.233962
-475.919107,100,0.248972
-36.650671,81,0.261162
-310.448762,98,0.275635
-213.76227,115,0.292746
-414.402249,84,0.305212
-63.180802,91,0.387937
-145.797563,131,0.407426
-131.085579,144,0.429089
-140.404529,117,0.446399
-248.056736,107,0.462638
-299.900306,139,0.48313
-214.822561,95,0.497549
-44.539481,163,0.521698
-218.888561,124,0.540291
-104.038123,160,0.564114
-206.098347,117,0.581812
-110.876389,86,0.59459
-382.620036,152,0.617073
-60.268638,101,0.632184
-168.241416,172,0.658191
-364.411908,117,0.676121
-341.21669,162,0.772224
-203.00675,137,0.793083
-40.049321,128,0.812985
-75.792667,195,0.84243
-81.746731,76,0.853951
-41.450483,109,0.870385
-97.781364,102,0.885616
-253.946397,106,0.901331
-273.241466,130,0.920812
-242.93368,88,0.933922
-253.290072,128,0.953171
-300.034152,159,0.976519
-291.854723,145,0.99802
-73.607955,100,1.012968
-384.78553,127,1.031603
-297.097108,171,1.056884
-253.499648,115,1.147702
-99.480767,110,1.164679
-385.861085,160,1.189078
-290.824307,151,1.212018
-137.953389,108,1.228433
-387.764678,184,1.255738
-88.708837,114,1.272581
-256.973956,148,1.294882
-236.74863,131,1.314362
-401.709379,153,1.337245
-85.635306,169,1.36215
-249.351663,93,1.376147
-113.483802,128,1.395114
-79.154536,79,1.40695
-30.567484,96,1.421572
-115.366517,109,1.437974
-298.290286,106,1.525429
-230.936199,89,1.539397
-300.022451,201,1.571597
-425.865069,152,1.595734
-100.334456,186,1.625496
-333.781838,189,1.655414
-82.394395,106,1.672263
-331.166035,102,1.688464
-331.520763,156,1.712747
-168.554967,145,1.734328
-335.582769,162,1.758551
-490.442092,179,1.785077
-367.34985,165,1.809443
-97.783752,235,1.913739
-75.26515,83,1.926331
-32.670778,77,1.937824
-296.951899,155,1.960864
-76.28214,79,1.972631
-224.884155,133,1.992358
-83.888202,221,2.024874
-82.671445,94,2.039011
-151.931627,110,2.055329
-162.962704,101,2.070278
-320.900363,139,2.090755
-94.646409,226,2.123946
-100.653139,79,2.135793
-89.961863,111,2.152467
-273.423711,139,2.173376
-65.860725,113,2.190142
-300.012759,131,2.279908
-174.161473,184,2.308538
-49.167091,88,2.321762
-49.773464,154,2.344768
-35.845821,98,2.35992
-190.338957,153,2.38315
-329.960351,149,2.405434
-175.536517,100,2.420276
-129.103263,96,2.434447
-655.948269,192,2.462791
-127.480662,92,2.47653
-106.874725,128,2.4958
-334.354112,161,2.519501
-122.678823,117,2.536999
-78.892642,94,2.5515
-130.112569,106,2.567264
-155.498166,103,2.651184
-78.103303,95,2.666306
-44.269806,91,2.680544
-0.770757,97,2.695957
-279.023966,198,2.725699
-82.963997,190,2.754195
-46.92924,209,2.78541
-130.430114,172,2.810962
-260.48193,172,2.836677
-34.45468,144,2.858069
-43.616868,106,2.874212
-42.510866,100,2.889154
-541.883616,181,2.916079
-34.804707,83,2.928537
-62.602066,159,2.952212
-68.334856,67,3.031097
-19.692079,98,3.046769
-41.582123,81,3.059114
-159.001508,137,3.079678
-238.790061,101,3.094821
-64.268809,130,3.114166
-172.400234,80,3.126458
-43.499487,84,3.139081
-178.258488,192,3.167707
-272.722763,128,3.18656
-51.631026,117,3.20406
-198.120225,144,3.227789
38.042854,99,3.243235
-117.110249,161,3.267319
-14.656893,80,3.279354
-41.919467,164,3.303881
-185.690517,174,3.329987
-235.515933,176,3.425847
-25.739659,91,3.440144
-284.038975,204,3.470912
-203.817778,195,3.50019
-240.410252,183,3.527212
14.644141,154,3.55064
-91.971984,125,3.569375
-17.899139,145,3.59143
-79.128731,234,3.626322
-95.169212,158,3.650346
-209.741254,141,3.671855
-358.624729,197,3.701195
-6.187323,86,3.714227
-303.648516,131,3.802731
-16.731447,123,3.821034
-51.90742,115,3.838551
-393.690467,215,3.870634
-288.785462,241,3.906261
-65.065717,195,3.935314
-147.670438,185,3.963128
-229.307976,251,4.000554
-83.927628,128,4.019551
-298.637948,205,4.049883
-229.537555,164,4.074093
57.422244,1000,4.296219
-54.06266,175,4.32212
-288.722748,259,4.360219
-142.639541,172,4.385882
-163.880694,88,4.399426
-76.615189,102,4.415708
-213.794148,204,4.447701
85.233319,1000,4.675417
-139.000832,295,4.719738
-127.032911,146,4.742648
-590.35732,189,4.772519
