#{"t_start": 1780052567.484239, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-538.513311,153,0.025342
-346.26129,94,0.039847
-174.676063,107,0.05633
-66.15672,86,0.069315
-275.714073,101,0.084517
-156.19847,109,0.100524
-188.918962,93,0.1147
-264.157721,72,0.125477
-97.534993,111,0.141813
-44.319765,86,0.154805
-85.427752,93,0.168603
-152.531395,115,0.185462
-310.859529,104,0.201177
-363.893612,120,0.218869
-213.06705,171,0.24449
-93.548284,164,0.26876
-161.23893,105,0.284373
-449.853417,90,0.297735
-93.344664,74,0.308666
-170.605097,87,0.424882
-419.299947,98,0.439626
-534.939675,133,0.459701
-430.439352,117,0.477132
-89.58425,153,0.500003
-369.610681,91,0.51356
-278.907801,92,0.527146
-218.564523,115,0.544405
-0.359601,91,0.557923
-307.830794,128,0.576828
-187.288653,103,0.591982
-243.570542,70,0.602491
-171.810949,189,0.630679
-225.824783,116,0.647863
-262.991407,95,0.662191
-125.389396,77,0.673733
-67.374167,110,0.690018
-117.588522,95,0.704378
-186.089484,92,0.825231
-111.048085,132,0.845077
-112.025449,121,0.863516
-282.517435,83,0.876111
-202.044304,114,0.892858
-75.343167,69,0.903364
-453.789771,104,0.918961
-200.858026,110,0.935075
-466.578418,145,0.956795
-68.013682,92,0.970661
-457.310151,107,0.986705
-203.711995,134,1.006631
-155.016527,96,1.020896
-422.958387,189,1.049223
-113.605198,116,1.066744
-382.094265,101,1.082274
-354.626419,145,1.103767
-103.978307,84,1.116524
-215.106436,133,1.241605
-78.106694,103,1.257244
-27.622798,94,1.271423
-193.929944,77,1.283487
-249.185088,124,1.302093
-29.174002,96,1.316478
-103.465834,136,1.336876
-128.023,71,1.347754
-248.011271,176,1.373951
-175.955552,139,1.394456
-94.317949,84,1.407134
-83.691815,118,1.424525
-126.401324,121,1.442294
-76.940464,175,1.469399
-180.232057,117,1.487448
-118.150649,102,1.503364
-106.423105,106,1.519222
-208.726866,94,1.533608
-152.160063,103,1.653832
-192.669962,190,1.682688
-164.302787,162,1.707521
-101.376621,136,1.727651
-68.800193,113,1.744542
-103.492243,84,1.757182
-118.238483,116,1.77532
-81.452479,144,1.797855
-264.81168,80,1.810544
-297.914711,141,1.832127
-33.123142,89,1.845566
-89.134837,117,1.86308
-50.709913,187,1.890725
-204.367143,78,1.902604
-336.805523,194,1.931851
-53.647507,83,1.944325
-45.985328,164,2.080877
-176.387639,109,2.098209
-61.918156,138,2.118905
-62.849758,110,2.135935
-276.210653,222,2.169344
-285.321014,183,2.196464
-255.043001,108,2.212724
-33.675731,81,2.224872
-151.960509,95,2.23901
-61.15421,158,2.262928
-78.984583,112,2.279612
