episode,reward,length,global_step
0,-538.513311,153,153
1,-346.26129,94,247
2,-174.676063,107,354
3,-66.15672,86,440
4,-275.714073,101,541
5,-156.19847,109,650
6,-188.918962,93,743
7,-264.157721,72,815
8,-97.534993,111,926
9,-44.319765,86,1012
10,-85.427752,93,1105
11,-152.531395,115,1220
12,-310.859529,104,1324
13,-363.893612,120,1444
14,-213.06705,171,1615
15,-93.548284,164,1779
16,-161.23893,105,1884
17,-449.853417,90,1974
18,-93.344664,74,2048
19,-170.605097,87,2135
20,-419.299947,98,2233
21,-534.939675,133,2366
22,-430.439352,117,2483
23,-89.58425,153,2636
24,-369.610681,91,2727
25,-278.907801,92,2819
26,-218.564523,115,2934
27,-0.359601,91,3025
28,-307.830794,128,3153
29,-187.288653,103,3256
30,-243.570542,70,3326
31,-171.810949,189,3515
32,-225.824783,116,3631
33,-262.991407,95,3726
34,-125.389396,77,3803
35,-67.374167,110,3913
36,-117.588522,95,4008
37,-186.089484,92,4100
38,-111.048085,132,4232
39,-112.025449,121,4353
40,-282.517435,83,4436
41,-202.044304,114,4550
42,-75.343167,69,4619
43,-453.789771,104,4723
44,-200.858026,110,4833
45,-466.578418,145,4978
46,-68.013682,92,5070
47,-457.310151,107,5177
48,-203.711995,134,5311
49,-155.016527,96,5407
50,-422.958387,189,5596
51,-113.605198,116,5712
52,-382.094265,101,5813
53,-354.626419,145,5958
54,-103.978307,84,6042
55,-215.106436,133,6175
56,-78.106694,103,6278
57,-27.622798,94,6372
58,-193.929944,77,6449
59,-249.185088,124,6573
60,-29.174002,96,6669
61,-103.465834,136,6805
62,-128.023,71,6876
63,-248.011271,176,7052
64,-175.955552,139,7191
65,-94.317949,84,7275
66,-83.691815,118,7393
67,-126.401324,121,7514
68,-76.940464,175,7689
69,-180.232057,117,7806
70,-118.150649,102,7908
71,-106.423105,106,8014
72,-208.726866,94,8108
73,-152.160063,103,8211
74,-192.669962,190,8401
75,-164.302787,162,8563
76,-101.376621,136,8699
77,-68.800193,113,8812
78,-103.492243,84,8896
79,-118.238483,116,9012
80,-81.452479,144,9156
81,-264.81168,80,9236
82,-297.914711,141,9377
83,-33.123142,89,9466
84,-89.134837,117,9583
85,-50.709913,187,9770
86,-204.367143,78,9848
87,-336.805523,194,10042
88,-53.647507,83,10125
89,-45.985328,164,10289
90,-176.387639,109,10398
91,-61.918156,138,10536
92,-62.849758,110,10646
93,-276.210653,222,10868
94,-285.321014,183,11051
95,-255.043001,108,11159
96,-33.675731,81,11240
97,-151.960509,95,11335
98,-61.15421,158,11493
99,-78.984583,112,11605
100,-88.736987,180,11785
101,-279.52379,164,11949
102,-94.93617,90,12039
103,-85.433215,108,12147
104,-125.38676,105,12252
105,-42.172994,153,12405
106,-162.893146,125,12530
107,-245.639055,105,12635
108,-156.67418,135,12770
109,-347.359468,191,12961
110,-17.010027,91,13052
111,-187.190237,152,13204
112,-168.620551,157,13361
113,-116.462433,86,13447
114,-113.781023,124,13571
115,-123.55224,114,13685
116,-190.091422,137,13822
117,-98.787133,101,13923
118,-92.969784,88,14011
119,5.548984,122,14133
120,-206.225804,130,14263
121,-40.789234,92,14355
122,-53.400135,209,14564
123,-14.874498,104,14668
124,-6.751129,92,14760
125,-35.817346,103,14863
126,-68.81144,215,15078
127,-69.968419,106,15184
128,-81.526305,110,15294
129,-316.578118,610,15904
130,-41.053698,114,16018
131,-162.058262,228,16246
132,-86.642023,136,16382
133,-53.432763,106,16488
134,-107.644414,118,16606
135,-37.386231,180,16786
136,-132.022829,135,16921
137,-87.844969,117,17038
138,-87.340961,89,17127
139,-8.907615,94,17221
140,-94.068727,121,17342
141,-72.852004,154,17496
142,-50.732595,101,17597
143,-114.955942,73,17670
144,-27.666125,98,17768
145,-67.407195,108,17876
146,-246.1718,101,17977
147,-134.093663,156,18133
148,-93.433343,135,18268
149,-4.447049,170,18438
150,-65.459719,113,18551
151,-13.134131,185,18736
152,-162.448779,119,18855
153,-44.381217,201,19056
154,-7.15361,80,19136
155,-97.575698,100,19236
156,-38.063906,125,19361
157,-68.608846,210,19571
158,-206.871401,185,19756
159,-63.790192,235,19991
160,-166.839052,188,20179
161,-22.331165,121,20300
162,-80.038268,121,20421
163,-73.765058,127,20548
164,-17.883703,1000,21548
165,-32.622266,192,21740
166,-25.818025,96,21836
167,-29.874819,182,22018
168,20.432174,161,22179
169,-6.994564,167,22346
170,-117.591852,162,22508
171,-44.269887,97,22605
172,-52.608699,192,22797
173,-52.641283,186,22983
174,-0.559095,199,23182
175,-43.890457,198,23380
176,-77.931901,259,23639
177,-51.494121,149,23788
178,-22.844401,91,23879
179,-21.892779,185,24064
180,-46.825453,137,24201
181,-139.575671,118,24319
182,-53.451856,146,24465
183,-128.046261,196,24661
184,-71.001069,148,24809
185,2.121926,116,24925
186,-28.121192,143,25068
187,-25.620558,140,25208
188,40.059162,176,25384
189,21.528278,102,25486
190,-79.116927,1000,26486
191,8.50659,258,26744
192,54.642891,195,26939
193,-49.076583,236,27175
194,-31.475338,128,27303
195,-33.552118,172,27475
196,-1.107896,128,27603
197,-47.559834,142,27745
198,11.01199,139,27884
199,66.318049,1000,28884
200,-29.831536,1000,29884
201,-89.95317,502,30386
202,-81.159108,189,30575
203,-79.462182,313,30888
204,-23.318481,137,31025
205,-223.761757,382,31407
206,-13.850115,288,31695
207,-116.806104,342,32037
208,-147.653889,294,32331
209,-60.877938,1000,33331
210,-70.34972,253,33584
211,-23.863322,310,33894
212,-45.579311,299,34193
213,46.909057,153,34346
214,77.323487,1000,35346
215,-20.213023,272,35618
216,-157.275209,534,36152
217,16.905171,240,36392
218,27.643099,1000,37392
219,77.449596,1000,38392
220,-209.797004,321,38713
221,49.352532,1000,39713
222,21.019784,1000,40713
223,71.052257,1000,41713
224,-139.822063,744,42457
225,-9.52035,602,43059
226,0.425956,1000,44059
227,-38.931865,432,44491
228,-1441.922486,995,45486
229,30.5605,1000,46486
230,-147.976685,1000,47486
231,26.291423,1000,48486
232,74.886807,1000,49486
233,62.146361,1000,50486
