#{"t_start": 1780053505.5829601, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-433.424024,123,0.021952
-112.010181,113,0.039722
-56.072087,89,0.054922
-211.830105,128,0.075597
-86.007523,201,0.105954
-273.094243,91,0.119955
-328.904848,100,0.134985
-369.930944,73,0.145932
-282.106264,109,0.16242
-334.767306,76,0.173882
-171.936243,167,0.198762
-354.188076,93,0.212716
-33.493769,84,0.225188
-112.876533,98,0.240363
-410.292995,154,0.263498
-441.698161,206,0.294825
-145.221264,108,0.311018
-65.035346,84,0.393496
-341.634937,103,0.409558
-364.631847,73,0.420658
-278.739653,113,0.437335
-400.210805,121,0.455551
-69.534393,130,0.474796
-127.563952,177,0.501466
-191.57648,106,0.517263
-109.067331,123,0.536007
-105.614094,107,0.554079
-230.7542,101,0.570509
-450.869403,85,0.583747
-296.633313,158,0.607368
-96.784635,120,0.625707
-334.81524,94,0.639561
-87.668844,80,0.65184
-214.110312,103,0.667684
-144.03948,114,0.686481
-359.339505,123,0.779722
-609.162546,154,0.804918
-320.051659,108,0.822693
26.360097,95,0.8383
-114.35274,117,0.856957
-329.798039,132,0.878625
-170.427069,117,0.897809
-91.41847,129,0.919174
-156.799957,73,0.930917
-302.415932,73,0.942984
-105.721019,67,0.953717
-325.10112,116,0.971276
-145.917107,59,0.98068
-436.100113,101,0.996282
-104.399382,133,1.016424
-450.893737,98,1.032049
-177.303178,96,1.046795
-342.995493,97,1.061342
-388.419476,98,1.07659
-147.764671,112,1.093537
-129.484408,122,1.188203
-271.334203,97,1.203864
-186.260432,106,1.220212
-119.788534,154,1.244635
-263.402841,93,1.259687
-305.713327,91,1.274379
-93.981695,87,1.288198
-167.364621,156,1.312569
-399.438379,109,1.329513
-72.947478,82,1.342516
-141.14591,179,1.370866
-194.485925,150,1.394503
25.341578,1000,1.631587
-260.596591,185,1.660698
-111.216615,95,1.675303
-107.926939,106,1.691731
-81.511278,93,1.706454
-283.647822,133,1.726695
-247.133715,112,1.744564
-123.062866,110,1.76173
-57.59829,96,1.776641
-297.375012,126,1.796309
-97.845908,97,1.8115
-88.17769,105,1.827614
-51.122715,89,1.841492
-126.791179,104,1.857265
-133.681344,105,1.873333
-288.086717,128,1.893182
-54.838054,91,1.979996
-108.729928,121,1.998975
-117.859706,167,2.025271
-315.60518,123,2.04484
-79.591266,90,2.05896
-233.818005,108,2.076043
-114.124684,118,2.094196
-202.919132,85,2.107259
-115.587701,129,2.126755
-29.849701,117,2.144221
-113.508436,155,2.167939
-311.710402,129,2.187841
-478.941703,124,2.206521
-150.23843,96,2.220801
-7.391448,99,2.235618
-270.869105,122,2.253747
-433.080399,147,2.275697
-63.351768,80,2.357188
-123.844775,155,2.381268
-138.648844,121,2.400249
-163.130904,137,2.42107
-295.433519,146,2.443106
-69.172555,106,2.459162
-158.375323,115,2.476104
-98.852075,192,2.505727
-408.177773,161,2.529709
-39.459075,103,2.545056
-42.551345,123,2.563194
-212.86649,195,2.592267
-220.434701,134,2.612583
-174.141672,144,2.633994
-364.53297,200,2.737384
-42.111932,100,2.752685
-294.190252,157,2.77579
-130.499385,157,2.801064
-44.088028,78,2.813218
-160.778264,97,2.828805
-563.128846,211,2.860346
-132.069067,118,2.878001
-597.911446,156,2.900931
-59.940168,116,2.918665
-55.310782,94,2.932726
-149.451233,149,2.955916
-278.497123,164,2.980311
-324.94529,120,2.99847
-273.072368,251,3.036
-163.780138,127,3.127594
-224.276581,106,3.145723
-145.311014,153,3.169635
-75.150412,70,3.180364
-300.313286,155,3.203691
-91.667733,109,3.220049
-236.859797,217,3.252642
-191.837105,157,3.27809
-136.627022,78,3.290382
-81.892391,122,3.308724
-121.954748,107,3.325127
-9.547287,125,3.343871
-220.013834,189,3.371957
-271.499579,172,3.3975
-136.793623,172,3.423229
-243.511648,116,3.512001
-171.624479,175,3.539724
-97.032693,219,3.572789
-83.530782,151,3.595134
-281.291509,141,3.6167
-70.160689,170,3.641975
-42.420577,119,3.660015
-294.028595,110,3.677562
-61.230263,149,3.700778
-34.91488,106,3.716641
-28.011223,176,3.743149
-116.889375,114,3.760117
-93.358327,121,3.778269
-221.693891,114,3.795398
-2.326786,141,3.886466
-41.96737,152,3.91044
-128.856243,110,3.92715
-63.244055,187,3.955475
-342.383798,196,3.98443
-97.081492,104,4.000311
-167.415626,156,4.023387
-196.174272,101,4.038964
-255.516373,322,4.087514
-80.064776,92,4.10142
