#{"t_start": 1779911369.333088, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-159.658123,75,0.014095
-254.228334,94,0.11682
-744.194953,102,0.261875
-285.625991,83,0.376096
-78.859834,66,0.466976
-319.21257,198,0.737388
-34.810236,65,0.8262
-340.488407,102,0.966411
-230.785268,158,1.185859
-218.496556,74,1.30747
-62.219258,91,1.438461
33.558904,154,1.650817
-573.232129,410,2.212206
-593.608886,142,2.406121
-385.963499,311,2.837805
-264.098052,353,3.333938
-142.109529,107,3.483075
-235.841162,109,3.631587
-315.407415,169,3.862474
-328.78,198,4.132809
-262.426669,149,4.336114
-104.176311,1000,5.720684
1.042192,312,6.149516
-113.436979,234,6.469652
-110.89172,329,6.918239
18.394998,142,7.112973
1.632441,133,7.293861
-62.895933,126,7.468416
-51.333119,125,7.639447
-176.493251,969,8.962984
-119.604004,76,9.068355
-40.010389,532,9.809754
4.492828,226,10.118544
-96.768722,108,10.265991
-32.742952,141,10.459163
184.084239,294,10.861068
-78.92507,249,11.20213
-59.4201,230,11.517186
-65.088077,93,11.644565
-147.629813,243,11.980599
-169.165005,361,12.526817
-207.866102,512,13.394262
-177.509021,180,13.648131
-152.63651,390,14.188478
-803.436871,217,14.488471
-229.42139,175,14.746749
-306.990179,268,15.170379
-214.06011,183,15.437179
-116.084415,270,15.813238
-179.645351,179,16.061724
-228.185414,362,16.560336
-154.229266,296,16.966242
-83.060538,99,17.101457
-112.560055,178,17.346305
-135.702599,196,17.747519
-127.203218,161,18.009095
-43.839134,75,18.113813
-33.057544,92,18.240812
-125.081197,258,18.595397
5.114678,90,18.718937
-46.940331,259,19.075656
-28.393045,94,19.204761
-115.42001,360,19.697269
-150.638138,163,19.919785
17.515705,98,20.054237
-99.920418,85,20.17198
-125.935314,333,20.628846
26.364746,175,20.869493
-7.413822,89,20.991621
-85.12738,89,21.114267
-43.754991,82,21.227201
-166.320468,157,21.441659
-133.852704,167,21.673462
-23.758149,101,21.81304
243.268238,245,22.153594
-64.661533,82,22.266471
-39.687881,81,22.379607
-153.162172,146,22.580038
-144.912385,126,22.7527
-173.707765,130,22.931367
-146.413035,170,23.165151
-60.086714,117,23.32623
