#{"t_start": 1779906126.168457, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-283.156065,194,0.277372
-429.258462,86,0.517918
-522.389091,102,0.802822
-217.773809,161,1.284788
-368.139839,111,1.594794
-94.190163,112,1.921892
-133.118146,122,2.265419
-58.016624,97,2.523833
-219.79463,202,3.084542
-95.189706,199,3.59432
-101.279475,259,4.265045
-78.221987,230,4.85153
23.936357,176,5.283597
-342.252774,616,6.803097
-142.40097,273,7.467453
-206.14184,295,8.189492
-212.08246,221,8.733222
-23.457334,231,9.301847
-66.081206,1000,11.741918
-38.831699,1000,14.198295
-54.174485,1000,16.667661
-57.468762,1000,19.148675
-8.618455,1000,21.616935
-57.35752,1000,24.082313
-34.938343,1000,26.558793
-6.149366,1000,29.034946
-33.875133,1000,31.496084
-37.054389,1000,33.962582
8.464567,1000,36.434195
-11.34271,1000,38.907702
14.527538,1000,41.384376
2.132385,1000,43.852226
-58.03362,1000,46.321195
20.500632,1000,48.79511
-56.123089,1000,51.272846
-44.163327,1000,53.741536
33.385263,1000,56.215814
-63.566511,1000,58.690764
-58.099146,1000,61.197689
-96.564305,1000,63.681312
-67.066658,1000,66.151177
5.994557,1000,68.621458
30.511032,1000,71.101949
-67.454161,1000,73.576156
30.626056,1000,76.055173
-35.63784,1000,78.528464
-44.532054,1000,81.008966
-14.145182,1000,83.491263
1.077454,1000,85.964633
-9.927379,1000,88.446146
-57.214787,1000,90.925652
-17.643518,1000,93.401959
-44.92135,1000,95.874844
-54.03325,1000,98.349524
-85.065583,1000,100.821777
-58.156435,1000,103.294877
-69.27379,1000,105.770622
-56.599984,1000,108.251243
-48.682884,1000,110.739571
-49.842247,1000,113.224466
41.5964,1000,115.692442
-15.781714,1000,118.172488
-33.953336,1000,120.658969
15.233208,1000,123.137339
