episode,reward,length,global_step
0,-281.087215,138,138
1,-641.296932,87,225
2,-686.69654,65,290
3,-971.714409,132,422
4,-759.824208,76,498
5,-786.899317,84,582
6,-850.882279,87,669
7,-474.636246,55,724
8,-768.114779,85,809
9,-584.80856,62,871
10,-320.46649,93,964
11,-190.42724,62,1026
12,-113.187922,65,1091
13,-198.493616,71,1162
14,-257.219835,91,1253
15,-172.247462,75,1328
16,-113.103241,96,1424
17,-238.625704,127,1551
18,-223.923418,125,1676
19,-197.725266,85,1761
20,-86.198713,76,1837
21,-163.831641,106,1943
22,16.672122,82,2025
23,-418.514406,103,2128
24,-111.620283,149,2277
25,-220.5695,62,2339
26,-163.493639,81,2420
27,-224.654449,135,2555
28,-332.259096,137,2692
29,-201.470046,76,2768
30,-231.924927,132,2900
31,20.733576,201,3101
32,-82.200146,126,3227
33,-15.810727,100,3327
34,-19.775035,136,3463
35,-13.667244,98,3561
36,-262.990727,199,3760
37,-40.561935,216,3976
38,-259.641511,218,4194
39,-172.718645,222,4416
40,-194.090361,121,4537
41,-78.194234,108,4645
42,-238.565279,195,4840
43,-213.111077,161,5001
44,-227.220765,269,5270
45,-213.053967,186,5456
46,-208.780915,195,5651
47,-161.124974,156,5807
48,-160.01324,150,5957
49,-241.117607,268,6225
50,-170.077992,256,6481
51,-240.398707,502,6983
52,-192.685204,134,7117
53,-156.691739,111,7228
54,-205.685555,116,7344
55,-236.281224,207,7551
56,-166.821333,136,7687
57,-223.272663,167,7854
58,-171.885049,174,8028
59,-142.815436,146,8174
60,-169.083475,310,8484
61,-184.722376,302,8786
62,-251.574665,103,8889
63,-256.975086,139,9028
64,-235.891217,275,9303
65,-30.017927,182,9485
66,-192.159035,180,9665
67,-141.359165,208,9873
68,-195.369219,329,10202
69,-133.119632,281,10483
70,-209.944117,115,10598
71,-118.243643,86,10684
72,-173.218205,147,10831
73,-433.583853,872,11703
74,-331.147702,845,12548
75,-103.826778,183,12731
76,-346.932173,328,13059
77,-263.340999,175,13234
78,-136.929809,369,13603
79,-176.23473,163,13766
80,-212.954494,181,13947
81,-102.621934,171,14118
82,-228.558802,310,14428
83,-186.489024,426,14854
84,13.503924,156,15010
85,-234.397144,277,15287
86,-114.361285,421,15708
87,-40.291778,139,15847
88,-109.541967,157,16004
89,-121.401478,346,16350
90,-132.032894,1000,17350
91,-126.538999,1000,18350
92,-284.223277,591,18941
93,-79.65022,194,19135
94,-153.45738,403,19538
95,-88.935601,393,19931
96,-88.738616,120,20051
97,-85.644777,188,20239
98,-53.555964,191,20430
99,-69.517957,187,20617
100,-101.235744,78,20695
101,-18.716383,103,20798
102,-122.747591,75,20873
103,-169.304067,461,21334
104,-181.254517,347,21681
105,-28.42647,165,21846
106,-173.086005,434,22280
107,-96.988452,188,22468
108,-178.794635,353,22821
109,-151.975258,511,23332
110,-162.190417,444,23776
111,-101.526328,174,23950
112,-167.466389,453,24403
113,-202.326748,469,24872
114,-100.363618,158,25030
115,-99.416554,152,25182
116,-126.788823,164,25346
117,-100.129729,137,25483
118,-131.124182,361,25844
119,-178.352534,281,26125
120,-179.880908,341,26466
121,207.566924,340,26806
122,-105.407718,388,27194
123,-259.826465,311,27505
124,-154.968903,315,27820
125,-2.712006,136,27956
126,-129.245535,337,28293
127,-21.279244,107,28400
128,-118.156329,238,28638
129,-31.633058,193,28831
130,-171.225734,237,29068
131,-82.661757,146,29214
132,-113.66559,258,29472
133,-44.773215,93,29565
134,-154.222534,306,29871
135,-118.247215,170,30041
136,-101.488497,131,30172
137,-126.92689,294,30466
138,-84.602803,164,30630
139,-104.878058,126,30756
140,-88.802826,71,30827
141,-60.577347,182,31009
142,-136.732213,143,31152
143,-90.83411,216,31368
144,-120.50583,196,31564
145,-163.330623,215,31779
146,-145.479236,168,31947
147,-52.948454,184,32131
148,-197.466215,449,32580
149,-165.140043,1000,33580
150,-30.351222,118,33698
151,-44.829921,116,33814
152,-128.972485,148,33962
153,-160.546004,161,34123
154,-105.073313,249,34372
155,-25.095188,96,34468
156,-94.482487,93,34561
157,-69.26714,232,34793
158,0.855599,173,34966
159,214.90042,262,35228
160,-97.082867,263,35491
161,-53.882996,310,35801
162,-15.180558,146,35947
163,153.293127,511,36458
164,-256.501545,1000,37458
165,-164.452058,1000,38458
166,-150.317134,1000,39458
167,-216.11801,366,39824
168,-46.846665,195,40019
169,-53.824507,379,40398
170,-203.565182,455,40853
171,-4.17128,162,41015
172,-89.262724,266,41281
173,-312.084207,397,41678
174,-439.115739,200,41878
175,14.078864,128,42006
176,-2.032997,161,42167
177,-44.162874,217,42384
178,-173.154402,368,42752
179,-41.847966,125,42877
180,-184.899474,738,43615
181,-76.995912,646,44261
182,0.484757,300,44561
183,-127.796445,1000,45561
184,-47.990212,378,45939
185,-80.0907,366,46305
186,-39.840989,138,46443
187,-176.212493,948,47391
188,-333.314932,1000,48391
189,-652.629111,1000,49391
