#{"t_start": 1779912616.708744, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-178.66466,120,0.047785
-206.483516,138,0.289876
-118.65314,63,0.400553
-126.237644,62,0.509379
-429.664499,56,0.607742
-561.980334,69,0.728862
-617.047607,70,0.852094
-154.433313,73,0.980353
-369.285108,85,1.128528
-378.845516,52,1.21965
-412.568554,63,1.330904
-222.317096,51,1.420386
-309.362855,85,1.576234
-295.847164,56,1.676968
-387.602846,60,1.782972
-306.076806,52,1.875461
-317.154458,54,1.971171
-149.266042,63,2.081288
-157.477214,62,2.189865
-129.129823,64,2.302226
-116.073084,57,2.403273
-113.918151,62,2.512055
-124.411992,63,2.622825
-82.508244,56,2.721059
-170.390712,80,2.861639
-119.175703,79,3.000837
-117.571793,57,3.099823
-131.643492,89,3.255465
-247.129669,90,3.412817
-131.379042,59,3.515491
-119.227581,91,3.675253
-157.297471,90,3.83439
-137.494102,72,3.961138
-121.484797,65,4.0749
-144.566747,76,4.208353
-107.5163,85,4.35781
-114.397698,77,4.492956
-76.930626,89,4.650638
-118.39077,63,4.760733
-106.290252,62,4.869076
-128.971784,85,5.018724
-124.98455,65,5.132207
-145.650004,84,5.278885
-149.358766,62,5.387297
-141.684304,78,5.523231
-87.215515,56,5.621743
-92.419685,71,5.746108
-103.130858,84,5.894186
-115.37671,52,5.98528
-125.223802,54,6.115239
-114.384778,62,6.224693
-139.789577,51,6.313056
-105.553268,62,6.425309
-146.250213,60,6.529839
-127.43743,67,6.649261
-99.174476,59,6.752441
-89.065454,92,6.913498
-102.702036,86,7.064137
-130.393701,59,7.169131
-96.352043,71,7.293893
-95.741131,60,7.399577
-84.257635,54,7.494893
-74.112015,84,7.642308
-91.018095,87,7.795448
-69.997504,93,7.959633
-78.896863,68,8.079561
-69.470151,70,8.202736
-71.599258,73,8.332089
-54.318241,69,8.452889
-36.149244,69,8.575398
-444.428017,112,8.772703
-193.826938,199,9.121782
-266.095772,173,9.431069
-323.69529,147,9.688515
-347.055112,212,10.060514
-218.52544,142,10.312243
-277.603853,144,10.565128
-346.614346,165,10.854951
-368.023427,158,11.133014
-311.950706,99,11.307051
-378.38501,158,11.587072
-326.482287,154,11.858047
-331.329539,115,12.061666
-410.966414,170,12.363027
-403.07041,100,12.540302
-314.875991,112,12.737401
-212.53966,219,13.121252
-120.553782,156,13.395383
-118.636021,142,13.644827
-200.409823,253,14.089319
-133.569286,161,14.375598
-100.792858,167,14.672354
-144.39805,133,14.906091
-30.13901,146,15.16355
-11.336277,121,15.376474
-76.120392,235,15.788086
1.603274,200,16.141005
-92.009359,91,16.301809
-112.7916,95,16.468263
-238.472686,205,16.831386
-57.742017,124,17.050787
-141.960506,124,17.268508
-187.567162,133,17.50272
-141.782977,312,18.052455
-149.569331,150,18.317569
-181.164539,144,18.572053
-85.669454,163,18.864171
-195.45682,134,19.100532
-259.212344,193,19.440962
-185.041947,189,19.775019
-18.121069,1000,21.565199
-159.146642,108,21.754805
-138.648408,137,21.994999
-152.883913,142,22.245377
-55.591979,142,22.49796
-76.700852,142,22.750238
-112.270538,138,22.996716
-111.891727,154,23.269498
-122.786099,155,23.5439
-125.936431,138,23.789972
-124.015093,199,24.141632
-139.29167,239,24.56414
-128.848095,144,24.818219
-92.050685,140,25.066381
-76.651251,124,25.360762
-125.974984,139,25.648338
-89.614542,148,25.928822
-110.538935,196,26.27971
-111.891809,168,26.581123
-46.838948,82,26.748154
-76.636947,185,27.098439
-61.465909,73,27.234134
-120.168559,161,27.553162
-127.396047,152,27.876596
-126.992038,134,28.119273
-93.548116,156,28.396456
-46.271937,145,28.665386
-78.806973,151,28.941549
-75.569748,333,29.63055
-86.79108,341,30.461316
-123.074532,208,30.964628
-107.629801,205,31.371715
-315.056072,379,32.151042
-97.53682,197,32.530508
-139.800316,282,33.25856
-73.627336,174,33.617976
-123.552255,202,34.069576
-86.229374,1000,36.201756
-265.619371,278,36.825654
-31.844407,167,37.188164
-59.128913,71,37.362423
-95.883671,173,37.767468
-154.717908,429,38.723229
-294.173499,144,39.041372
-99.03498,158,39.374862
-50.217702,170,39.727404
-58.934585,163,40.059843
-152.513685,205,40.459055
-16.791161,236,40.94158
-105.557832,217,41.526797
-35.604766,169,41.926076
-166.656827,388,42.888869
-104.50954,166,43.225279
-0.747109,194,43.623784
-52.79769,185,44.008776
1.809202,116,44.255131
-39.375306,441,45.137397
-279.423397,93,45.314341
-136.041669,238,45.755995
-260.56972,339,46.414786
-222.43473,238,46.854107
-210.102345,281,47.385238
-248.32529,654,49.069498
-255.677075,270,49.798408
-257.998801,313,50.438996
-100.609818,397,51.379174
-358.868953,354,52.357502
-361.721823,272,53.138081
-39.763238,217,54.138674
-269.250321,231,54.958577
-242.547704,244,55.93304
-309.886948,220,56.515346
-267.250031,314,57.404599
-253.957139,208,57.822274
-304.401619,262,58.318895
-198.220431,390,59.110244
-373.977602,405,59.941061
-366.912181,368,60.769552
-28.456332,211,61.286361
-118.723126,373,62.064723
-71.140307,1000,64.082863
-37.695819,1000,65.965067
-43.390575,158,66.259383
-83.012982,162,66.593613
-35.289455,107,66.854596
-218.841118,193,67.323929
-51.987699,118,67.603195
-75.657309,129,67.908476
-44.11451,236,68.404215
-268.522274,207,68.859644
-31.719121,131,69.134066
-230.663976,266,69.658632
-54.200918,144,69.926976
-356.536114,197,70.291329
-220.577231,504,71.430087
-34.73154,1000,73.283422
-137.036998,538,74.268918
-79.389344,321,74.858483
-354.304147,534,75.841523
-57.452992,312,76.418891
-124.805892,1000,78.264268
-40.603574,1000,80.10673
39.582012,1000,81.950202
-8.492883,248,82.403828
-155.892207,126,82.637176
5.432388,1000,84.479608
-148.110767,332,85.088314
-385.828701,171,85.400894
-190.762743,384,86.106691
-284.57853,316,86.681959
-170.341379,224,87.084138
-133.123479,537,88.146953
-317.249139,357,88.875225
-321.999309,318,89.468807
-239.401488,239,89.903761
-109.182649,411,90.653243
-213.208741,342,91.283584
-4.627874,1000,93.125328
-366.030481,326,93.723038
-150.40922,413,94.48517
-231.337823,370,95.16083
-388.787723,306,95.725423
-112.119186,358,96.381032
-142.09379,279,96.893253
-166.586537,663,98.123497
