#{"t_start": 1779971686.96467, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-245.721547,196,0.266722
-187.47354,139,0.609978
-67.705961,123,0.917518
-360.94826,154,1.301965
-131.379688,141,1.656367
217.176489,354,2.544023
-224.278435,170,2.995028
222.69695,419,4.030045
-148.244071,293,4.768632
-189.119623,271,5.44718
-159.854007,473,6.62118
-61.042704,478,7.809198
10.080074,1000,10.402168
-29.706891,1000,12.895651
-13.941602,1000,15.393916
-108.20521,517,16.699396
-111.746188,1000,19.199438
148.870659,610,20.731439
-179.612443,126,21.048789
-49.036824,1000,23.550279
-151.071496,231,24.134526
-298.774203,143,24.498818
-79.646485,250,25.126525
133.874206,682,26.845073
-238.361496,149,27.218277
-147.630298,244,27.826733
74.621498,670,29.529614
-176.603206,78,29.726392
-79.580963,1000,32.230448
1.653619,1000,34.731059
-86.442417,1000,37.247903
165.71256,815,39.279105
94.022273,857,41.438512
179.040911,892,43.67912
67.929505,864,45.8633
242.175447,591,47.340145
-147.056808,468,48.529909
-255.930091,934,50.870574
211.300546,595,52.373045
100.882516,1000,54.890871
187.503927,717,56.705497
181.051751,804,58.727302
-75.933554,1000,61.274619
41.420726,1000,63.778693
144.634948,996,66.28781
-8.390753,1000,68.800095
46.013554,1000,71.309993
-6.297726,1000,73.831922
133.224877,958,76.254445
223.657895,711,78.046028
16.180315,1000,80.564101
171.160723,858,82.725645
148.966506,883,84.945602
177.006186,956,87.349033
156.336541,813,89.4067
115.098463,990,91.893268
115.436802,931,94.237578
-31.614584,1000,96.76014
206.155164,658,98.41543
194.814409,777,100.365028
-24.921215,1000,102.875391
-67.443467,1000,105.398014
182.099408,685,107.125364
143.21588,827,109.227322
157.769547,935,111.579286
212.553162,641,113.209157
223.904803,574,114.660548
-299.242058,913,116.962234
238.159292,579,118.418959
218.196505,469,119.596397
139.991021,759,121.514043
-328.958591,662,123.189705
114.638733,737,125.05024
180.488205,420,126.099363
211.57101,481,127.306287
119.013051,764,129.228404
-275.978754,707,130.999694
-55.141233,1000,133.526224
-24.491841,1000,136.036256
71.022685,919,138.360643
169.577412,686,140.078717
192.570537,868,142.276742
44.688579,941,144.657633
234.148962,471,145.840073
-51.982297,1000,148.382198
136.627642,701,150.134286
-65.172942,1000,152.659827
215.4838,432,153.749048
74.262693,890,155.983702
106.487114,771,157.944213
153.694978,934,160.302257
89.676846,944,162.668433
269.86217,555,164.070176
-79.169468,490,165.313308
-33.743912,1000,167.838866
273.298842,391,168.832254
-25.663015,1000,171.356547
201.219637,667,173.046249
130.957155,680,174.76944
158.290107,573,176.226848
151.128682,578,177.702068
-120.135647,732,179.548656
240.249377,419,180.614287
89.731441,955,183.0285
155.452261,568,184.471673
4.772924,1000,187.000016
241.045907,329,187.833657
145.224751,693,189.588176
200.248839,505,190.865759
10.468603,1000,193.4057
157.674774,530,194.747792
137.430611,502,196.018384
215.556575,429,197.117655
