timestep,ep_reward,ep_length
142128,14.811335,34
142160,41.40567,27
142184,5.001333,14
142212,1.719,7
142216,13.271336,14
142244,27.229,7
142268,0.77466697,14
142280,39.116665,40
142308,4.3756666,7
142356,14.192668,28
142380,11.412668,18
142384,4.5356665,7
142440,93.83167,135
142448,11.565334,16
142460,1.6416668,5
142468,0.58166695,5
142468,38.064003,22
142476,57.170662,52
142496,0.97566664,7
142504,26.072332,7
142516,30.318,14
142532,4.373,9
142532,29.535667,7
142584,10.204334,13
142596,14.836668,20
142596,7.648666,16
142612,2.9390001,7
142624,4.692333,7
142624,-2.7376666,7
142640,3.9356666,7
142648,-2.0279999,6
142656,1.4526668,8
142668,18.240002,50
142700,1.6609999,13
142708,2.1243334,13
142736,-1.7603333,9
142764,13.284668,24
142768,16.125002,15
142788,26.92233,37
142800,9.282,16
142808,5.2269993,11
142824,-2.8170002,9
142888,10.987335,22
142888,17.150002,30
142908,25.251667,5
142912,-1.118,6
142924,27.663,29
142936,17.392666,28
142960,2.4753335,6
142968,5.291666,15
142988,2.2956667,7
143004,10.376334,9
143004,11.601003,23
143008,0.10166669,5
143032,15.472337,27
143044,4.77,10
143048,5.7166667,10
143056,4.505333,6
143080,11.156334,19
143084,-2.041,7
143112,3.9456668,17
143116,0.6126666,8
143136,2.628333,5
143144,6.402001,16
143156,-0.41166675,5
143172,12.577004,31
143192,1.6450002,5
143208,9.518,24
143276,51.82,30
143292,24.227,21
143312,2.7496667,9
143328,-0.7803333,9
143332,28.608334,35
143344,8.340001,50
143348,28.203,9
143352,1.515,5
143356,3.6423333,7
143364,-2.8783333,5
143388,26.745333,6
143412,8.538001,14
143480,10.221,23
143480,22.440662,32
143500,2.065,5
143540,11.051668,15
143596,27.374004,62
143612,48.25267,28
143640,1.1990001,7
143656,16.159666,29
143664,28.765333,6
143680,57.109,67
143684,27.802334,7
143692,5.892334,7
143724,9.420001,10
143724,0.40933347,8
143744,1.8716669,5
143772,5.9839993,12
143796,32.316666,50
143816,48.62133,34
143836,20.087666,23
143840,6.299,17
143852,5.3046665,14
143860,25.431667,5
143904,34.952335,17
143916,4.654666,14
143932,43.399666,29
143976,15.308333,15
144004,3.6056666,7
144028,29.06133,44
144048,20.612,36
144088,35.431667,15
144100,15.714668,24
144124,22.219336,48
144156,39.279,17
144160,5.2330008,9
144168,9.795668,17
144188,25.064999,5
144192,0.51933336,8
144236,5.4536667,11
144272,3.0463338,9
144272,35.165333,56
144320,27.677,41
144324,9.567667,13
144348,5.4019995,6
144368,17.621668,45
144368,0.045000076,5
144376,4.398,14
144404,1.0856667,7
144404,26.080997,33
144424,-0.50833344,5
144440,14.282668,18
144448,11.889999,20
144460,25.511665,5
144504,6.8103347,11
144524,25.031668,25
144532,13.987,21
144548,53.458664,36
144560,39.038002,14
144564,-0.3440001,8
144600,5.710999,13
144600,39.586334,19
144636,4.8463335,9
144720,22.97333,30
144728,18.946999,41
144748,-0.8649999,5
144772,21.044668,34
144792,9.797,11
144844,3.0776668,13
144848,28.450663,72
144860,24.068335,35
144876,11.875336,26
144900,0.16999996,10
144932,10.774002,22
144936,7.494001,22
144968,9.9643345,23
144972,2.5530002,9
145016,-0.30299997,11
145020,42.53733,22
145040,24.998333,5
145060,24.891666,5
145068,31.287666,13
145072,33.387665,43
145076,13.365667,27
145088,-1.5183334,5
145124,5.779667,9
145144,26.691666,5
145156,8.597001,21
145196,30.457666,13
145204,24.172,36
145220,21.145334,36
145224,1.1449997,5
145240,36.73033,11
145260,14.868669,26
145272,3.536,8
145300,2.8766663,20
145312,16.047333,22
145316,4.9346666,14
145356,21.723665,21
145372,13.824667,14
145380,6.3253326,6
145416,14.549668,29
145432,0.6143336,13
145448,39.581337,34
145452,15.75667,20
145472,30.838,14
145472,3.7816668,5
145484,9.314334,13
145492,0.015000105,5
145512,26.438334,5
145520,4.102667,18
145536,3.9186666,16
145548,12.052001,16
145556,8.360333,11
145588,3.0326662,8
145608,13.239333,18
145616,0.4990002,7
145620,18.381666,25
145636,-2.141,7
145672,32.451,13
145684,9.809,17
145692,24.892002,36
145704,-1.4316666,5
145712,2.226667,10
145720,2.2756667,7
145724,11.557335,22
145744,2.4993334,8
145776,7.6243343,13
145816,30.193333,10
145840,8.921333,34
145840,13.456664,30
145864,0.34866667,6
145868,2.659,7
145900,4.6829996,9
145904,16.180666,22
145940,32.083332,10
145976,8.682669,18
146000,39.478004,64
146008,24.211668,35
146020,3.7449996,5
146028,28.931667,5
146096,13.923001,19
146112,22.664669,34
146116,26.171665,5
146136,30.812996,49
146160,3.7906668,12
146164,4.9073334,12
146172,5.5563335,9
146180,47.356,38
146192,4.855,5
146252,7.897331,22
146264,10.4086685,26
146268,10.8029995,19
146280,1.6223335,7
146296,4.489333,8
146300,0.75166655,5
146316,18.824667,34
146384,8.432333,17
146388,22.373333,30
146396,37.978333,25
146412,47.279335,28
146428,0.45033336,11
146456,12.682334,17
146504,5.8229995,19
146524,4.261667,5
146568,13.776333,39
146588,3.7683332,5
146616,26.113335,40
146668,1.5066669,20
146688,0.6816666,5
146700,14.523668,21
146724,24.10667,50
146728,27.012333,7
146748,12.9416685,15
146768,4.0316668,5
146776,31.377333,12
146792,64.11633,99
146804,6.463,9
146820,17.141336,24
146824,10.340668,12
146856,4.5509996,13
146872,4.321,13
146876,-1.5883335,5
146888,18.184664,24
146892,6.2690005,17
146892,1.0616665,5
146904,-0.8143332,7
146928,6.2730002,9
146932,26.328999,7
146948,8.3046665,14
146968,0.983,9
146972,3.0103335,11
147024,39.176334,19
147044,16.206333,39
147084,11.089668,29
147104,1.4516672,15
147120,12.955668,37
147124,27.285,5
147148,1.9790003,7
147156,29.556,8
147156,12.271002,33
147180,38.59467,24
147184,0.28233337,7
147184,-1.9036667,9
147212,28.869,7
147212,3.466,8
147240,0.9823332,7
147268,5.3980002,14
147276,43.377663,23
147296,0.485,5
147300,9.038334,15
147304,4.4596667,9
147348,29.830666,12
147364,37.559002,17
147368,18.714334,53
147380,4.8630004,19
147416,5.9076667,13
147424,4.3303328,11
147436,33.570667,22
147452,1.969,7
147472,2.4750004,5
147500,2.649,7
147500,11.032001,16
147508,6.5676675,23
147520,26.244999,5
147536,28.129,7
147540,2.2716668,5
147544,6.947,11
147560,2.7219996,6
147560,30.744999,5
147584,37.66133,54
147604,24.958332,5
147640,41.41333,20
147676,27.979668,9
147676,8.322669,18
147696,-1.7250001,5
147704,21.122002,36
147724,29.308998,7
147724,62.12166,45
147744,-0.5083333,5
147768,7.178666,16
147772,2.8056667,7
147788,9.862669,28
147824,15.135002,25
147860,9.856002,18
147868,34.718334,25
147884,31.771667,15
147900,28.996668,10
147908,51.15133,34
147912,4.5023336,7
147928,3.3016667,5
147948,2.196333,9
147980,6.816,8
147984,9.028,14
148016,25.052332,37
148040,59.935005,35
148048,10.785334,16
148080,4.118333,25
148096,3.793333,20
148116,0.2783333,5
148152,14.588669,26
148156,18.642996,29
148176,0.34833336,5
148180,1.112333,7
148220,0.8399999,10
148228,12.889,37
148232,35.501335,14
148248,6.999001,7
148260,50.411995,36
148304,11.326,18
148308,12.870667,12
148336,12.76067,22
148348,29.887001,11
148368,3.0549998,5
148376,25.735668,37
148384,10.953002,19
148396,5.1289997,7
148416,13.243335,10
148428,5.8403335,11
148452,5.166333,9
148460,35.688667,16
148484,7.857999,14
148488,-0.47766685,7
148492,19.089666,39
148504,39.421,13
148520,29.093,9
148524,-0.010333419,9
148548,1.5123336,7
148572,12.72,20
148592,-0.64833355,5
148596,42.99767,23
148660,40.382668,28
148664,16.942333,17
148676,5.566,38
148680,47.017334,22
148688,-0.77133334,6
148712,5.0163336,9
148740,30.991001,13
148760,28.398335,5
148764,9.217669,13
148812,17.666,38
148824,18.205336,36
148856,1.5936668,11
148872,12.915666,27
148876,8.434333,13
148904,-0.42433333,7
148908,10.150999,13
148932,46.434334,43
148960,0.4056667,7
148960,6.738,14
148968,8.338333,15
148992,1.1726667,8
148996,27.629,7
149016,7.7013345,14
149024,26.582666,8
149032,27.819666,9
149044,-1.7176666,7
149052,17.311668,45
149052,25.404999,5
149116,7.208667,16
149144,20.474997,25
149168,6.8043327,13
149188,15.431332,34
149200,4.2760005,8
149208,45.06867,46
149232,9.063666,11
149252,-0.4383335,5
149256,6.6613336,14
149284,13.261666,35
149284,2.6526668,8
149352,15.672002,36
149364,8.973333,20
149380,5.2656665,7
149432,4.840999,13
149544,19.049335,28
149560,52.691994,76
149572,0.64900005,7
149576,46.49766,73
149588,-0.13100004,7
149596,0.16166651,5
149600,3.8756666,7
149604,28.216673,60
149616,27.792334,7
149628,1.1089998,7
149680,4.6410003,13
149700,16.03467,24
149720,10.1866665,10
149740,0.034999847,5
149748,26.622667,38
149764,20.262331,37
149768,-1.0583334,5
149776,2.7363336,9
149800,4.663,9
149804,31.359665,9
149824,12.097001,31
149836,30.092999,9
149856,9.701,13
149860,14.770332,21
149892,6.369666,9
149896,13.669334,18
149896,33.981667,15
149904,6.190334,11
149916,28.744999,5
149932,4.979667,9
149956,4.1686664,6
149964,1.8673335,12
149988,7.994666,24
149988,14.260336,21
150008,3.0749998,5
150044,34.40667,20
150056,10.525002,25
150068,2.4653332,6
150112,8.358002,14
150164,15.756336,39
150164,21.868,24
150192,2.4723332,7
150208,2.970333,11
150216,8.592003,26
150220,28.089,7
150228,-1.5816667,5
150228,37.006657,60
150268,2.1506662,12
150276,30.194,12
150316,20.091671,25
150332,10.775334,16
150388,31.106,18
150388,15.796001,28
150416,5.2889996,7
150444,2.6523333,7
150464,35.87634,59
150468,6.393334,20
150476,2.0593336,8
150500,5.796334,9
150500,6.818667,6
150520,2.6083333,5
150520,8.764334,13
150540,1.2850001,5
150564,3.4786668,16
150576,9.261335,14
150580,8.166667,10
150616,9.224334,13
150644,11.188669,16
150652,11.733001,19
150676,55.92533,86
150684,3.139,17
150696,4.1983333,5
150720,6.7656665,17
150732,-0.9803333,9
150760,1.7389998,7
150780,25.911667,5
150836,23.499666,29
150840,33.633,49
150852,10.489334,18
150868,3.839,7
150868,-0.59733295,8
150872,25.978333,5
150880,50.716335,49
150888,1.8983331,5
150892,-0.72166663,5
150904,29.926332,9
150908,1.439,7
150920,4.6423335,7
150940,26.358334,5
150940,0.0026667118,8
150960,3.896,18
150972,3.7390003,17
150980,1.6250002,5
150992,-0.6916667,5
151012,-1.4549999,5
151044,2.5960002,8
151064,19.953669,31
151092,1.7090001,7
151148,7.5546665,14
151148,29.800667,52
151152,34.177666,43
151180,26.609,7
151204,58.506668,40
151208,1.2089999,7
151216,6.7889996,17
151224,1.3849998,5
151252,33.55033,11
151260,5.6403327,11
151272,1.6716669,5
151304,3.6603332,11
151324,-1.3783333,5
151332,5.2316666,15
151356,19.421001,33
151372,45.965332,56
151428,7.2280006,14
151440,5.7036667,21
151448,44.693665,31
151456,8.730333,31
151456,5.9056673,7
151468,27.411667,5
151504,33.248665,16
151508,30.831,13
151528,10.472668,18
151536,13.262337,17
151540,2.6563334,9
151560,0.47266674,8
151576,31.492332,17
151580,28.407,11
151612,31.112999,9
151620,3.0966668,10
151644,4.5093336,8
151648,41.927334,22
151652,3.9126668,8
151692,4.057,11
151696,5.7876663,13
151724,2.4456666,7
151732,44.039333,48
151736,7.923667,21
151764,6.689333,18
151772,6.5429997,9
151780,10.158,14
151788,10.288,14
151792,0.635,5
151800,30.703,9
151848,2.0680003,14
151852,9.237667,13
151872,3.7816665,5
151880,25.629333,8
151932,6.9343333,13
151948,5.999666,19
151952,51.501,43
152016,8.448668,16
152016,35.375668,17
152028,36.73467,24
152048,26.531666,5
152052,5.629667,9
152056,9.326667,10
152064,44.89633,69
152084,1.1226667,8
152096,-0.52666676,10
152124,8.989665,19
152144,32.208332,15
152168,8.950335,11
152188,10.571,23
152220,3.707667,13
152224,3.0796669,9
152244,14.671666,25
152272,1.6509998,13
152276,32.167667,13
152300,27.825666,7
152336,34.302666,68
152348,8.259334,18
152352,15.775669,27
152384,-0.097,9
152404,34.074333,13
152416,0.10599995,8
152432,-0.024333328,7
152452,46.819336,38
152452,16.043003,29
152488,2.6096666,9
152492,7.3483343,15
152496,7.1933327,20
152508,4.8880005,14
152536,8.070001,10
152540,31.697666,13
152584,7.634,12
152612,25.755667,7
152652,15.830003,40
152672,2.9916668,5
152692,-0.97500014,5
152700,28.313332,40
152740,63.569336,58
152748,8.264,12
152768,0.38833344,5
152792,6.3809996,13
152792,20.414997,25
152812,27.463333,50
152820,7.1076674,13
152844,6.7610006,13
152848,28.695667,7
152852,1.3166668,10
152856,38.752,16
152916,11.105669,17
152916,5.222,16
152936,2.795,5
152952,39.884666,24
152964,22.536667,30
152980,4.119,7
153000,7.3919997,16
153008,7.3003335,11
153012,32.256,8
153028,2.6156664,7
153080,35.739,17
153088,23.370998,43
153088,9.805001,15
153116,1.713,9
153128,17.630001,30
153132,6.7503333,11
153168,2.2329998,9
153172,11.038002,14
153200,6.306,18
153280,10.840002,20
153284,10.909666,29
153380,14.404669,24
153400,39.99599,78
153408,12.774,32
153416,42.437,61
153416,2.4596663,9
153428,26.631666,5
153436,0.42499995,5
153448,9.320667,12
153448,25.778334,5
153468,0.019333363,8
153468,1.0116665,5
153492,7.505334,6
153536,30.517,11
153540,43.037003,31
153548,11.710002,20
153548,13.121667,25
153568,27.008999,7
153576,6.1400003,10
153584,28.586334,9
153600,5.2276664,13
153616,7.4606667,12
153628,28.630333,11
153672,33.628,14
153692,18.832,16
153692,0.44500005,5
153744,5.3409996,13
153780,28.977,51
153784,26.838665,46
153804,4.4386663,6
153804,14.892667,28
153856,33.194332,13
153876,16.924332,33
153896,8.947668,23
153908,2.5743332,13
153912,16.670664,32
153916,3.7450001,5
153940,-3.158,6
153984,14.303001,19
153992,14.476332,29
154004,4.655,5
154012,1.748333,5
154012,16.711668,25
154032,-1.8583332,5
154040,2.9556665,7
154060,0.4083333,5
154064,1.2483335,15
154076,5.7436666,11
154096,4.249667,9
154116,25.378334,5
154156,13.356668,20
154172,4.218,14
154204,15.214999,35
154232,1.949,7
154252,44.666,78
154252,3.6000009,20
154260,6.492,26
154276,1.3836668,11
154296,6.713,9
154304,28.249,7
154324,0.23233342,7
154328,2.5153337,6
154352,0.7623334,7
154360,11.712336,27
154380,27.631666,5
154380,3.0176668,13
154384,7.9143324,33
154432,3.2543335,13
154440,5.885,15
154460,1.2083333,5
154468,-0.38366663,9
154476,14.701002,23
154496,21.945332,36
154512,3.0870004,11
154516,2.9816668,5
154528,9.929,17
154556,-0.08433318,7
154604,17.380669,32
154612,9.145002,25
154612,6.567999,24
154644,28.896,8
154664,6.375,15
154672,27.929,7
154688,0.37199998,6
154700,0.549,7
154716,38.065334,26
154720,26.111668,5
154772,-0.4920001,14
154800,1.6856666,7
154804,45.407314,62
154872,9.996,18
154908,13.165334,26
154932,4.4483333,15
154948,66.98834,65
154980,35.826,18
155044,20.361336,24
155088,32.976334,39
155156,9.772332,17
155160,20.80967,29
155168,70.34066,112
155188,25.471666,5
155208,4.6643343,13
155208,-0.84833336,5
155228,44.035667,17
155232,75.641,63
155272,6.212,16
155272,28.700333,11
155312,9.368666,26
155316,6.963666,11
155316,34.906998,21
155336,-1.2083333,5
155336,27.291666,5
155380,9.175668,17
155400,0.2016666,5
155408,14.632668,18
155428,3.195667,7
155456,29.857334,12
155468,20.927664,33
155488,68.211334,54
155508,0.8216668,5
155540,1.3893331,18
155540,4.686,8
155576,23.849003,37
155580,3.6666663,10
155588,8.744,12
155608,6.622667,38
155608,-0.50166667,5
155644,9.859001,17
155660,4.477667,13
155700,33.71467,14
155736,14.320665,32
155800,11.601668,25
155812,42.829327,58
155820,39.923668,21
155820,47.89,40
155852,8.174334,13
155864,3.2536669,11
155864,30.683666,11
155892,2.5823333,7
155904,4.636666,10
155920,2.499,7
155928,46.513,29
155932,40.753334,20
155940,0.7650001,5
155948,24.798332,5
155968,-0.9243333,7
155972,10.632333,17
155984,5.0463333,9
155996,7.785667,7
156000,1.8290002,7
156020,12.880669,22
156024,7.125667,7
156052,4.3323336,17
156056,4.279667,9
156088,3.9359999,8
156100,4.817333,12
156116,1.109,7
156128,3.1619992,26
156140,6.68,10
156144,1.6223333,7
156148,19.812338,37
156160,1.391667,5
156164,26.311666,5
156164,-0.11366677,9
156176,1.9790001,7
156232,7.141333,14
156236,7.1196675,19
156256,9.267666,23
156272,10.308999,27
156336,7.1199994,20
156340,13.242001,26
156368,10.151334,24
156384,0.5336666,11
156400,0.09266657,8
156428,1.3956666,7
156472,6.903667,11
156472,8.360666,22
156476,37.26367,61
156496,25.358334,5
156500,33.98367,41
156512,0.47666675,10
156524,3.4123328,7
156548,2.2463331,9
156552,26.795666,7
156552,4.751,13
156564,45.194336,23
156624,-2.8383334,15
156624,37.106335,19
156636,36.18367,21
156648,37.121334,24
156652,3.4023333,7
156656,25.898333,5
156688,7.4220014,16
156708,6.304999,15
156732,18.873,19
156752,6.4436674,11
156760,22.332335,27
156820,14.127335,22
156820,35.418335,15
156836,36.225666,37
156856,26.785,5
156876,30.243666,31
156876,32.864666,14
156884,32.872,16
156916,7.7283335,15
156956,14.863334,20
156960,37.947,21
156972,42.110664,22
156976,-1.3016667,5
156980,8.622,16
157024,4.820667,12
157044,31.467,21
157060,8.014,22
157096,42.24633,29
157108,5.7786665,16
157112,11.9140005,22
157116,26.738333,5
157164,1.7440001,12
157164,35.037666,13
157184,7.2829995,19
157188,3.708667,6
157212,29.562332,7
157240,49.348335,45
157252,0.24333334,10
157268,40.508667,26
157272,5.997,21
157280,3.3123333,7
157308,0.005666733,7
157312,30.790333,11
157324,32.784332,13
157352,3.7103329,11
157360,4.5030003,9
157372,4.5383325,15
157372,0.50166667,5
157376,43.791336,34
157380,26.818333,5
157416,3.5003338,11
157424,33.507668,13
157452,29.192999,9
157452,2.819,7
157464,7.0936666,21
157480,44.818665,26
157484,4.0826664,8
157512,3.3493333,8
157524,36.21167,15
157536,9.123669,21
157540,2.0223334,7
157544,1.6116666,5
157556,11.436,18
157560,25.738333,5
157624,13.226666,20
157684,10.970672,32
157688,34.417336,32
157704,23.95067,42
157720,8.358,24
157724,5.509667,9
157736,9.154335,13
157752,29.435667,7
157756,32.021,13
157772,2.0696669,9
157776,2.1516666,5
157796,6.1429996,19
157812,5.2766666,10
157824,8.754001,12
157824,4.816,18
157836,5.302,6
157852,10.081335,14
157856,-1.6283333,5
157872,6.333999,12
157908,33.321,13
157908,0.036333084,9
157928,0.375,5
157936,3.8023329,7
157956,3.1816666,5
157972,19.209002,37
157992,26.451666,5
158000,7.2926664,18
158008,4.681,13
158012,19.436665,40
158028,-1.247,9
158048,6.0249996,5
158056,7.8769994,11
158084,13.653002,19
158104,1.5749999,5
158112,3.771334,14
158140,12.171001,23
158188,4.3336663,21
158196,40.672997,49
158204,4.437667,23
158224,2.1489997,7
158260,35.836,18
158260,5.7863336,9
158276,20.494665,34
158280,1.3683331,5
158288,29.609,7
158332,29.460333,11
158332,4.851,13
158340,4.4886665,16
158352,-1.3083332,5
158376,3.1069999,11
158392,2.7099998,10
158420,9.573335,20
158424,5.196,8
158424,24.304996,55
158432,11.128,14
158452,29.442333,7
158456,1.5053333,6
158464,-0.113333225,10
158464,6.9736676,11
158508,7.078001,14
158528,2.4120002,16
158544,39.22,20
158556,1.699,7
158584,-2.0843334,7
158592,37.130333,21
158620,3.183,9
158656,24.686668,50
158672,9.680668,32
158672,12.336666,20
158676,5.1979995,14
158692,0.22833335,5
158712,9.781335,14
158712,3.8163335,9
158740,34.312332,17
158748,1.6929996,9
158760,0.23833346,5
158780,28.436,8
158808,29.962334,7
158820,1.9740005,32
158820,7.7150006,15
158856,29.749666,9
158876,20.677004,41
158912,17.232004,26
158916,26.953333,10
158928,9.679001,27
158968,16.425999,28
159004,8.004002,22
159036,38.009,27
159036,10.195669,17
159048,15.804669,34
159096,7.9916673,15
159124,7.6863337,19
159136,21.975002,25
159148,7.1809998,13
159164,51.969994,40
159164,0.22900009,7
159204,10.940001,20
159212,31.044,12
159232,25.722332,7
159232,12.135667,17
159236,24.852,6
159268,7.4396667,9
159280,7.5169997,11
159292,3.2283335,15
159360,7.63,20
159364,10.218,24
159396,9.283,9
159416,33.407665,13
159416,30.289001,67
159420,20.894003,32
159444,5.0589995,7
159464,8.920669,12
159472,2.3856666,7
159492,13.994669,24
159520,3.5506668,12
159580,23.306665,40
159584,6.3243327,23
159620,1.3296667,9
159632,34.124336,13
159664,1.3403333,11
159692,0.7723334,7
159704,7.7426662,18
159720,28.922333,7
159728,67.39867,66
159756,6.031,13
159760,32.889996,60
159764,3.767,11
159772,29.477001,11
159780,-0.6583333,5
159796,2.6753335,6
159800,2.056333,9
159824,1.0223334,7
159844,32.675335,16
159892,5.465666,17
159900,7.184667,14
159904,10.412001,26
159936,31.519667,9
159944,4.3033333,10
159960,23.027008,51
159964,-2.105,5
159972,4.0199995,20
159980,-1.2783334,5
160008,6.210334,11
160032,4.2609997,13
160036,-1.1776665,7
160060,2.0053334,6
160068,4.308,24
160092,41.671665,15
160112,4.1936665,11
160140,7.874,12
160172,3.1359997,8
160196,2.608667,6
160196,27.944996,65
160212,15.396,38
160216,-0.038333416,5
160256,5.0870004,11
160260,-3.4443336,37
160268,37.912666,18
160288,-3.2043333,7
160332,27.950333,11
160340,12.287,21
160348,49.481,33
160360,0.19233322,7
160364,6.4553328,6
160388,4.0953336,6
160388,-0.6576668,7
160396,7.6706667,12
160416,5.665,5
160432,3.8603334,11
160436,26.471666,5
160444,34.884666,14
160464,29.322334,7
160472,29.310339,51
160492,1.2956668,7
160528,4.0296664,9
160536,8.017666,23
160540,44.739,27
160576,17.051998,26
160576,-1.256,12
160600,34.635002,15
160612,27.299667,9
160648,5.7093334,18
160704,18.302002,26
160764,13.948336,15
160792,-0.007666588,7
160796,18.77233,37
160824,31.775665,7
160828,2.2830005,9
160848,1.6786668,6
160856,7.299,7
160880,23.529005,67
160884,27.283,9
160892,8.189667,9
160928,-0.43633342,11
160948,2.1046667,14
160956,28.125668,7
160976,68.38666,110
160984,9.666333,9
161004,2.0716667,5
161012,14.101,33
161032,29.729,7
161060,17.921999,26
161080,4.928333,5
161096,12.370003,30
161108,-0.4543333,7
161116,12.917001,21
161136,1.649,7
161140,3.1069999,11
161172,8.848001,14
161184,34.141,43
161204,35.692,16
161240,0.32299995,9
161264,9.117668,23
161304,14.1466675,30
161376,12.339334,18
161396,40.36833,65
161432,20.144001,42
161432,27.503,9
161476,28.529673,59
161508,14.589668,19
161528,41.979332,38
161536,7.1383333,15
161552,41.536667,30
161556,-0.81499994,5
161576,2.8716664,5
161588,29.772999,9
161616,18.297335,22
161624,18.613,29
161648,10.812666,18
161676,13.530668,22
161712,5.426333,9
161720,42.10533,26
161724,46.801666,25
161740,4.0083337,5
161740,8.457667,23
161752,3.1166663,10
161788,2.323,9
161804,5.4486656,16
161808,33.18567,17
161840,19.139664,29
161848,7.1370006,11
161864,40.973,19
161884,-0.5250002,5
161884,5.0603333,11
161912,7.8553324,16
161956,12.632333,37
161972,15.854,22
161972,41.317333,22
162008,4.183,9
162016,5.5003333,11
162036,0.72900033,7
162044,2.7223332,7
162056,50.305336,36
162056,40.331665,25
162092,7.203999,12
162100,-0.8596666,11
162104,14.589001,17
162120,-0.4583333,5
162132,-0.23433328,7
162144,1.9320002,6
162152,0.45499992,5
162156,36.60533,16
162172,0.038333297,5
162180,14.117003,31
162188,2.1669998,11
162208,33.49433,13
162208,6.6856666,7
162224,35.687668,13
162244,1.596333,9
162252,7.860333,11
162252,30.089,7
162272,33.12033,21
162276,7.0886664,6
162292,5.0839996,12
162300,-0.35766676,7
162312,5.383,9
162364,14.499332,18
162376,30.520332,31
162408,30.327,11
162412,18.55933,28
162420,13.872336,27
162428,26.285,5
162452,1.9593335,8
162504,3.007666,13
162516,37.248665,26
162548,27.933666,11
162592,38.803,19
162608,4.411667,15
162640,28.280996,53
162652,1.8283327,15
162688,8.190001,20
162708,0.59833336,5
162716,98.174995,85
162736,-2.701,7
162736,25.325,5
162760,18.063334,30
162764,14.92933,28
162772,31.553001,9
162772,9.686334,9
162816,1.3703332,11
162868,2.3643334,13
162868,9.062334,27
162876,17.932665,28
162880,12.939001,27
162904,2.8856664,7
162908,5.51,10
162936,2.685667,7
162940,3.2416668,15
162968,7.212667,8
162976,14.392669,18
162984,13.459669,29
163004,29.659666,9
163008,2.0653334,6
163024,13.230333,21
163028,2.0883334,5
163048,0.23833299,5
163076,29.342333,7
163124,11.288335,25
163128,3.084334,13
163132,12.924001,32
163156,14.621668,45
163156,27.562668,8
163160,6.685666,7
163172,0.5736667,11
163180,1.9016666,5
163184,28.828999,7
163208,0.92900014,7
163220,8.106334,9
163220,5.522,16
163228,2.3349998,5
163232,10.655,15
163288,35.815666,17
163308,10.410666,22
163328,2.5083334,5
163356,2.3789997,7
163356,8.992332,17
163364,23.967667,33
163384,0.59500015,5
163392,56.263664,41
163392,2.619667,9
163408,0.06100011,13
163412,3.909,7
163412,1.1183332,5
163436,0.84566665,7
163520,12.292333,27
163528,7.0109997,23
163544,9.707667,33
163556,47.700333,41
163576,-1.165,5
163584,2.4886665,16
163596,11.879003,17
163616,29.553333,10
163620,3.7086668,6
163624,6.0100007,20
163632,5.224,12
163636,5.3016663,5
163660,4.7790003,7
163660,32.33967,9
163668,11.160667,12
163672,0.31966662,9
163688,24.798332,5
163708,29.909664,9
163720,10.615002,15
163728,1.4883332,5
163756,4.4196663,9
163768,5.3399997,20
163812,6.483668,21
163832,18.867666,43
163832,2.448333,5
163832,8.743001,19
163836,15.185666,17
163860,4.232333,7
163876,-2.5196667,11
163900,-0.288,6
163916,1.101333,14
163936,17.052004,26
163976,8.025002,15
163984,10.4503355,21
164000,28.013664,41
164028,1.0756667,7
164048,6.425333,16
164060,4.8436675,21
164064,19.743998,32
164080,-0.43499994,5
164092,1.0223334,7
164108,27.625668,7
164108,14.003334,20
164136,5.4036665,11
164156,4.1306663,12
164156,-0.35833335,5
164168,7.8016667,15
164204,6.3873334,12
164232,10.312,16
164240,4.4296665,9
164288,2.3906665,12
164332,7.2269998,11
164332,15.761667,25
164340,40.101997,46
164344,44.061325,74
164352,3.6416664,5
164352,-1.1616666,5
164372,28.682333,7
164372,28.631666,5
164400,6.2583337,15
164404,13.011002,13
164420,1.6006668,12
164428,1.4156668,7
164456,7.714334,13
164472,8.090334,11
164476,1.2916667,5
164484,17.556002,28
164504,14.960334,21
164508,2.2020001,6
164544,5.656333,9
164556,8.053332,20
164564,4.288334,15
164592,4.877333,12
164600,-1.4669999,9
164612,27.185,5
164636,32.38367,41
164636,0.6619997,6
164640,4.436667,10
164656,-0.09833324,5
164660,3.8749998,5
164680,2.518333,5
164728,2.3973331,12
164744,18.792332,27
164756,41.955,25
164780,5.784333,13
164808,5.349,7
164848,29.59767,73
164852,3.593667,11
164868,2.3383334,5
164872,20.30067,32
164912,20.806332,39
164948,28.249666,9
165040,60.20233,47
165044,49.764328,43
165048,12.901669,25
165064,1.0016668,5
165076,0.88900006,7
165084,26.018333,5
165096,4.2883334,5
165108,4.265666,17
165116,-0.05733347,8
165124,1.8756667,7
165168,2.867,11
165168,7.6249995,15
165188,2.2216666,5
165204,7.367334,22
165216,-2.0143335,7
165220,4.974334,13
165268,43.24,100
165284,8.262333,17
165312,9.772336,27
165320,5.536333,9
165356,8.953001,9
165364,10.728,24
165392,3.2599993,20
165396,29.49,10
165420,6.7056665,7
165424,27.925667,7
165428,4.651999,16
165444,4.041666,5
165460,6.009333,8
165488,1.1003337,11
165496,15.439665,69
165568,23.699003,37
165580,21.839998,30
165584,34.304,22
165612,1.7436671,11
165636,39.925667,37
165664,9.6310005,13
165696,29.009333,8
165700,28.089998,30
165716,26.751667,5
165716,23.234331,33
165720,3.453667,21
