#{"t_start": 1779917612.3172421, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-224.496327,74,0.012344
-399.237419,167,0.87734
-468.691644,103,1.525818
-339.622543,119,2.258269
-317.175769,122,3.004021
-287.591672,104,3.646851
-101.190416,230,5.058083
-500.706467,196,6.257059
-236.182743,112,6.943941
-258.965603,137,7.782944
-139.157365,118,8.50477
-246.231352,215,9.820161
-576.105223,180,10.921093
-225.101785,218,12.255913
-413.365685,174,13.321218
-284.326705,287,15.07569
-106.928666,1000,21.196777
-92.829879,1000,27.450871
-323.848061,777,32.212359
-53.141056,1000,38.406314
-18.984568,1000,44.537756
-78.96804,181,45.646423
-63.309411,1000,51.778693
-44.805687,255,53.350533
-316.857965,746,57.946552
-210.89805,495,60.991172
-118.347309,1000,67.124494
-178.29118,296,68.937888
-155.017288,1000,75.058681
-85.071542,1000,81.20351
-112.641458,1000,87.340178
-115.571959,1000,93.658981
-96.038246,1000,99.798126
-92.485652,1000,105.959603
-62.781971,1000,112.085236
-93.142585,1000,118.228431
-110.438618,1000,124.871703
-29.831497,1000,132.219298
-80.924674,1000,139.527708
-92.641403,1000,147.619938
-119.849048,1000,155.201413
-79.781398,1000,162.797011
-87.972005,1000,170.113621
-77.287461,1000,177.014073
-111.694902,1000,184.16905
-101.297922,1000,191.667567
-141.141582,1000,198.898058
-90.708776,1000,206.070371
-90.198024,1000,213.328875
-141.046011,1000,220.42931
-71.544057,1000,227.717031
-41.972608,258,229.635242
-52.471946,1000,236.540312
-75.28781,1000,243.426349
-86.098204,1000,249.764998
-59.101251,245,251.275109
-58.260165,1000,257.888874
-38.954273,1000,264.194081
-122.671666,1000,270.373109
-17.348271,1000,276.541044
-41.984579,1000,282.684044
-60.630079,1000,288.827689
-47.027419,1000,295.033969
-34.353346,1000,301.202175
-100.20765,1000,307.368089
-50.665282,1000,313.517616
-68.367354,1000,319.668759
-86.145139,1000,326.278603
