episode,reward,length,global_step
0,-159.658123,75,75
1,-322.777992,97,172
2,-300.85098,131,303
3,-426.085951,87,390
4,-394.499642,109,499
5,-154.369779,144,643
6,-340.988813,190,833
7,-223.743845,202,1035
8,-283.704141,205,1240
9,-160.566494,183,1423
10,-555.15246,239,1662
11,-266.993235,637,2299
12,-150.432029,286,2585
13,-153.145219,461,3046
14,-267.061683,425,3471
15,-52.012061,1000,4471
16,-48.699935,1000,5471
17,-64.834971,1000,6471
18,-114.172704,1000,7471
19,-67.783178,1000,8471
20,-207.000659,573,9044
21,-55.143861,602,9646
22,-74.313619,1000,10646
23,-61.044519,1000,11646
24,-42.912387,1000,12646
25,-77.705069,1000,13646
26,-80.699379,1000,14646
27,-125.71931,1000,15646
28,-89.864448,1000,16646
29,-77.903519,1000,17646
30,-129.201161,1000,18646
31,-114.59296,1000,19646
32,-96.526867,1000,20646
33,-131.703647,1000,21646
34,-107.226557,1000,22646
35,-25.167534,1000,23646
36,-35.146876,1000,24646
37,-28.583069,1000,25646
38,-46.938096,1000,26646
39,-39.842833,1000,27646
40,-87.790569,216,27862
41,-57.951637,1000,28862
42,-172.620554,970,29832
43,-69.892265,1000,30832
44,-133.679837,120,30952
45,-60.209959,1000,31952
46,-129.677745,146,32098
47,-55.389275,1000,33098
48,-96.151086,1000,34098
49,-65.51878,1000,35098
50,-94.840468,1000,36098
51,-134.272438,1000,37098
52,-136.152829,183,37281
53,-99.656699,1000,38281
54,-111.178625,1000,39281
55,-118.755914,1000,40281
56,-228.860993,734,41015
57,-38.801592,1000,42015
58,-73.078476,1000,43015
59,-18.325842,1000,44015
60,-52.085823,1000,45015
61,-33.642498,1000,46015
62,-106.63516,1000,47015
63,-55.857056,1000,48015
64,-99.762057,1000,49015
