#{"t_start": 1779908062.237992, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-272.137824,166,0.19815
-205.774957,94,0.463622
-332.281765,91,0.721689
-567.970194,289,1.535758
-90.771543,134,1.91264
-479.747714,221,2.53231
-172.078067,98,2.809832
-132.178801,268,3.561516
-221.964894,187,4.086694
-237.906228,274,4.855335
-236.236576,878,7.332026
-106.17419,180,7.838632
-161.107789,614,9.56279
-144.179034,269,10.317999
-360.444645,959,13.012603
-115.260166,239,13.686573
-168.450623,183,14.200916
-230.836461,377,15.259503
-63.433988,376,16.317135
-112.078465,221,16.937411
-104.081914,1000,19.74764
-167.633802,330,20.675075
-89.746775,1000,23.493284
-62.986503,1000,26.32676
-174.879257,330,27.266048
-48.184296,449,28.538885
-250.496475,334,29.482095
161.536928,804,31.75829
-85.842097,1000,34.581281
-12.877145,1000,37.413464
-42.770636,1000,40.239608
-37.183365,1000,43.064705
-48.306245,1000,45.886339
-47.995865,1000,48.717473
-72.304543,1000,51.546102
-61.783729,1000,54.405234
-92.78232,1000,57.239762
-120.635648,1000,60.068566
-12.745008,290,60.890692
-55.474506,1000,63.718453
-87.113471,1000,66.545302
-15.418189,1000,69.378197
-8.134684,1000,72.207351
-83.871011,471,73.540781
-136.910702,1000,76.363526
-35.077715,1000,79.18898
-83.419686,1000,82.016089
5.246885,1000,84.844591
-79.773223,72,85.048906
-26.429882,1000,87.917784
-15.632385,1000,90.756252
-172.292192,1000,93.604636
-106.540867,1000,96.437523
-45.376056,1000,99.30048
14.891548,1000,102.141362
10.692722,1000,104.973683
4.78675,1000,107.806983
7.703778,1000,110.636707
-10.833109,1000,113.470376
14.121192,1000,116.309543
175.139703,536,117.827305
-8.00607,1000,120.65276
134.491616,1000,123.487948
151.147232,756,125.63161
219.897874,334,126.578856
220.8473,540,128.109939
159.066383,950,130.810691
19.085656,1000,133.640612
150.691048,792,135.886263
-49.483301,124,136.238561
194.729244,532,137.749966
228.962733,376,138.816626
