episode,reward,length,global_step
0,-272.137824,166,166
1,-205.774957,94,260
2,-332.281765,91,351
3,-567.970194,289,640
4,-90.771543,134,774
5,-479.747714,221,995
6,-172.078067,98,1093
7,-132.178801,268,1361
8,-221.964894,187,1548
9,-237.906228,274,1822
10,-236.236576,878,2700
11,-106.17419,180,2880
12,-161.107789,614,3494
13,-144.179034,269,3763
14,-360.444645,959,4722
15,-115.260166,239,4961
16,-168.450623,183,5144
17,-230.836461,377,5521
18,-63.433988,376,5897
19,-112.078465,221,6118
20,-104.081914,1000,7118
21,-167.633802,330,7448
22,-89.746775,1000,8448
23,-62.986503,1000,9448
24,-174.879257,330,9778
25,-48.184296,449,10227
26,-250.496475,334,10561
27,161.536928,804,11365
28,-85.842097,1000,12365
29,-12.877145,1000,13365
30,-42.770636,1000,14365
31,-37.183365,1000,15365
32,-48.306245,1000,16365
33,-47.995865,1000,17365
34,-72.304543,1000,18365
35,-61.783729,1000,19365
36,-92.78232,1000,20365
37,-120.635648,1000,21365
38,-12.745008,290,21655
39,-55.474506,1000,22655
40,-87.113471,1000,23655
41,-15.418189,1000,24655
42,-8.134684,1000,25655
43,-83.871011,471,26126
44,-136.910702,1000,27126
45,-35.077715,1000,28126
46,-83.419686,1000,29126
47,5.246885,1000,30126
48,-79.773223,72,30198
49,-26.429882,1000,31198
50,-15.632385,1000,32198
51,-172.292192,1000,33198
52,-106.540867,1000,34198
53,-45.376056,1000,35198
54,14.891548,1000,36198
55,10.692722,1000,37198
56,4.78675,1000,38198
57,7.703778,1000,39198
58,-10.833109,1000,40198
59,14.121192,1000,41198
60,175.139703,536,41734
61,-8.00607,1000,42734
62,134.491616,1000,43734
63,151.147232,756,44490
64,219.897874,334,44824
65,220.8473,540,45364
66,159.066383,950,46314
67,19.085656,1000,47314
68,150.691048,792,48106
69,-49.483301,124,48230
70,194.729244,532,48762
71,228.962733,376,49138
