#{"t_start": 1779983636.54078, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-160.542236,124,0.169597
-446.195028,135,1.064197
-496.285794,108,1.78234
-428.361664,96,2.420535
-625.313979,177,3.598489
-83.863807,195,4.893972
-72.441409,114,5.652585
-123.688053,195,6.945072
-276.457653,207,8.322115
-52.985117,349,10.657234
-187.706122,285,12.548807
-351.280782,847,18.177857
-84.782244,1000,24.822939
-56.446294,1000,31.47661
-96.175257,1000,38.123242
-67.829422,1000,44.771621
-104.265211,1000,51.425574
-57.998495,100,52.086785
-18.565594,1000,58.74078
11.916854,1000,65.394243
-25.251555,1000,72.127452
-49.928693,1000,78.760088
-29.45366,1000,85.434918
-111.294796,1000,92.090882
-24.566836,478,95.271011
2.068184,1000,101.926135
-56.379841,1000,108.583616
35.718434,115,109.34865
121.803062,740,114.273936
106.000452,698,118.921757
-28.214776,1000,125.602228
241.684629,146,126.574219
-287.631306,211,127.98007
-88.02607,94,128.605169
-50.049693,1000,135.267271
16.908488,266,137.037505
251.63451,520,140.503878
-50.936829,83,141.089942
294.242126,265,142.860651
280.412693,210,144.271577
227.090754,363,146.695679
-21.713616,137,147.626615
191.747691,465,150.723839
-145.449342,286,152.632489
178.000524,608,156.684033
239.807594,333,158.909281
245.285362,276,160.750822
187.797562,624,164.903675
204.584707,577,168.779114
179.091067,717,173.552592
163.96342,671,178.019659
23.449597,271,179.825771
-72.085809,585,183.765663
242.551614,412,186.511701
267.37495,327,188.694349
-26.538064,272,190.512344
220.086652,413,193.28059
254.355564,370,195.746574
50.76443,200,197.096872
-316.476877,393,199.716283
-13.896884,1000,206.406426
210.086141,459,209.473362
51.470565,183,210.694154
118.234248,969,217.176524
277.310943,231,218.723304
225.28858,436,221.638244
-8.829216,136,222.552925
263.704747,239,224.14659
69.49948,203,225.494867
-296.447187,506,228.869429
201.804548,271,230.675409
-130.124167,889,236.62219
124.238524,668,241.090893
60.309209,1000,247.776279
254.907018,241,249.386591
-21.799196,457,252.435622
105.580118,1000,259.14309
236.44636,716,263.935192
-38.297155,1000,270.604333
292.01312,231,272.150426
218.100498,375,274.654184
181.754702,425,277.508917
301.97048,247,279.153047
239.797832,214,280.586233
230.326528,298,282.571528
247.429822,169,283.694213
236.954963,252,285.371595
259.405968,187,286.622092
-25.712296,266,288.397203
260.657206,248,290.049717
274.665098,406,292.761032
19.168372,1000,299.454712
-65.625451,302,301.470314
217.912382,402,304.152925
30.489996,113,304.907253
201.900661,450,307.91856
261.295567,171,309.058118
45.20805,119,309.854347
215.085731,453,312.873942
-6.76135,1000,319.549905
158.312644,587,323.475922
-405.661149,374,325.976778
254.050954,180,327.17914
276.969839,247,328.827507
228.888912,181,330.033845
248.785363,197,331.349988
-19.51803,1000,338.031792
266.523683,348,340.354926
47.992412,125,341.186325
111.908164,1000,347.862591
44.937344,116,348.638961
252.294116,245,350.273628
27.918403,142,351.21881
257.281928,167,352.335197
-299.999314,854,358.040435
233.309931,540,361.646383
283.24093,177,362.82679
286.581108,194,364.127189
-15.962577,1000,370.79838
-368.149686,608,374.852765
-77.303102,1000,381.508537
277.599305,296,383.484998
-175.43988,483,386.720595
263.787629,213,388.137506
212.257195,229,389.66746
234.72366,472,392.815551
284.330173,179,394.010886
226.760172,198,395.335526
191.027622,719,400.153478
256.502993,356,402.532145
272.610845,208,403.917668
248.927863,225,405.412409
275.30644,188,406.666055
273.488459,220,408.133527
-19.54595,1000,414.803486
243.180909,317,416.927082
288.100053,184,418.150242
19.983623,1000,424.829828
255.537,337,427.085546
239.709437,177,428.266864
227.638323,193,429.557649
8.02352,215,430.992355
236.988711,188,432.24879
237.905863,304,434.274072
285.347227,203,435.625352
280.050423,809,441.046861
197.441135,702,445.747211
267.975177,223,447.234069
300.106142,222,448.714375
245.508579,198,450.034151
237.406164,176,451.213061
225.5525,365,453.644832
210.566244,491,456.939339
290.591862,230,458.476811
307.867575,239,460.078136
216.053493,320,462.212681
193.587524,553,465.899376
236.222927,226,467.40674
188.981664,771,472.610737
183.551977,665,477.107557
-31.035006,1000,483.804296
237.156526,223,485.299495
312.68837,282,487.184279
267.704001,211,488.589704
1.693504,1000,495.263131
296.283608,214,496.714065
1.984965,1000,503.39461
258.362277,256,505.111271
307.510945,253,506.802823
-22.502746,1000,513.476813
269.882548,390,516.080362
249.707896,212,517.510071
-39.169699,1000,524.180064
216.206034,373,526.666679
281.592583,185,527.899713
171.526282,361,530.310237
298.91008,214,531.735712
255.418609,215,533.173234
170.510315,615,537.327749
263.576861,204,538.691254
202.123752,478,541.888742
265.18758,205,543.261323
284.674156,222,544.744305
281.132346,210,546.149438
242.170711,248,547.809781
248.332583,268,549.598753
290.684776,196,550.905817
283.606162,342,553.177038
204.184607,594,557.152359
278.459648,208,558.54251
242.167551,248,560.197786
249.16746,220,561.661769
244.39605,246,563.303827
253.622563,228,564.83199
230.97347,264,566.590844
283.813208,292,568.538735
263.396768,229,570.068275
247.481273,251,571.747033
239.570525,437,574.66307
250.451328,215,576.099772
31.522215,1000,582.795058
266.550487,314,584.883839
265.991615,270,586.686169
281.567439,309,588.747801
284.083546,226,590.254539
271.002206,272,592.07182
284.560766,236,593.643762
266.748041,192,594.931593
262.34265,264,596.70665
197.722156,849,602.357297
272.484094,201,603.701763
265.77829,208,605.094769
241.784145,406,607.805028
303.980886,234,609.371431
264.929918,284,611.268661
274.199489,217,612.714881
258.492597,272,614.527423
287.593546,259,616.260166
265.798569,227,617.791687
219.166748,304,619.814377
271.253574,315,621.912526
306.520837,237,623.493326
275.960123,200,624.836476
273.323938,333,627.061458
246.688723,268,628.863289
277.79949,256,630.567895
282.238612,323,632.72246
256.711826,234,634.280723
264.425361,244,635.909604
255.467301,271,637.737254
264.59498,231,639.279753
260.66654,239,640.871512
273.544528,234,642.433766
252.654774,239,644.034785
268.96904,259,645.763961
255.229101,265,647.532854
268.446698,230,649.058826
303.473544,318,651.183351
285.100777,259,652.914915
304.115048,297,654.901251
233.015792,231,656.445992
292.030782,270,658.263554
250.611258,252,659.938701
238.469105,236,661.522312
270.911751,314,663.62006
292.970512,258,665.342733
265.790444,193,666.629834
268.230709,209,668.021514
273.408582,216,669.543931
281.156157,242,671.167739
263.543713,224,672.662898
253.908108,210,674.067712
263.059986,210,675.464287
246.776794,233,677.00736
230.452178,277,678.849353
274.820503,233,680.407418
305.665202,153,681.427109
302.943395,220,682.897566
295.078445,242,684.520106
250.051036,226,686.034183
273.358202,240,687.638748
307.767207,264,689.400739
270.264593,254,691.098844
301.221216,273,692.91965
246.362451,211,694.323014
293.206785,244,695.952205
226.214821,253,697.658724
251.369173,206,699.035574
157.390547,785,704.278235
241.981967,195,705.581053
284.353351,300,707.584853
273.91194,270,709.379231
274.521012,263,711.132112
209.860998,457,714.192945
287.972683,219,715.652663
266.466337,192,716.954432
292.9308,199,718.284075
273.956768,200,719.618005
238.091837,193,720.910067
168.367669,633,725.143531
117.810754,1000,731.828965
251.973472,234,733.390012
258.514853,197,734.703079
289.174843,196,736.013042
288.66374,240,737.636545
305.554979,226,739.142506
284.23863,180,740.345139
231.356911,257,742.061412
303.655172,213,743.482778
265.061429,209,744.893954
299.570505,218,746.355131
248.130749,184,747.577081
-59.218429,1000,754.25987
305.16116,255,755.962513
275.792202,261,757.717009
256.86718,183,758.93992
280.066688,209,760.332818
299.896558,193,761.627654
296.964425,248,763.283622
262.421977,200,764.6144
274.39864,232,766.165803
282.625113,232,767.720284
261.374094,176,768.891025
263.707852,222,770.371727
297.906994,257,772.086139
260.240411,189,773.343778
258.008166,219,774.813
240.728023,197,776.131867
287.998691,234,777.735904
281.300301,183,778.963438
281.849997,181,780.170995
250.867075,223,781.659278
282.398305,201,783.004946
285.141242,228,784.531549
311.154788,206,785.90317
289.54183,158,786.961143
290.387462,260,788.692877
304.547053,216,790.13509
278.352677,226,791.644767
248.868222,242,793.264551
292.436869,161,794.336922
285.055606,210,795.737479
289.076515,216,797.190887
255.638332,185,798.42263
263.732813,167,799.537637
268.153969,245,801.170542
282.258016,184,802.404859
295.480962,218,803.865362
267.799841,181,805.073409
281.420561,321,807.213939
-37.22848,1000,813.891676
248.885663,199,815.219129
275.952287,239,816.821955
244.517887,594,820.784606
256.788171,677,825.309313
295.156467,266,827.084106
262.542939,177,828.265682
293.58719,256,829.974095
281.095183,221,831.44602
276.694357,222,832.92356
271.546664,216,834.372801
280.415365,187,835.615571
302.389867,197,836.953212
267.139041,292,838.904269
279.138447,225,840.40919
256.026711,493,843.73467
249.564412,198,845.062872
262.60265,209,846.458045
276.012789,212,847.868241
294.291943,267,849.655876
257.500794,180,850.858399
