episode,reward,length,global_step
0,-178.806852,120,120
1,-442.792695,118,238
2,-110.884613,77,315
3,-135.510019,81,396
4,-223.228975,84,480
5,-70.411063,102,582
6,-334.850976,125,707
7,-290.819823,179,886
8,-418.094568,102,988
9,-410.378412,167,1155
10,-307.982514,97,1252
11,-309.147063,160,1412
12,-48.922231,104,1516
13,-245.825145,162,1678
14,-395.675686,103,1781
15,-124.234348,169,1950
16,-286.048081,147,2097
17,18.329816,214,2311
18,-164.643097,174,2485
19,-274.445428,177,2662
20,-328.829461,389,3051
21,-175.25451,278,3329
22,-232.314571,587,3916
23,-109.020259,248,4164
24,-169.233734,634,4798
25,-101.572273,408,5206
26,-102.71115,297,5503
27,-226.047139,479,5982
28,-30.050919,1000,6982
29,-160.476236,405,7387
30,-209.613563,314,7701
31,-253.517771,468,8169
32,-251.0053,966,9135
33,-266.528593,530,9665
34,-135.559812,447,10112
35,-108.118385,1000,11112
36,-390.874574,793,11905
37,-394.293678,822,12727
38,-98.908912,368,13095
39,-165.084827,478,13573
40,-129.173537,434,14007
41,-160.222287,622,14629
42,-175.013168,495,15124
43,-70.012601,315,15439
44,-177.435596,534,15973
45,-160.63665,761,16734
46,-149.316792,1000,17734
47,-83.099165,1000,18734
48,-25.981507,1000,19734
49,-45.079004,1000,20734
50,-25.237808,1000,21734
51,-48.889747,1000,22734
52,2.60181,1000,23734
53,-0.996975,1000,24734
54,-44.978549,1000,25734
55,-53.539599,1000,26734
56,-40.845952,1000,27734
57,5.866203,1000,28734
58,-33.496405,1000,29734
59,-27.881849,1000,30734
60,31.393345,1000,31734
61,-117.080003,1000,32734
62,-75.761884,1000,33734
63,-82.750479,1000,34734
64,9.337032,1000,35734
65,-66.481429,1000,36734
66,-105.781216,1000,37734
67,-51.145834,1000,38734
68,-79.619653,1000,39734
69,-105.937735,1000,40734
70,-44.910101,1000,41734
71,-40.994842,1000,42734
72,17.340128,1000,43734
73,-90.76301,317,44051
74,0.947456,1000,45051
75,-20.335806,1000,46051
76,-5.478776,1000,47051
77,-33.075182,1000,48051
78,-103.469372,514,48565
79,6.997061,1000,49565
