#{"t_start": 1779912262.466469, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-354.363661,147,0.097607
-110.196411,62,0.206464
-124.65064,54,0.302694
-483.993472,71,0.42715
-875.340824,103,0.608373
-142.980762,121,0.818415
-148.962843,58,0.919047
-78.916035,52,1.009462
-116.524463,102,1.187688
-295.577549,80,1.331581
-308.51935,80,1.474572
-93.902199,83,1.621866
-22.682386,125,1.839913
-83.446186,85,1.988259
-222.934655,112,2.186854
-176.291552,55,2.283814
-127.77257,101,2.460261
-95.929202,68,2.579248
-76.652997,126,2.798896
-345.496602,276,3.282407
-186.93966,518,4.197136
-45.103412,155,4.468605
-26.522066,181,4.785474
-412.087018,158,5.060072
-317.70857,125,5.277524
-444.21255,209,5.642103
-330.967043,162,5.924403
-242.508446,169,6.220166
-305.823292,271,6.694386
-183.217227,89,6.848211
-92.394008,104,7.028567
-146.243552,257,7.478566
-201.723965,298,8.060921
-118.344155,92,8.265799
-251.936975,254,8.736048
-145.539448,158,9.011718
-202.264343,88,9.166963
-186.695955,75,9.29818
-187.101077,186,9.622495
-204.285342,205,9.979962
-141.164189,76,10.114563
-215.179339,166,10.404275
-90.228132,91,10.562609
-199.512389,174,10.868641
-154.117367,151,11.133685
-242.314162,249,11.566504
-101.435438,59,11.670588
-180.436758,161,11.950405
-207.405828,166,12.240419
-232.569223,232,12.643642
258.169757,211,13.016105
-222.866976,210,13.383284
-266.556374,279,13.870817
-190.146861,98,14.04142
-172.983171,195,14.381853
-147.725178,176,14.691103
-30.245257,173,14.994982
-223.538889,128,15.220284
-198.601876,147,15.477867
-245.456518,179,15.791641
-163.243821,179,16.106462
-95.13627,159,16.387088
-327.246755,307,16.924696
-140.6866,307,17.466471
-278.076039,124,17.685203
-228.583185,99,17.859286
-472.723573,180,18.175508
-199.952063,97,18.345322
-256.769248,170,18.645153
-339.409281,318,19.205584
-257.869588,109,19.397196
-274.047482,144,19.65
-188.462472,117,19.85464
-195.873602,142,20.103967
-239.440072,179,20.419431
-65.648802,103,20.599371
-264.552745,180,20.916826
-185.278823,124,21.135338
-124.362522,206,21.498938
-224.346171,141,21.746933
-233.746223,194,22.087146
-128.65041,97,22.25747
-154.705966,144,22.508926
-160.999795,206,22.87176
-225.219811,207,23.236415
-188.710918,140,23.484002
-217.800312,188,23.813753
-177.534758,210,24.181862
-193.561903,267,24.646615
-212.202151,140,24.899112
-146.974754,100,25.078127
-108.152765,346,25.688456
-222.774224,116,25.895631
-165.225554,279,26.384797
-188.156238,108,26.575464
-186.154571,246,27.006352
-177.290119,88,27.161281
-159.081719,132,27.391944
-127.127558,94,27.555905
-139.576041,440,28.333727
-94.774884,328,28.919563
-84.245401,167,29.214325
-91.015973,151,29.481244
-125.967569,178,29.798639
-54.435652,199,30.149595
-163.540091,149,30.412227
-104.733851,609,31.485145
-174.595766,198,31.834203
-121.226547,145,32.089265
-111.466197,128,32.315566
-60.075205,250,32.753836
-115.341916,113,32.951123
-201.170413,222,33.340442
-194.119158,194,33.682022
