#{"t_start": 1779913606.841303, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-224.496327,74,0.014213
-182.591385,114,0.140892
-118.534922,54,0.21928
-121.416554,66,0.311602
-97.503019,57,0.390453
-141.03635,58,0.469772
-129.719246,62,0.554788
-119.060319,52,0.626276
-77.761972,66,0.716862
-122.917369,70,0.812903
-125.074259,86,0.930376
-52.327166,80,1.03976
-141.716431,67,1.131558
-148.20589,67,1.22321
-136.359915,71,1.3254
-126.871949,59,1.408169
-158.075571,76,1.515718
-96.133913,80,1.62603
-398.573097,72,1.725461
-488.805207,65,1.816151
-584.461267,85,1.933692
-678.018522,85,2.050632
-1281.91943,106,2.197201
-324.785014,66,2.289707
-328.477089,77,2.396199
-192.875308,81,2.507254
-337.921033,89,2.62982
-123.833827,65,2.718935
-250.742682,122,2.887196
-212.775403,91,3.012496
-216.77712,96,3.144132
-121.011402,63,3.230411
-179.833942,73,3.330354
-162.214355,75,3.43275
-143.838462,70,3.528809
-157.599179,66,3.619534
-123.882888,53,3.695452
-86.302136,54,3.769292
-71.55223,119,3.931658
-232.172144,191,4.195441
-132.666592,70,4.29154
-289.648656,120,4.459143
-203.832695,120,4.624505
-134.583508,95,4.754541
-290.128898,125,4.927044
-158.089236,80,5.037035
-78.696175,161,5.258644
-157.589167,114,5.416646
-50.681445,106,5.563715
-247.87417,106,5.710342
-203.158584,92,5.836944
-228.072524,126,6.010449
-334.052835,168,6.241929
-114.853577,118,6.404646
-196.362419,145,6.606491
-15.248157,107,6.753778
-231.686493,116,6.913094
-87.553232,190,7.174544
-278.548286,108,7.325354
-81.359988,74,7.427439
-147.654889,89,7.550206
-190.295244,88,7.671306
-99.280399,84,7.786733
-35.382233,137,7.97489
-141.719721,72,8.073907
-11.131601,134,8.257696
-18.319295,160,8.477712
-197.647012,198,8.752088
-210.51682,166,8.980095
-202.978704,90,9.103333
-145.454647,87,9.223027
-274.269561,295,9.627273
-122.875017,55,9.703216
-91.775349,85,9.819318
-132.589751,63,9.906118
-122.872272,71,10.003199
-41.71751,129,10.180813
-181.823867,109,10.330294
-142.564054,122,10.497188
-128.277657,101,10.635914
-111.835718,123,10.806753
-96.547678,187,11.064103
-155.86629,76,11.168808
-20.737673,98,11.303497
-140.9167,76,11.407881
-183.157363,88,11.529166
-162.430224,126,11.703839
9.973461,116,11.864599
-134.450256,76,11.969823
-147.024663,69,12.064796
-147.921155,116,12.224726
-214.385771,153,12.435485
223.731058,264,12.80112
-222.20506,88,12.923808
-173.855392,104,13.067807
-234.249814,137,13.258169
-135.15744,119,13.422687
-100.516288,110,13.574041
-105.017994,66,13.665192
-137.757547,110,13.816397
-131.291213,100,13.95461
-91.575609,171,14.189662
-77.744999,149,14.395636
-151.302292,126,14.569771
-76.366218,89,14.692548
-22.115258,104,14.836115
-108.61348,81,14.948292
-114.944345,75,15.05278
-108.055062,98,15.187713
-222.70938,83,15.302458
-139.288765,152,15.511939
-127.523149,68,15.605654
-98.846194,258,15.960826
-318.728455,146,16.162564
-236.215143,243,16.497345
-189.864656,426,17.082323
-109.916361,91,17.210022
-121.011651,68,17.303781
-120.16314,99,17.440087
-115.672412,75,17.543726
-136.071622,114,17.7007
-119.856375,146,17.901299
-328.389238,78,18.008615
-137.995574,69,18.103361
-118.4567,52,18.175194
-242.906398,161,18.396286
-112.698821,103,18.537833
-21.297935,160,18.758293
-253.440585,232,19.076511
-120.522714,153,19.288987
-101.713538,77,19.394986
-94.801422,136,19.582691
-170.370023,123,19.753006
-172.801704,131,19.93313
-444.036219,136,20.12006
-302.625885,201,20.396335
-291.1547,87,20.515566
-94.842706,83,20.630464
-322.183774,91,20.755053
-329.608656,104,20.897839
-109.039059,155,21.111088
-121.943408,95,21.241415
-330.987698,110,21.394505
-299.217351,167,21.625131
-117.944094,91,21.7503
-338.223112,128,21.927269
-362.609286,208,22.213693
-133.07421,124,22.383922
-377.299159,274,22.761686
-151.122162,222,23.067346
-128.271741,202,23.34591
-171.990542,241,23.681053
-93.291366,253,24.030601
-241.48198,300,24.444018
-172.784787,635,25.319048
-126.155898,119,25.483029
-99.58278,100,25.62248
-170.49474,252,25.971945
-55.071084,242,26.306744
-247.30847,177,26.552525
-108.442984,112,26.707381
-102.431612,136,26.894921
-128.286533,161,27.116176
-121.873777,219,27.416913
-221.58868,338,27.889953
-104.011869,117,28.051739
-105.702561,150,28.259476
-116.558528,185,28.515423
-270.932816,249,28.86451
-100.800966,108,29.01447
-144.751178,169,29.248673
-212.769632,153,29.46018
-338.174901,282,29.849878
-61.269393,187,30.11088
151.076164,242,30.447012
-101.1076,99,30.583634
-52.652261,97,30.718284
-29.237481,124,30.890036
-68.708146,166,31.120048
-91.654699,111,31.272927
-104.08918,235,31.597397
-81.064459,189,31.85921
-67.713498,181,32.125519
-88.17474,140,32.332087
-58.892921,111,32.504187
-45.742468,159,32.744217
-86.461273,274,33.193399
-428.048412,212,33.495965
-89.641623,157,33.714339
-54.472139,142,33.934873
-72.533476,289,34.373141
-87.62514,96,34.506836
-69.019575,88,34.628902
-87.373477,87,34.749419
-295.377699,266,35.14589
-48.09951,103,35.289796
-58.118871,98,35.445247
-58.824204,83,35.580022
-206.440549,160,35.828063
-291.033032,159,36.060201
-331.879223,252,36.468584
-71.234009,146,36.679581
-97.849912,117,36.841616
-44.411554,154,37.082816
-90.180322,130,37.295835
-268.397676,227,37.627196
-58.58225,80,37.737901
-222.978644,145,37.952193
-135.503206,137,38.175608
-248.111419,261,38.5831
-72.635188,98,38.726998
-263.867262,228,39.169722
-77.435255,82,39.293936
-103.103173,169,39.583363
-186.838641,165,39.827344
-153.579137,85,39.974513
-144.781503,161,40.266288
-173.936833,81,40.44079
-309.554327,122,40.661365
-93.718403,201,40.960847
-303.262577,287,41.40927
-93.261504,106,41.583833
-308.236413,214,41.955907
-151.297587,160,42.2007
-127.940313,132,42.401897
-34.281061,207,42.736972
-97.49954,158,42.970679
7.20994,121,43.143781
-81.48992,141,43.347256
-290.411568,281,43.76819
-278.193292,198,44.115193
-202.471771,165,44.362844
-92.179861,139,44.56053
-242.134096,155,44.808752
-166.972315,211,45.14911
-336.255852,306,45.723337
-289.784208,353,46.28794
-372.860149,324,46.784536
-93.838631,195,47.092836
-138.984806,151,47.315547
-202.629366,196,47.600287
-292.511502,264,48.033767
-278.044707,325,48.514971
-91.036651,131,48.696766
-119.503794,213,48.995539
-372.071927,300,49.418854
-221.214841,166,49.651791
-213.678304,154,49.86669
-182.294329,197,50.139764
-91.149992,110,50.292137
-209.054974,202,50.573265
-23.400356,119,50.739535
-78.72565,124,50.913542
-186.382811,144,51.115587
-154.811491,192,51.385748
-156.654602,170,51.62402
-320.527505,209,51.916277
-181.860685,137,52.107951
-175.443219,177,52.352945
-21.262223,124,52.524747
-259.677169,256,52.88077
-267.059089,252,53.231999
-394.00002,229,53.556522
-67.416331,132,53.741518
-193.072188,120,53.909205
-152.292997,99,54.047303
-51.020315,148,54.254558
-320.216691,198,54.531956
-78.256789,202,54.814947
-228.07971,143,55.015097
-456.351801,191,55.282146
-550.222436,217,55.61303
-114.114433,129,55.801297
-190.855188,69,55.898456
-94.6298,117,56.080297
-125.271962,119,56.262796
-177.889948,133,56.473683
-121.361376,132,56.699113
-210.272212,192,57.014522
-407.056616,130,57.200235
-414.173452,208,57.49178
-164.475427,178,57.766335
-136.309342,121,57.961791
-64.125599,120,58.128989
-208.691717,213,58.423664
-257.565529,150,58.631476
-138.845178,191,58.905831
-230.375813,145,59.108175
-82.741109,135,59.296757
-242.08603,184,59.552378
-286.766798,287,59.953804
-543.105029,357,60.448429
-228.700895,115,60.607951
-110.246231,92,60.735506
-207.172374,67,60.828914
