episode,reward,length,global_step
0,-184.132804,125,125
1,-309.88541,103,228
2,-130.681117,85,313
3,-396.749779,83,396
4,-71.316127,145,541
5,-192.728406,139,680
6,-327.965787,101,781
7,-78.18424,162,943
8,-94.006237,109,1052
9,-64.337315,73,1125
10,-121.059718,99,1224
11,-254.48998,150,1374
12,-324.534626,207,1581
13,-153.448424,190,1771
14,-144.875907,161,1932
15,-176.191478,146,2078
16,-72.962542,80,2158
17,-337.739976,220,2378
18,-141.002114,155,2533
19,-206.401079,172,2705
20,-355.329191,192,2897
21,-132.127323,236,3133
22,-247.907253,208,3341
23,-137.475863,204,3545
24,-333.437091,144,3689
25,-216.286389,207,3896
26,-185.268428,120,4016
27,-15.419914,159,4175
28,-131.513104,179,4354
29,-326.972219,164,4518
30,-403.015097,162,4680
31,-109.782026,103,4783
32,-216.685582,152,4935
33,8.224306,134,5069
34,12.936373,128,5197
35,-72.005127,179,5376
36,-94.498011,248,5624
37,115.743293,1000,6624
38,-221.782106,606,7230
39,0.923574,106,7336
40,-148.037125,402,7738
41,-80.207175,1000,8738
42,134.204982,516,9254
43,-85.768353,490,9744
44,-71.518876,1000,10744
45,-82.50348,1000,11744
46,-49.466529,1000,12744
47,-156.532992,852,13596
48,156.121136,1000,14596
49,-82.529766,386,14982
50,-46.632932,243,15225
51,-52.141895,1000,16225
52,-69.443128,1000,17225
53,-75.038332,1000,18225
54,-168.457851,839,19064
55,-203.741406,677,19741
56,4.012834,1000,20741
57,6.926842,1000,21741
58,-42.552183,1000,22741
59,-33.461325,1000,23741
60,-42.409291,1000,24741
61,-53.035304,1000,25741
62,-59.818681,1000,26741
63,-27.010439,1000,27741
64,-110.002077,1000,28741
65,-76.282036,1000,29741
66,-71.133538,1000,30741
67,-102.738256,1000,31741
68,-81.63179,1000,32741
69,-86.491414,1000,33741
70,-65.309299,1000,34741
71,-84.710346,1000,35741
72,-56.682746,1000,36741
73,-37.3867,1000,37741
74,-28.428651,1000,38741
75,-61.792688,1000,39741
76,-44.244954,1000,40741
77,-97.039053,1000,41741
78,18.819842,1000,42741
79,11.866244,1000,43741
80,-70.307058,1000,44741
81,-103.278428,1000,45741
82,-96.931953,1000,46741
83,101.39421,1000,47741
84,-103.191478,949,48690
85,-98.777603,1000,49690
