#{"t_start": 1779913535.8522391, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-106.561271,100,0.01549
-143.914907,86,0.144168
-280.078791,106,0.309806
-233.308275,182,0.606178
-420.059509,56,0.725829
-521.714353,96,0.996199
-124.293752,60,1.100208
-145.371893,56,1.185848
-115.058561,56,1.270656
-224.965392,86,1.400549
-380.264071,78,1.517122
-507.817647,75,1.629935
-475.814139,72,1.736528
-161.679346,85,1.861286
-134.392448,67,1.959698
-106.19381,78,2.073997
-140.17678,70,2.177346
-288.312547,107,2.3346
-72.761968,81,2.4537
-117.248424,59,2.539672
-131.948462,60,2.629824
-170.664405,74,2.737253
-142.749439,77,2.850159
-125.982267,56,2.931927
-98.804042,53,3.007293
-223.067154,91,3.14154
-162.684719,80,3.257683
-132.662274,56,3.339792
-165.079174,79,3.455284
-133.631021,51,3.530609
-174.509158,75,3.639539
-166.202645,61,3.729347
-217.66633,92,3.863657
-146.883461,95,4.007921
-216.559688,72,4.115335
-144.150956,57,4.199656
-134.649818,80,4.317348
-268.403568,102,4.466892
-272.792718,91,4.600114
-133.850482,54,4.680037
-140.916887,63,4.771681
-103.710579,58,4.856401
-2058.551765,318,5.321192
-117.303275,51,5.394971
-152.453051,63,5.486787
-148.592594,72,5.592296
-383.042988,123,5.770353
-302.725761,91,5.904172
-278.765445,137,6.104668
-115.119209,99,6.249555
-124.816802,141,6.461626
-148.702771,141,6.718035
-184.569805,120,6.916829
-153.759567,114,7.085192
-94.840386,146,7.297875
-159.011672,210,7.655023
-108.30852,67,7.758001
-154.761636,124,8.036198
-175.596838,188,8.667508
-127.420001,161,8.978981
-139.095093,212,9.314119
-160.024481,126,9.512949
-134.80879,147,9.755844
-135.521479,103,9.922573
-153.181357,163,10.172058
-155.624479,113,10.335425
-204.080693,297,10.793648
-135.22594,198,11.293411
-182.143926,158,11.557112
-218.327477,147,11.76958
-185.598403,152,11.989256
-165.66079,115,12.160731
-192.415414,135,12.362368
-131.649104,120,12.559979
-202.856429,211,12.909394
-183.115202,115,13.105437
-99.846289,177,13.377309
-174.46098,136,13.604965
-180.344311,94,13.763415
-123.681148,133,13.950864
-113.561782,146,14.152342
-352.894297,479,14.81236
-176.611583,133,14.995584
-139.208742,80,15.105552
-246.526798,109,15.254646
-411.666176,273,15.638841
-154.908645,64,15.7274
-85.583246,201,16.006083
-221.93008,283,16.39439
-137.827382,118,16.558051
-196.10874,253,16.90381
-155.885225,130,17.081639
-336.268831,143,17.278159
-163.193883,139,17.469304
-290.948261,96,17.601519
-245.562157,103,17.742865
-263.843461,84,17.858032
-318.502448,130,18.038176
-311.35029,123,18.206741
-222.721701,304,18.621181
-25.300864,123,18.790246
-168.048456,160,19.009109
-274.129242,248,19.348565
-222.22975,160,19.567433
-252.731532,121,19.732659
-274.778681,140,19.92367
-223.838812,99,20.059503
-235.720483,121,20.227698
-85.405838,107,20.374707
-106.768101,92,20.50149
-231.875865,148,20.704297
-171.442601,222,21.008347
-184.903604,112,21.16198
-177.16507,149,21.365193
-229.621757,132,21.545789
-158.802513,105,21.689959
-232.595992,199,21.961968
-179.523271,291,22.362374
-167.051949,142,22.55713
-247.165004,136,22.743109
-159.97682,100,22.879844
-166.297761,105,23.023126
-82.383027,240,23.350973
-118.160341,206,23.633073
-198.905425,98,23.767001
-264.040153,146,23.967151
-189.417051,117,24.128618
-235.700028,236,24.454536
-251.024308,112,24.608336
-269.644274,121,24.774101
-328.893426,189,25.033213
-287.307697,189,25.291749
-262.759054,127,25.46654
-254.457273,114,25.623261
-228.832418,135,25.807995
-184.30096,135,25.993458
-124.569549,110,26.143545
-188.735212,127,26.317312
-238.183497,128,26.494824
-229.148819,142,26.690104
-109.331147,138,26.879418
-188.427614,117,27.040512
-192.323705,118,27.204403
-110.019184,122,27.371905
-266.953649,241,27.702011
-178.577442,137,27.889866
-238.837101,112,28.04349
-227.610126,130,28.221697
-200.987588,117,28.381223
-289.787453,144,28.578731
-277.742982,329,29.031891
-384.063074,180,29.278981
-268.834623,101,29.417143
-289.253957,90,29.540201
-148.728177,232,29.857672
-215.332805,164,30.082001
-191.783292,265,30.444498
-313.000668,99,30.580056
-246.126023,158,30.798565
-472.65292,254,31.147502
-227.996774,106,31.292712
-151.642955,195,31.560037
-110.232865,195,31.826712
-198.334145,195,32.093893
-196.223152,154,32.305047
-124.44402,114,32.461087
-270.539631,184,32.712862
-317.751756,208,33.000761
-192.802133,151,33.208149
-145.105139,134,33.391898
-166.866437,132,33.572565
-125.329447,123,33.741336
-184.387334,186,33.996116
-268.467887,97,34.128946
-314.994137,268,34.497738
-235.979883,140,34.689788
-341.420143,432,35.286148
-105.162359,174,35.524646
-338.322939,366,36.025542
-583.151555,217,36.323281
-154.255095,108,36.471514
-290.020794,219,36.771082
193.261565,354,37.26139
-127.388033,571,38.04238
-407.139232,206,38.323921
-323.402979,111,38.47615
-208.434315,139,38.66754
-187.450399,140,38.858424
-106.608297,129,39.03429
-126.215188,241,39.374002
-300.881306,87,39.493523
-217.676464,196,39.761212
-122.664759,122,39.927648
-68.679308,182,40.176104
-109.218911,199,40.447591
-218.306533,146,40.656118
-33.923212,162,40.879139
-111.574733,198,41.15038
-108.56366,222,41.45774
-140.502282,188,41.716135
-434.039869,202,41.993712
-289.051322,180,42.240402
-187.29977,146,42.440856
-47.660498,179,42.686301
-145.111374,96,42.818222
-149.252699,205,43.100022
-64.970706,170,43.332832
-259.698724,227,43.647553
-139.951257,272,44.020418
-33.413339,142,44.215603
-115.873726,145,44.414778
-30.144698,166,44.642625
-164.822096,162,44.864819
-142.184366,107,45.012549
-50.478489,240,45.343967
-192.44287,215,45.641401
-71.033886,209,45.92888
-39.397958,151,46.136267
-200.416778,83,46.249929
-135.497014,124,46.419922
-118.201067,111,46.572533
-48.406686,163,46.796262
-198.12847,108,46.944828
-128.617907,144,47.142796
-48.46202,131,47.323712
-340.288892,89,47.445997
-190.550076,114,47.602435
-388.874844,100,47.741466
-100.587194,70,47.838662
-237.82087,95,47.970088
-255.120795,90,48.094238
-178.61669,160,48.314581
-149.549036,87,48.434046
-101.334137,101,48.573251
-141.254868,119,48.736385
-479.466793,84,48.852025
-68.253101,347,49.32937
-621.341054,86,49.447719
-119.068105,74,49.549645
-389.031296,152,49.758437
-605.415975,67,49.851063
-613.640763,68,49.946762
-626.989226,78,50.054889
-155.490675,130,50.238177
-137.327612,94,50.367448
-102.16639,86,50.48542
-135.097368,79,50.594681
-133.236254,94,50.723983
-82.098565,61,50.807827
-105.086898,70,50.904242
-356.416422,192,51.168697
-144.735288,125,51.341228
-139.365589,84,51.457508
-98.002528,158,51.675411
-84.871986,152,51.884407
-149.846225,204,52.167643
30.146738,180,52.416819
-60.901381,101,52.555879
-140.516923,245,52.893744
-72.930341,234,53.215343
