episode,reward,length,global_step
0,-157.255758,129,129
1,-527.137361,79,208
2,-411.851684,121,329
3,-562.080286,90,419
4,-270.013909,99,518
5,-319.997322,77,595
6,-353.856235,87,682
7,-246.047896,80,762
8,-343.963922,89,851
9,-388.835648,120,971
10,-925.335281,143,1114
11,-397.404966,161,1275
12,-157.103737,100,1375
13,-137.462072,82,1457
14,-619.014876,92,1549
15,-1005.900841,148,1697
16,-186.725208,79,1776
17,-426.769686,92,1868
18,-177.169243,163,2031
19,-551.665717,140,2171
20,-548.676959,120,2291
21,-332.302783,93,2384
22,-513.28211,91,2475
23,-122.837089,92,2567
24,-1032.459826,166,2733
25,-622.690125,128,2861
26,-145.780844,85,2946
27,-122.667464,119,3065
28,-1777.298427,224,3289
29,-405.882386,200,3489
30,-988.430521,98,3587
31,-137.382975,95,3682
32,-473.19585,134,3816
33,-441.828965,278,4094
34,-136.407673,134,4228
35,-657.608579,175,4403
36,-43.533323,111,4514
37,-122.382433,284,4798
38,-370.233516,102,4900
39,-220.432435,160,5060
40,-144.534281,122,5182
41,-412.43273,120,5302
42,-382.013599,135,5437
43,-679.702084,112,5549
44,-336.100244,113,5662
45,-235.775111,187,5849
46,-726.494307,158,6007
47,-78.052414,168,6175
48,-406.668716,144,6319
49,-608.184338,265,6584
50,-709.987421,183,6767
51,-220.771265,198,6965
52,-413.573962,149,7114
53,-184.137475,108,7222
54,-574.433859,210,7432
55,-313.402153,273,7705
56,-212.719178,145,7850
57,-388.789203,149,7999
58,-346.797601,131,8130
59,-37.586907,144,8274
60,-383.73966,130,8404
61,-181.178036,96,8500
62,-82.211527,178,8678
63,-227.46716,240,8918
64,-248.958149,94,9012
65,-197.757576,111,9123
66,-121.377506,99,9222
67,-152.092551,127,9349
68,-174.19092,96,9445
69,-308.737415,230,9675
70,-246.573575,297,9972
71,-93.490421,212,10184
72,-117.288456,328,10512
73,-376.606749,340,10852
74,-334.648338,219,11071
75,-185.606184,272,11343
76,-377.488941,297,11640
77,-108.377224,368,12008
78,-94.564086,328,12336
79,-149.708672,229,12565
80,-226.778106,207,12772
81,-163.017195,171,12943
82,-109.906421,99,13042
83,-267.798661,176,13218
84,-191.986081,144,13362
85,-197.237019,132,13494
86,-170.772077,383,13877
87,-278.368684,202,14079
88,-117.809156,240,14319
89,-225.929005,267,14586
90,-208.893646,147,14733
91,-45.88165,140,14873
92,-184.959091,130,15003
93,-165.821059,99,15102
94,-184.997578,113,15215
95,-98.790496,130,15345
96,-338.760275,160,15505
97,-498.639552,344,15849
98,-73.254247,165,16014
99,-15.892603,170,16184
100,-195.68986,299,16483
101,-1.791061,198,16681
102,-58.19121,454,17135
103,-37.077563,136,17271
104,-139.238547,192,17463
105,-88.883314,344,17807
106,5.818094,494,18301
107,-102.277158,379,18680
108,-456.119651,307,18987
109,-394.298936,467,19454
110,-16.298446,299,19753
111,-45.469807,107,19860
112,-74.026179,102,19962
113,11.555802,121,20083
114,-181.301148,1000,21083
115,-42.682763,121,21204
116,-26.242474,116,21320
117,-160.188072,1000,22320
118,-72.566591,152,22472
119,-21.454259,167,22639
120,-100.134045,170,22809
121,-0.547139,156,22965
122,-224.525781,221,23186
123,-239.668504,170,23356
124,-226.139634,144,23500
125,-228.366248,128,23628
126,-220.893895,138,23766
127,-191.965388,150,23916
128,-213.787427,146,24062
129,-195.473545,143,24205
130,-223.618542,142,24347
131,-44.737939,149,24496
132,-174.582039,176,24672
133,-20.528525,164,24836
134,-207.330394,133,24969
135,-199.79654,143,25112
136,-193.042334,258,25370
137,-196.398765,148,25518
138,-85.514776,303,25821
139,-126.660991,445,26266
140,-122.485641,192,26458
141,-136.512659,111,26569
142,-121.060876,95,26664
143,-119.718293,210,26874
144,-156.705414,290,27164
145,-207.140173,133,27297
146,-143.124854,449,27746
147,-207.110501,365,28111
148,-246.016157,167,28278
149,-208.828393,467,28745
150,-136.463189,146,28891
151,-193.763339,259,29150
152,-200.701954,267,29417
153,-200.162736,392,29809
154,-170.705906,162,29971
155,-157.151578,422,30393
156,-156.650398,187,30580
157,-171.030058,201,30781
158,-211.972483,647,31428
159,-205.565771,361,31789
160,-74.806315,1000,32789
161,-201.504449,299,33088
162,-149.488848,1000,34088
163,-121.583278,176,34264
164,-171.771158,339,34603
165,-210.11855,247,34850
166,-189.228058,237,35087
167,-206.569953,350,35437
168,-231.423244,336,35773
169,-176.099615,266,36039
170,214.812454,388,36427
171,-59.923816,336,36763
172,-216.511328,223,36986
173,-32.357732,240,37226
174,-57.454825,303,37529
175,19.381291,315,37844
176,-271.280422,529,38373
177,-138.954567,513,38886
178,-163.9611,831,39717
179,-151.999779,350,40067
180,-174.652917,481,40548
181,-222.891146,332,40880
182,-143.142757,268,41148
183,-198.252026,305,41453
184,-220.998322,349,41802
185,-162.841464,326,42128
186,-149.953674,234,42362
187,-197.98348,346,42708
188,-170.864591,385,43093
189,-140.737007,482,43575
190,-213.442319,295,43870
191,-272.339163,726,44596
192,-142.055921,309,44905
193,-92.572152,526,45431
194,-135.685059,216,45647
195,-162.853555,251,45898
196,-161.421334,269,46167
197,-215.160686,247,46414
198,-186.309893,316,46730
199,-88.059552,184,46914
200,-144.599981,334,47248
201,-174.483602,284,47532
202,-177.279692,299,47831
203,-66.87251,331,48162
204,-53.275092,229,48391
205,-112.885862,368,48759
206,-52.841001,235,48994
207,-112.240952,383,49377
208,-139.296805,290,49667
209,-143.852367,268,49935
