episode,reward,length,global_step
0,-233.828405,103,103
1,-550.383236,93,196
2,-212.907193,93,289
3,-59.885238,68,357
4,-113.379336,75,432
5,-147.978855,69,501
6,-204.349495,122,623
7,-437.886568,206,829
8,-176.872651,222,1051
9,-338.990839,100,1151
10,-264.846496,290,1441
11,-338.825084,211,1652
12,-93.643843,245,1897
13,-358.858375,89,1986
14,-302.367703,181,2167
15,-480.612298,156,2323
16,-254.204835,246,2569
17,-350.485853,234,2803
18,-181.473861,297,3100
19,-11.11564,258,3358
20,-199.096392,510,3868
21,-38.734906,308,4176
22,-127.926166,395,4571
23,-105.876992,836,5407
24,-47.844841,296,5703
25,-85.438499,229,5932
26,-48.078048,257,6189
27,-148.237032,979,7168
28,-72.108872,313,7481
29,-323.252696,441,7922
30,-285.050061,625,8547
31,-61.194327,548,9095
32,17.315301,265,9360
33,68.849776,186,9546
34,-81.488319,1000,10546
35,-70.191949,1000,11546
36,-17.582228,264,11810
37,-17.263045,1000,12810
38,240.591946,513,13323
39,28.564436,245,13568
40,-93.511373,619,14187
41,-67.156039,378,14565
42,-32.109397,1000,15565
43,187.304721,623,16188
44,-80.617815,382,16570
45,-36.997996,440,17010
46,-56.95851,302,17312
47,212.793881,687,17999
48,13.610116,320,18319
49,-48.198103,1000,19319
50,-4.304471,146,19465
51,7.486769,88,19553
52,-33.712542,238,19791
53,-47.677965,1000,20791
54,12.534386,1000,21791
55,207.874999,724,22515
56,-60.310186,1000,23515
57,-87.942972,1000,24515
58,-58.250318,1000,25515
59,-9.60836,1000,26515
60,-116.762632,1000,27515
61,-20.131679,1000,28515
62,34.168442,1000,29515
63,145.509651,758,30273
64,42.465698,260,30533
65,-149.136206,823,31356
66,-62.57187,554,31910
67,-44.509551,1000,32910
68,253.940626,386,33296
69,-96.764091,1000,34296
70,-38.574703,1000,35296
71,-82.644848,817,36113
72,-12.061529,1000,37113
73,-149.681473,577,37690
74,-49.576785,1000,38690
75,29.034317,177,38867
76,197.485126,795,39662
77,240.886814,471,40133
78,-45.732205,1000,41133
79,-14.199009,1000,42133
80,-9.375329,1000,43133
81,230.819062,436,43569
82,115.407026,750,44319
83,-58.733627,1000,45319
84,-55.580921,352,45671
85,-84.149917,176,45847
86,-31.945962,1000,46847
87,-82.400937,1000,47847
88,-72.266482,1000,48847
89,-75.354096,1000,49847
90,30.757979,451,50298
91,-72.632974,1000,51298
92,44.709973,179,51477
93,58.049655,334,51811
94,-5.285178,191,52002
95,190.054475,477,52479
96,10.920238,1000,53479
97,-16.153346,1000,54479
98,-3.660188,1000,55479
99,-30.742315,1000,56479
100,246.089681,415,56894
101,2.758165,188,57082
102,48.049093,146,57228
103,-6.588912,1000,58228
104,20.569493,1000,59228
105,-26.837961,1000,60228
106,-37.905581,1000,61228
107,-45.874415,1000,62228
108,-11.094282,545,62773
109,-60.922559,1000,63773
110,-41.194482,1000,64773
111,-58.596894,1000,65773
112,-53.884702,1000,66773
113,-65.049559,1000,67773
114,8.865314,207,67980
115,-40.092219,217,68197
116,3.601384,1000,69197
117,-53.867634,1000,70197
118,-63.448775,218,70415
119,-7.262835,1000,71415
120,-101.735951,678,72093
121,-42.633295,223,72316
122,-30.523674,1000,73316
123,-35.102176,1000,74316
124,-10.838716,1000,75316
125,-37.031705,1000,76316
126,-12.755737,348,76664
127,-14.090789,1000,77664
128,-63.998494,1000,78664
129,-37.325951,1000,79664
130,-39.788793,1000,80664
131,-3.863785,263,80927
132,-43.947253,1000,81927
133,17.809902,230,82157
134,-27.071241,1000,83157
135,-48.131459,1000,84157
136,-45.939437,1000,85157
137,6.733511,1000,86157
138,2.546515,232,86389
139,-68.402767,1000,87389
140,-63.771513,1000,88389
141,-22.959485,228,88617
142,-37.312945,1000,89617
143,-28.244416,1000,90617
144,-27.089585,1000,91617
145,-13.984737,223,91840
146,-36.004447,1000,92840
147,-47.108525,1000,93840
148,-63.333243,206,94046
149,-78.26177,1000,95046
150,-92.447827,1000,96046
151,-23.258954,1000,97046
152,-30.824121,1000,98046
153,33.471268,135,98181
154,-20.844999,1000,99181
155,-95.458531,1000,100181
156,-78.420081,1000,101181
157,-248.99915,262,101443
158,-70.773631,1000,102443
159,-104.90315,1000,103443
160,-15.171881,1000,104443
161,-164.690876,169,104612
162,-16.392746,1000,105612
163,-52.427972,1000,106612
164,20.933984,156,106768
165,-57.68281,1000,107768
166,2.837062,207,107975
167,-27.438037,1000,108975
168,-73.623244,187,109162
169,-36.202327,1000,110162
170,-45.916203,194,110356
171,-46.334805,1000,111356
172,-47.200227,220,111576
173,272.559683,223,111799
174,-47.209884,1000,112799
175,-53.417834,1000,113799
176,-40.836584,225,114024
177,-23.104809,1000,115024
178,-4.622578,1000,116024
179,9.305984,262,116286
180,98.45005,641,116927
181,-103.614665,747,117674
182,-34.797382,1000,118674
183,-48.696575,1000,119674
184,7.582322,1000,120674
185,-29.733851,1000,121674
186,-22.364802,1000,122674
187,206.432387,475,123149
188,-11.506929,1000,124149
189,203.610067,381,124530
190,-12.593319,1000,125530
191,3.941342,1000,126530
192,-64.185091,1000,127530
193,-24.737113,1000,128530
194,-1.641039,1000,129530
195,251.799721,330,129860
196,123.271038,1000,130860
197,-0.481941,1000,131860
198,11.162452,1000,132860
199,190.097148,889,133749
200,21.484535,240,133989
201,256.080572,289,134278
202,-47.098212,1000,135278
203,299.087583,237,135515
204,243.186673,311,135826
205,288.735556,307,136133
206,185.335847,550,136683
207,219.378201,196,136879
208,237.890754,315,137194
209,197.877358,615,137809
210,208.65796,766,138575
211,263.901922,252,138827
212,197.368839,259,139086
213,-53.835718,177,139263
214,255.238503,210,139473
215,233.019316,290,139763
216,224.632168,413,140176
217,241.947723,326,140502
218,247.773574,380,140882
219,284.306593,226,141108
220,227.748977,368,141476
221,220.026959,319,141795
222,238.227937,456,142251
223,296.462227,284,142535
224,282.128153,228,142763
225,194.393432,917,143680
226,219.87861,430,144110
227,228.090824,325,144435
228,-70.729865,622,145057
229,232.602987,205,145262
230,-28.567845,1000,146262
231,8.218694,1000,147262
232,233.19977,345,147607
233,77.208054,102,147709
234,253.575695,209,147918
235,270.309938,302,148220
236,249.87486,161,148381
237,258.260567,196,148577
238,241.234667,224,148801
239,272.951098,293,149094
240,-13.484155,1000,150094
241,270.78299,203,150297
242,262.61286,179,150476
243,17.005374,1000,151476
244,17.01538,144,151620
245,19.25031,118,151738
246,177.597052,880,152618
247,-16.293993,102,152720
248,260.349821,229,152949
249,278.589369,174,153123
250,253.448784,211,153334
251,-52.238937,1000,154334
252,7.840163,116,154450
253,259.316466,252,154702
254,267.267831,391,155093
255,120.641476,844,155937
256,-75.477715,1000,156937
257,246.670547,188,157125
258,167.664652,559,157684
259,156.440956,665,158349
260,263.999032,243,158592
261,261.772688,204,158796
262,244.459099,320,159116
263,252.777932,200,159316
264,273.808425,223,159539
265,287.383583,186,159725
266,255.521356,316,160041
267,36.02836,87,160128
268,267.313231,225,160353
269,-135.683401,266,160619
270,208.710581,631,161250
271,278.679551,184,161434
272,277.091332,457,161891
273,251.021818,209,162100
274,-30.777182,1000,163100
275,-167.192471,461,163561
276,233.259083,204,163765
277,232.92058,188,163953
278,261.232081,200,164153
279,-77.794063,1000,165153
280,259.651586,235,165388
281,186.310031,749,166137
282,264.986401,329,166466
283,254.823109,207,166673
284,275.49557,232,166905
285,234.889326,187,167092
286,254.26202,222,167314
287,224.542327,541,167855
288,-67.22917,1000,168855
289,-13.086799,1000,169855
290,-17.432698,1000,170855
291,206.96268,710,171565
292,20.484549,1000,172565
293,247.848308,160,172725
