#{"t_start": 1780054271.085361, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-39.192408,72,0.01441
-173.648991,77,0.026783
-429.58114,102,0.042899
-85.740528,99,0.058146
-51.102241,92,0.072026
-388.845599,121,0.089819
-276.948376,100,0.104948
-399.469799,87,0.118121
-49.728851,81,0.13026
-286.731458,90,0.143727
-307.538249,105,0.15917
-172.370818,153,0.181836
-310.14246,106,0.197388
-172.504582,138,0.218007
-428.588032,99,0.23298
-127.047256,88,0.246347
-354.188583,129,0.265698
-266.459716,130,0.284889
-305.65254,110,0.301018
-446.29582,168,0.325527
-108.16314,97,0.339781
-114.684295,112,0.356725
-62.44488,87,0.369799
-52.412156,102,0.385033
-321.888657,81,0.397126
-269.436499,96,0.411241
-69.632793,104,0.427057
-306.012577,189,0.454807
-59.976838,77,0.466187
-213.521761,126,0.485199
-207.837301,68,0.495485
-535.075065,94,0.509466
-316.77068,242,0.544912
-12.956792,128,0.564158
9.770881,93,0.578063
-365.501356,88,0.591043
-49.692575,80,0.602984
-62.647896,80,0.614878
-144.742312,75,0.833443
-329.416715,112,0.850787
-32.44626,108,0.86696
-205.305193,104,0.882314
-280.851759,177,0.908532
-378.360281,92,0.92206
-393.131123,122,0.940271
-93.311325,93,0.954182
-145.316621,157,0.977526
-137.539322,162,1.001644
-72.118473,101,1.016935
-311.353424,130,1.036044
-135.68981,116,1.053258
-511.133885,115,1.070413
-271.575352,80,1.082346
-242.085373,106,1.098363
-364.933124,87,1.111336
-92.692915,110,1.127582
-81.356326,82,1.140032
-421.306165,97,1.154262
-82.847497,72,1.164921
-372.21702,194,1.193248
-148.978756,122,1.211066
-256.079969,91,1.224585
-70.581742,85,1.237168
-334.097202,141,1.25776
-427.7479,112,1.274361
-144.338376,101,1.289508
-268.951935,89,1.302845
-373.646883,159,1.326111
-93.012629,106,1.341554
-88.891707,126,1.360232
-98.657989,178,1.388998
-123.992308,71,1.399642
-297.012817,88,1.412591
-227.379633,126,1.431179
